word_freq_make	word_freq_address	word_freq_all	word_freq_3d	word_freq_our	word_freq_over	word_freq_remove	word_freq_internet	word_freq_order	word_freq_mail	word_freq_receive	word_freq_will	word_freq_people	word_freq_report	word_freq_addresses	word_freq_free	word_freq_business	word_freq_email	word_freq_you	word_freq_credit	word_freq_your	word_freq_font	word_freq_000	word_freq_money	word_freq_hp	word_freq_hp	word_freq_george	word_freq_650	word_freq_lab	word_freq_labs	word_freq_telnet	word_freq_857	word_freq_data	word_freq_415	word_freq_85	word_freq_technology	word_freq_1999	word_freq_parts	word_freq_pm	word_freq_direct	word_freq_cs	word_freq_meeting	word_freq_original	word_freq_project	word_freq_re	word_freq_edu	word_freq_table	word_freq_conference	char_freq_;	char_freq_(	char_freq_[	char_freq_!	char_freq_$	char_freq_#	capital_run_length_average	capital_run_length_longest	capital_run_length_total	!spam	!not_spam
0.5	0.43	0.28	0	0.14	0.03	0	0.18	0.54	0.61	0.28	0.65	0.65	1.19	0.03	0.21	0.43	0.03	2.96	0	1.34	0	0.5	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.012	0.078	0	0.439	0.505	0.132	6.683	798	2426	1	0
0.64	0	0.25	0	0	0.38	0	0	0	0.25	0.64	0.25	1.03	0	0	0.77	0.9	0.12	1.93	0	0.51	0.12	0.12	1.03	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0.12	0	0	0	0	0.12	0	0	0	0	0.161	0	1.082	0.299	0.092	5.274	146	981	1	0
2.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.666	13	44	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53	6.32	0	1.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649	0	0.432	5.875	46	94	1	0
0	0	0	0	0	0	0	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04	0	0	0	0	0.189	0	0.189	0.189	0	3.857	25	81	1	0
0	0	0	0	0.28	0.86	0	0	0	0	0	0.57	0.28	0	0	0	0.28	0	0.28	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084	0.126	0	0	0	0	27.479	772	1319	1	0
0.51	0	0.77	0	0.25	0.25	0	0	0	0.51	0	1.55	0	0	0	0.77	1.55	0	4.9	0	2.58	0	0.77	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.179	0	0.359	0.403	0.134	5.774	56	358	1	0
0.33	0	0.67	0	0.22	0	0	0	0.44	0.11	0	0.33	0	0	0	0.56	0	0	1.79	0	1.12	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.11	0	0	0	0	0	0	0.157	0	0.392	0.176	0.078	2.606	75	391	1	0
0.52	0.42	0.35	0	0.14	0.03	0.03	0.1	0.56	0.8	0.28	0.7	0.56	1.19	0.03	0.24	0.45	0	3.18	0	1.47	0	0.38	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.075	0	0.452	0.528	0.116	6.152	260	2184	1	0
0	0	0	0	0	0	0	0	0	1.49	0	1.49	0	0	0	0	0	0	7.46	0	1.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.692	15	35	1	0
0	0.64	1.29	0	0.32	0	0	0	0	0	0	0.64	0	0	0	0.32	0	1.29	2.59	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0.053	0	0.531	0	0	4.337	121	334	1	0
0	0.65	0.98	0	0.32	0	0	0	0	0	0	0.65	0	0	0	0.32	0	1.3	2.61	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0.053	0	0.477	0	0	4.273	121	312	1	0
0	0.3	0.75	0	0.3	0	0.15	0	0	0.45	0.15	0	0.15	0	0.15	0.15	0	0.75	0.15	0.15	0.6	0	0	0	0	0	0	0.15	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.352	0.02	0.041	5.938	149	1057	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0
0	0	0.84	0	0.56	0	0	0.56	0	0	0	0	0	0	0	0.28	0	0	1.13	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0.278	0	0.046	0	0	1.661	6	118	1	0
0.09	0.38	0.57	0	0.48	0.38	0	0	0	0.38	0	1.53	0.19	0	0.09	0	0.09	0	3.55	0	1.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.038	0	0.246	0.894	0.012	4	70	640	1	0
0.07	0	0.55	0	0.63	0.23	0.07	0.23	0	0.23	0.07	0.55	0.63	0	0	0.47	0.31	0.31	2.76	0	1.49	0	0.55	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	1.132	0.077	0.012	3.382	77	707	1	0
0	0	0	0	0	0	0	0	0	0	0	0	2.58	0	0	0	0	0	2.58	0	1.72	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0	0	3.851	0	0	13.266	70	199	1	0
0	0.33	0.33	0	1.65	0.33	0.66	0	0	0.16	0.16	0.99	0	0	0	0.82	0.33	0.16	2.81	0	0.99	0	0.49	0.33	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0.074	0.248	0.049	0.049	6.161	350	727	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.118	17.481	49	472	1	0
0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.166	19	49	1	0
0	0	0	0	0.84	1.27	0.42	0	0	0.42	0.42	0.42	0	0	0	0	0	0.42	2.11	0	1.27	0	3.38	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0.42	0	0	0	0.097	0.097	1.171	0.244	0.39	0	26.405	363	977	1	0
0.11	0.11	0.47	0	0	0.11	0.23	0	0.35	0.35	0.11	0.94	0.11	0	0	0.11	0	0	3.76	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0.233	0	0.287	0.107	0.035	3.439	64	509	1	0
0.4	0.14	0.32	0	0.25	0.18	0.03	1.01	0.4	0.4	0.1	0.72	0.65	0.36	0.25	0.54	0.36	0.32	3.05	0.14	1.45	0	0.29	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.07	0	0	0	0.012	0.042	0.073	0.343	0.141	0	3.328	181	1621	1	0
0.16	0.24	1.24	0	0.41	0.58	0.49	0.33	0.66	0.66	0.24	1.24	0.16	0	0.66	0.82	0.16	1.57	2.32	0.16	1.16	0	0.91	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0.08	0	0	0	0	0.132	0	0.25	0.224	0.026	5.872	581	1339	1	0
0	0	0	0	0.39	0.39	0.39	0.39	0	0	0.39	0	0	0	0	0.39	0	0	3.52	0	1.96	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124	0	0	1.94	12	97	1	0
0	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0	1.35	0	0	1.35	0	0	0	2.7	0	1.35	1.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.836	0	0	3.285	19	92	1	0
0	0	0.34	0	0	0	0.34	0	0	0.34	0	0.34	0	0	0	0.68	0.34	0.34	0.68	0.34	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0.34	0	0	0.393	0	0.224	0.056	0	2.257	17	158	1	0
0	0	0.52	0	1.58	0	1.05	0	0	1.05	0.52	1.58	0	0	0	0.52	0	0	1.05	0	0.52	0	0	0	0.52	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	2.82	23	110	1	0
0	0	0.75	0	0.75	0	0.5	0.25	0	1.01	0	0.25	1.51	0	0.75	0	0	1.51	2.02	0	1.51	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.078	0	0.432	0.432	0	2.375	19	247	1	0
0	0.69	0.69	0	0.51	0	0.17	0.17	0	0	0	0.34	0.69	0.69	0.69	0	0	0	2.59	0.51	1.55	0	0	0.17	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0.106	0.053	2	32	260	1	0
0	0	0	0	0.52	0	0	0	0	0	0	0	0	0.52	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0.52	0	0	1.56	0	0	0	0.077	0	0.077	0	0	1.388	11	75	1	0
0	0	0	0	0	1.29	0	0.64	0	0	0	0	0	0	0	0	0	0	3.87	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.179	0.117	0	1.8	12	63	1	0
0.09	0.19	0.98	0	0.78	0.78	0.49	0	0.78	0.19	0.29	0.68	0.29	0	1.57	0.09	0	1.08	1.28	0.19	0.68	0	0.59	0.09	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0.09	0.09	0	0	0	0.102	0	0.393	0.145	0.014	8.323	669	1415	1	0
0.32	0	0.32	0	0.98	0.32	0.65	0	0	0.32	0	0.98	0.32	0	0	0	0.65	0	2.61	0	2.28	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288	0.173	0	3.065	28	141	1	0
1.18	0.39	0.59	0	0	0.98	0.19	0.19	1.38	0.39	0	0.98	0	0.19	0	0.98	0	0	2.56	0.39	1.38	0	0	1.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238	0	0.766	0.317	0.026	6.652	76	632	1	0
0	0.5	0.25	0	0.5	0	1.01	0	0	0.76	0.76	0.5	0.25	0	0	1.26	0.25	0.25	1.77	0	1.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.113	0	0.189	0	0.151	8.972	447	646	1	0
0.07	0.22	0.82	0	0.52	0	0.07	0	0.67	0.59	0.22	0.82	0.07	0	0.14	0	0.07	0	3.29	0.22	1.87	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095	0	0.119	0.071	0.167	3.429	74	974	1	0
0	0.56	0.28	0	0	0	0.56	0	0	0.56	0.28	0.56	0.28	0	0	1.41	0.28	0	1.97	0	1.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0.118	0	0.158	0	0.158	9.25	394	555	1	0
0.34	0	1.7	0	1.02	0	0	0	0.68	1.02	0	0	0	0	0	0	0	0	0.34	1.02	0.68	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.898	0.105	0	443.666	1325	1331	1	0
0.48	0.97	0.97	0	0.48	0	0	0.48	0	1.95	0	2.43	0	0.48	0	0.48	0	0	1.95	0	5.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	1.739	0.173	0.086	56.538	636	735	1	0
0.09	0	0.27	0	0.36	0.09	0	0.18	0.09	0	0	0.73	0	0.36	0	0	0	0	2.01	0	3.38	0	0.36	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0.016	0.048	0.032	0.257	0.032	0.032	3.689	69	535	1	0
0.71	0	0.11	0	0.47	0.11	0	0.59	0.71	2.86	0.23	0.11	0.23	0	0.47	0.11	0.59	0.47	3.21	0	1.66	0	1.9	1.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.11	0	0	0	0	0.11	0	0	0	0.072	0.127	0	0.418	0.254	0.018	9.705	148	1514	1	0
0.67	0.16	1.35	0	1.01	0	0	0	0	0.16	0.16	1.69	0.5	0	0	0.33	0	0.16	5.77	0	1.35	0	0	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0.123	0.278	0.03	3.774	46	268	1	0
0	0	0	0	2.38	0	0	2.38	2.38	2.38	0	0	0	0	0	0	7.14	0	0	2.38	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396	0	0	22.714	149	159	1	0
0	0	0.53	0	0.53	0	0	0.53	0	0	0	1.06	0	0	2.12	0	0.53	0.53	2.65	0	2.65	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0.53	0	0	0	0	0	0	0	0	0	0.191	0	0.095	0.478	0	5.038	60	131	1	0
0	0	0	0	1.26	0	1.26	0	0	0	0	0	0	0	0	0	0	1.26	0	0	1.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26	0	0	0	0.431	0	0	0	0.215	1.724	3.529	13	60	1	0
0.09	0	0.09	0	0.39	0.09	0.09	0	0.19	0.29	0.39	0.48	0	0.58	0	0.87	0.19	0	1.66	4.1	1.66	0	0.39	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0.326	0.155	0	6.813	494	1458	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.733	0	0	2.666	11	24	1	0
0.46	0.92	0.92	0	0.46	0	0	0.46	0	1.85	0	2.31	0	0.46	0	0.46	0	0	1.85	0	5.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249	0	1.663	0.249	0.083	49.866	636	748	1	0
0.47	0.94	0.94	0	0.47	0	0	0.47	0	1.88	0	2.35	0	0.47	0	0.47	0	0	1.88	0	5.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253	0	1.687	0.168	0.084	57.23	636	744	1	0
0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0.182	0	0	0.182	0	3.545	21	78	1	0
0.51	0.43	0.29	0	0.14	0.03	0	0.18	0.54	0.62	0.29	0.65	0.65	1.2	0.03	0.21	0.43	0.03	3	0	1.35	0	0.51	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.012	0.08	0	0.454	0.523	0.136	6.59	739	2333	1	0
0.2	0.4	0.4	0	0	0.4	0	0.2	1.43	0.61	0	0.2	0	0	0	0	0	0	2.66	0.2	2.04	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.029	0.059	0.447	0.298	0.149	0.029	11.96	376	909	1	0
0	0	0	0	0	0.54	1.63	0	0	0	0.54	0.54	0	0	0	0.54	2.73	0.54	4.91	0	2.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171	0	2.592	32	70	1	0
2.35	0	0	0	0	0	2.35	0	2.35	0	0	1.17	0	0	0	1.17	0	0	2.35	0	0	0	2.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168	0.336	0	4.576	17	119	1	0
0	0.75	0.37	0	1.51	0	0	0.37	0	0.37	0.75	1.89	0	0	0	0.75	0.37	1.13	6.06	0	4.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0.415	0.138	0	1.937	11	93	1	0
0	0	0	0	0.96	0	0.96	0	0	0.48	0.48	0.96	0	0	0	1.44	0	0	3.36	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149	0	0.149	0.074	0	2.586	44	150	1	0
0.38	0	1.9	0	1.14	0	0	0	0.38	0.38	0	0	0	0	0	0	0	0	0.38	0.76	0	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.008	0.059	0	295	1177	1180	1	0
0.08	0.08	0.76	0	0.85	1.02	0.25	0.17	0.59	0.08	0.17	0.59	0.17	0	2.22	0.25	0.08	0.94	1.62	0.17	0.42	0	0.85	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.17	0.08	0.08	0.08	0	0	0	0.065	0	0.435	0.118	0.013	7.497	669	1402	1	0
0	0	0.71	0	0.23	0	0	0	0.23	0.23	0.23	1.9	0	0	0	0.23	0	0	3.81	0.23	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0	1.046	0.037	0	4.022	97	543	1	0
0	0	0.71	0	0.23	0	0	0	0.23	0.23	0.23	1.9	0	0	0	0.23	0	0	3.81	0.23	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0	1.046	0.037	0	4.022	97	543	1	0
0	0	0.85	0	0.85	0.21	0.21	0	0	1.5	0	0	0	0	1.07	0	0.21	0	0.64	0.21	1.71	7.08	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465	0.271	0.969	9.052	58	869	1	0
0	0	0	0	0	0.84	0	0	0	0	0	0	0	0	0	0	0	0	3.36	0	0	12.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587	0	1.468	7	35	273	1	0
0	1.16	0.38	0	0	0	1.16	0	0	0.77	0.38	0.77	0	0	0	1.93	0	0.38	2.32	0	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0.198	0	0.148	9.266	332	556	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09	1.09	0	3.29	0	2.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09	0	0	0	0	0.371	0	0.371	0	0	3.096	28	96	1	0
0	0	0.81	0	0.81	0	0	0	0	0	0	0	0	0	0	0	0.81	0	3.27	0	0.81	1.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0.651	13.5	86	189	1	0
0	0.41	0.41	0	2.06	0	1.65	0.82	0	0	0	0	0	0	0	2.47	0	0.82	2.47	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0.265	0	0.199	0	0	15.892	226	445	1	0
0.45	0.9	0.9	0	0.45	0	0	0.45	0	1.8	0	2.26	0	0.45	0	0.45	0	0	1.8	0	4.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244	0	1.631	0.244	0.081	64.416	708	773	1	0
0	0	1.31	0	0	0	0	0	0	0	0	1.31	0	0	0	0	0	0	1.31	0	5.26	0	0	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212	0	4.818	25	53	1	0
0.47	0	0.94	0	0.94	0	0.94	0	0	0	0	0.47	0	0	0	0	0.47	0	4.24	0	0.94	0	1.41	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0.073	0	1.254	0.221	0	5.918	91	219	1	0
0.69	0	0	0	1.39	0	0.69	0	0	0	0	0.69	0	0	0	0	0	0	3.49	0	1.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196	0	0	6.1	57	183	1	0
0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0.91	0	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141	0	0.567	0	0	2.9	28	87	1	0
0	0.56	0.56	0	1.12	0.56	2.25	0	0	0.56	0	0.56	0	0	0	0	0	0.56	3.38	0	1.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0.083	0	0.503	0	0.083	16.304	148	375	1	0
0	0	1.31	0	0	0	0	0	0	0	0	1.31	0	0	0	0	0	0	1.31	0	5.26	0	0	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212	0	4.818	25	53	1	0
0.18	0	0.18	0	1.57	0.36	0.06	0.06	0.06	0.06	0.06	0.54	0.3	0.06	0	0	0.72	0.06	4.41	0.24	1.08	0	0.84	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0.01	0.052	0	0.01	0.169	0	1.766	12	447	1	0
0.06	0	0.24	0	0.1	0	0	0.17	0.17	0.17	0	0.1	0.03	0	0	0.03	0	0	0.45	0	0.2	0	0.03	0	1.18	1.22	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0.06	0	0.45	0	0	0	0.179	0.305	0.029	0.029	0.011	0.023	2.813	26	2510	1	0
0	0	0	0	0	0	1.78	0	0	1.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544	0	0	1.777	5	16	1	0
0.16	0	0.67	0	0.33	0.16	0.33	0.84	0.16	0.5	0.33	1.51	0	0	0	0	1.68	0.33	2.02	1.68	3.87	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.224	0	1.151	0.056	0	4.928	63	621	1	0
0.09	0.49	0.59	0	0.39	0.19	0	0	0.09	0.39	0	1.58	0.19	0	0	0	0.09	0	3.75	0	1.08	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.778	0.037	0	5.213	0.979	0	5.781	54	740	1	0
0	0.55	0.55	0	1.1	0.55	2.2	0	0	0.55	0	0.55	0	0	0	0	0	0.55	3.31	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0.165	0	0.496	0	0.082	16.782	148	386	1	0
0	0	0	0	0	0	1.33	0	0	0	0	0	0	0	0	0	0	0	1.33	0	5.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213	1.492	0	29.125	223	233	1	0
0.22	0.22	0.22	0	1.77	0.22	0.44	0.44	0.22	2.88	0	0.88	0.22	0	1.1	0.44	0	0.44	3.32	0	3.32	0	0.44	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0.588	0.156	0	86.7	1038	1734	1	0
0	0	0.72	0	1.45	0.36	0	0	0	1.45	0	1.09	0	0	0	0.72	0	0	2.54	1.81	0.72	0	0	0	0.36	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0	0.963	0.113	0.17	2.622	47	139	1	0
0	0	0	0	0.36	0.36	0	0.36	0.36	0.36	0	0.36	0	0	0	0	0.73	0	2.94	0	4.04	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0.653	0.118	0	1.53	13	75	1	0
0	0.57	0	0	0	0	0	0	0	0	0.57	0.57	1.15	0	0	0	0	1.73	3.46	0	1.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107	0	0	1.421	7	54	1	0
0.09	0.49	0.59	0	0.39	0.19	0	0	0.09	0.39	0	1.59	0.19	0	0	0	0.09	0	3.79	0	1.09	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.778	0.037	0	5.924	1.33	0	5.8	54	725	1	0
0.06	0.12	0.77	0	0.19	0.32	0.38	0	0.06	0	0	0.64	0.25	0	0.12	0	0	0.12	1.67	0.06	0.7	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0.041	0.031	0	0.25	0.073	0	1.764	37	766	1	0
0	0	0	0	1.21	0	1.21	1.21	1.21	1.21	1.21	1.21	0	0	0	0	4.87	0	2.43	1.21	4.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555	0	0	104.666	311	314	1	0
0	0.55	0.55	0	2.23	0	0.55	0	0	0	0	0.55	0.55	0	0	0.55	2.79	0	3.91	0	1.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259	0	1.208	0.345	0	4.761	140	200	1	0
0	0	0.48	0	0.72	0.48	0	0	0.24	0	0.48	0.24	0	0	0	0.48	0	0.24	1.21	0	1.45	0	0.48	0.24	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0.24	0	0	0.24	0	0	0	0	0.24	0	0.036	0	0.036	0.184	0	2.276	66	255	1	0
0	0.47	0	0	0.47	0	0	0	0	0	0.47	0	0	0	0	0.47	0	0.95	1.9	0	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0	0	0	0	7.18	182	359	1	0
