i1 i2 !classical !jazz !rock !blues !metal !pop
2.3318 469.91 1.0 0.0 0.0 0.0 0.0 0.0 
2.4486 381.17 0.0 1.0 0.0 0.0 0.0 0.0 
2.2839 589.04 1.0 0.0 0.0 0.0 0.0 0.0 
2.5453 837.58 0.0 1.0 0.0 0.0 0.0 0.0 
2.8367 680.23 0.0 1.0 0.0 0.0 0.0 0.0 
2.3954 311.15 0.0 1.0 0.0 0.0 0.0 0.0 
2.2358 682.13 0.0 0.0 0.0 0.0 0.0 1.0 
2.443 873.44 0.0 0.0 0.0 0.0 0.0 1.0 
2.4796 757.89 0.0 0.0 0.0 0.0 0.0 1.0 
2.4267 355.03 0.0 0.0 0.0 1.0 0.0 0.0 
2.6707 1392.2 0.0 0.0 0.0 1.0 0.0 0.0 
2.1257 797.85 1.0 0.0 0.0 0.0 0.0 0.0 
2.9209 530.52 0.0 1.0 0.0 0.0 0.0 0.0 
2.4879 1072.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.4415 478.33 0.0 1.0 0.0 0.0 0.0 0.0 
2.5038 697.73 0.0 1.0 0.0 0.0 0.0 0.0 
1.8694 140.87 0.0 1.0 0.0 0.0 0.0 0.0 
2.5136 772.3 0.0 0.0 0.0 0.0 1.0 0.0 
2.5819 738.64 0.0 0.0 1.0 0.0 0.0 0.0 
2.4995 1313.4 0.0 0.0 1.0 0.0 0.0 0.0 
2.5243 485.68 1.0 0.0 0.0 0.0 0.0 0.0 
1.516 642.08 1.0 0.0 0.0 0.0 0.0 0.0 
2.5213 1362.6 0.0 0.0 0.0 0.0 1.0 0.0 
2.5112 808.25 0.0 0.0 1.0 0.0 0.0 0.0 
1.7526 637.17 1.0 0.0 0.0 0.0 0.0 0.0 
2.3665 1582.8 0.0 0.0 0.0 1.0 0.0 0.0 
2.644 547.53 0.0 1.0 0.0 0.0 0.0 0.0 
2.5418 397.52 1.0 0.0 0.0 0.0 0.0 0.0 
2.4816 1481.7 0.0 0.0 1.0 0.0 0.0 0.0 
2.5128 1138.9 0.0 0.0 1.0 0.0 0.0 0.0 
2.3224 980.34 1.0 0.0 0.0 0.0 0.0 0.0 
2.4867 1887.2 0.0 1.0 0.0 0.0 0.0 0.0 
1.9577 973.16 0.0 1.0 0.0 0.0 0.0 0.0 
2.2558 770.76 0.0 0.0 0.0 1.0 0.0 0.0 
1.6618 670.09 0.0 1.0 0.0 0.0 0.0 0.0 
1.9377 672.59 1.0 0.0 0.0 0.0 0.0 0.0 
2.535 2065.1 0.0 0.0 0.0 0.0 0.0 1.0 
2.5221 995.32 0.0 0.0 1.0 0.0 0.0 0.0 
2.4596 1338.5 0.0 0.0 1.0 0.0 0.0 0.0 
2.4766 251.2 0.0 0.0 1.0 0.0 0.0 0.0 
2.4541 1126.5 0.0 0.0 0.0 1.0 0.0 0.0 
2.6371 469.03 0.0 0.0 0.0 1.0 0.0 0.0 
2.5393 1080.0 0.0 0.0 0.0 1.0 0.0 0.0 
2.5113 1188.4 0.0 0.0 1.0 0.0 0.0 0.0 
1.9183 954.96 0.0 0.0 1.0 0.0 0.0 0.0 
2.535 542.01 0.0 0.0 0.0 1.0 0.0 0.0 
2.6744 491.08 0.0 1.0 0.0 0.0 0.0 0.0 
2.6595 1105.6 0.0 0.0 0.0 0.0 1.0 0.0 
3.7356 556.0 1.0 0.0 0.0 0.0 0.0 0.0 
2.3896 792.55 1.0 0.0 0.0 0.0 0.0 0.0 
3.3502 501.53 1.0 0.0 0.0 0.0 0.0 0.0 
2.3527 644.4 0.0 1.0 0.0 0.0 0.0 0.0 
2.7919 416.55 1.0 0.0 0.0 0.0 0.0 0.0 
2.5853 410.65 0.0 0.0 0.0 0.0 0.0 1.0 
2.7752 559.6 1.0 0.0 0.0 0.0 0.0 0.0 
2.2927 541.13 0.0 1.0 0.0 0.0 0.0 0.0 
2.6254 472.96 1.0 0.0 0.0 0.0 0.0 0.0 
2.6356 1071.0 0.0 1.0 0.0 0.0 0.0 0.0 
2.5477 1505.1 0.0 0.0 1.0 0.0 0.0 0.0 
2.5542 1167.2 0.0 0.0 1.0 0.0 0.0 0.0 
2.5315 436.41 1.0 0.0 0.0 0.0 0.0 0.0 
2.4992 838.67 0.0 0.0 0.0 0.0 1.0 0.0 
2.8512 639.13 1.0 0.0 0.0 0.0 0.0 0.0 
2.4494 271.59 0.0 1.0 0.0 0.0 0.0 0.0 
2.4844 876.2 0.0 0.0 0.0 1.0 0.0 0.0 
2.5363 462.04 0.0 1.0 0.0 0.0 0.0 0.0 
2.5434 581.46 0.0 0.0 0.0 0.0 1.0 0.0 
2.7425 595.72 1.0 0.0 0.0 0.0 0.0 0.0 
2.4509 499.63 0.0 0.0 0.0 1.0 0.0 0.0 
2.1064 341.8 1.0 0.0 0.0 0.0 0.0 0.0 
2.3465 449.71 1.0 0.0 0.0 0.0 0.0 0.0 
2.7594 481.57 1.0 0.0 0.0 0.0 0.0 0.0 
2.4517 755.66 0.0 0.0 0.0 0.0 1.0 0.0 
2.6994 432.92 0.0 0.0 1.0 0.0 0.0 0.0 
2.487 612.44 0.0 0.0 1.0 0.0 0.0 0.0 
2.7359 1668.1 0.0 0.0 0.0 0.0 0.0 1.0 
2.5475 735.23 1.0 0.0 0.0 0.0 0.0 0.0 
2.5416 568.25 1.0 0.0 0.0 0.0 0.0 0.0 
1.6768 530.88 1.0 0.0 0.0 0.0 0.0 0.0 
2.2866 621.97 1.0 0.0 0.0 0.0 0.0 0.0 
2.4568 509.22 0.0 0.0 0.0 1.0 0.0 0.0 
2.4369 370.02 1.0 0.0 0.0 0.0 0.0 0.0 
2.6945 657.17 0.0 0.0 0.0 1.0 0.0 0.0 
2.6059 645.44 0.0 0.0 0.0 0.0 0.0 1.0 
1.8891 1089.6 1.0 0.0 0.0 0.0 0.0 0.0 
2.3093 734.57 0.0 0.0 0.0 1.0 0.0 0.0 
2.4925 1686.2 0.0 0.0 0.0 1.0 0.0 0.0 
1.5734 1721.5 0.0 0.0 0.0 1.0 0.0 0.0 
2.3473 765.39 0.0 1.0 0.0 0.0 0.0 0.0 
2.4481 469.59 0.0 1.0 0.0 0.0 0.0 0.0 
2.0118 407.52 1.0 0.0 0.0 0.0 0.0 0.0 
2.4531 464.43 1.0 0.0 0.0 0.0 0.0 0.0 
2.3792 1627.6 0.0 0.0 1.0 0.0 0.0 0.0 
2.8393 730.86 1.0 0.0 0.0 0.0 0.0 0.0 
2.1244 692.62 0.0 1.0 0.0 0.0 0.0 0.0 
2.2758 810.03 1.0 0.0 0.0 0.0 0.0 0.0 
2.5733 641.16 0.0 1.0 0.0 0.0 0.0 0.0 
2.4444 942.99 0.0 0.0 1.0 0.0 0.0 0.0 
2.461 713.78 1.0 0.0 0.0 0.0 0.0 0.0 
2.5996 519.14 0.0 1.0 0.0 0.0 0.0 0.0 
3.074 670.61 1.0 0.0 0.0 0.0 0.0 0.0 
2.4929 199.12 0.0 1.0 0.0 0.0 0.0 0.0 
2.3659 631.51 0.0 0.0 0.0 1.0 0.0 0.0 
2.7219 874.47 0.0 1.0 0.0 0.0 0.0 0.0 
2.4193 616.52 0.0 1.0 0.0 0.0 0.0 0.0 
2.6072 795.72 0.0 1.0 0.0 0.0 0.0 0.0 
2.1037 548.14 1.0 0.0 0.0 0.0 0.0 0.0 
3.5879 467.94 1.0 0.0 0.0 0.0 0.0 0.0 
2.474 976.05 0.0 0.0 0.0 0.0 1.0 0.0 
2.2371 1061.2 1.0 0.0 0.0 0.0 0.0 0.0 
2.3232 772.18 1.0 0.0 0.0 0.0 0.0 0.0 
2.403 506.09 0.0 0.0 0.0 0.0 0.0 1.0 
2.4563 659.4 1.0 0.0 0.0 0.0 0.0 0.0 
2.4536 748.63 0.0 0.0 0.0 0.0 0.0 1.0 
2.5001 688.87 0.0 0.0 1.0 0.0 0.0 0.0 
2.3427 1534.0 0.0 0.0 0.0 0.0 0.0 1.0 
2.1924 440.17 0.0 1.0 0.0 0.0 0.0 0.0 
2.7076 782.1 1.0 0.0 0.0 0.0 0.0 0.0 
2.1654 491.5 1.0 0.0 0.0 0.0 0.0 0.0 
2.3189 860.42 0.0 0.0 0.0 0.0 0.0 1.0 
2.0125 320.62 1.0 0.0 0.0 0.0 0.0 0.0 
0.8377 293.21 1.0 0.0 0.0 0.0 0.0 0.0 
2.4853 1185.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.7672 320.48 1.0 0.0 0.0 0.0 0.0 0.0 
2.4818 1372.9 0.0 0.0 1.0 0.0 0.0 0.0 
2.6073 652.03 0.0 0.0 0.0 0.0 0.0 1.0 
2.3853 508.03 0.0 0.0 1.0 0.0 0.0 0.0 
2.4448 1490.8 0.0 0.0 0.0 0.0 0.0 1.0 
3.3875 609.98 1.0 0.0 0.0 0.0 0.0 0.0 
2.5021 933.56 0.0 0.0 1.0 0.0 0.0 0.0 
2.528 264.97 0.0 0.0 1.0 0.0 0.0 0.0 
1.7602 227.63 0.0 0.0 0.0 0.0 0.0 1.0 
2.1449 491.16 1.0 0.0 0.0 0.0 0.0 0.0 
2.2357 263.6 0.0 1.0 0.0 0.0 0.0 0.0 
2.445 345.44 0.0 1.0 0.0 0.0 0.0 0.0 
2.1821 1104.0 0.0 1.0 0.0 0.0 0.0 0.0 
2.4544 302.19 0.0 1.0 0.0 0.0 0.0 0.0 
2.6354 505.0 1.0 0.0 0.0 0.0 0.0 0.0 
2.4871 298.0 0.0 1.0 0.0 0.0 0.0 0.0 
2.4713 1049.6 0.0 1.0 0.0 0.0 0.0 0.0 
3.3785 326.71 0.0 1.0 0.0 0.0 0.0 0.0 
2.6696 818.15 1.0 0.0 0.0 0.0 0.0 0.0 
2.4809 818.24 0.0 0.0 0.0 1.0 0.0 0.0 
2.615 405.96 0.0 0.0 0.0 0.0 1.0 0.0 
1.2107 237.67 0.0 1.0 0.0 0.0 0.0 0.0 
2.5395 384.15 0.0 0.0 1.0 0.0 0.0 0.0 
2.4641 456.13 0.0 0.0 1.0 0.0 0.0 0.0 
1.9325 319.21 0.0 1.0 0.0 0.0 0.0 0.0 
2.2019 670.69 0.0 1.0 0.0 0.0 0.0 0.0 
2.5572 1399.9 1.0 0.0 0.0 0.0 0.0 0.0 
2.2094 592.44 1.0 0.0 0.0 0.0 0.0 0.0 
2.4609 1148.6 0.0 0.0 1.0 0.0 0.0 0.0 
2.4295 652.78 0.0 1.0 0.0 0.0 0.0 0.0 
1.554 579.55 1.0 0.0 0.0 0.0 0.0 0.0 
2.6281 503.72 0.0 1.0 0.0 0.0 0.0 0.0 
2.638 837.07 0.0 0.0 0.0 0.0 1.0 0.0 
2.5053 634.77 0.0 0.0 1.0 0.0 0.0 0.0 
2.9522 836.04 0.0 1.0 0.0 0.0 0.0 0.0 
2.6034 104.75 0.0 0.0 0.0 0.0 0.0 1.0 
2.667 1243.4 1.0 0.0 0.0 0.0 0.0 0.0 
2.6055 968.68 0.0 0.0 0.0 0.0 0.0 1.0 
2.5108 626.67 0.0 0.0 0.0 0.0 0.0 1.0 
2.4891 1104.9 0.0 0.0 0.0 0.0 1.0 0.0 
2.5947 3236.9 0.0 0.0 0.0 0.0 0.0 1.0 
2.3455 589.59 1.0 0.0 0.0 0.0 0.0 0.0 
2.3747 539.5 0.0 1.0 0.0 0.0 0.0 0.0 
2.4458 441.35 0.0 1.0 0.0 0.0 0.0 0.0 
2.3162 538.81 0.0 0.0 0.0 0.0 0.0 1.0 
2.9867 482.1 0.0 1.0 0.0 0.0 0.0 0.0 
2.5596 602.11 0.0 1.0 0.0 0.0 0.0 0.0 
3.0876 648.47 1.0 0.0 0.0 0.0 0.0 0.0 
2.4765 1407.5 0.0 0.0 0.0 0.0 0.0 1.0 
2.6443 406.65 1.0 0.0 0.0 0.0 0.0 0.0 
2.4993 671.41 0.0 0.0 0.0 0.0 0.0 1.0 
2.3657 365.12 0.0 1.0 0.0 0.0 0.0 0.0 
2.6985 1240.4 0.0 1.0 0.0 0.0 0.0 0.0 
2.5402 703.25 0.0 0.0 0.0 1.0 0.0 0.0 
2.4642 508.99 1.0 0.0 0.0 0.0 0.0 0.0 
2.6096 851.72 1.0 0.0 0.0 0.0 0.0 0.0 
2.4987 527.31 0.0 0.0 1.0 0.0 0.0 0.0 
2.7987 424.42 1.0 0.0 0.0 0.0 0.0 0.0 
2.4663 1269.9 0.0 1.0 0.0 0.0 0.0 0.0 
2.6686 589.54 1.0 0.0 0.0 0.0 0.0 0.0 
2.532 772.2 0.0 0.0 0.0 0.0 0.0 1.0 
2.5116 538.12 0.0 0.0 1.0 0.0 0.0 0.0 
2.7717 616.54 1.0 0.0 0.0 0.0 0.0 0.0 
2.3656 465.48 1.0 0.0 0.0 0.0 0.0 0.0 
2.7201 1475.7 0.0 0.0 0.0 1.0 0.0 0.0 
2.4271 672.38 0.0 1.0 0.0 0.0 0.0 0.0 
2.6746 760.35 1.0 0.0 0.0 0.0 0.0 0.0 
2.6935 628.51 1.0 0.0 0.0 0.0 0.0 0.0 
2.6781 1098.9 0.0 0.0 0.0 0.0 1.0 0.0 
2.3951 624.04 1.0 0.0 0.0 0.0 0.0 0.0 
2.6705 830.24 1.0 0.0 0.0 0.0 0.0 0.0 
2.3017 634.74 0.0 1.0 0.0 0.0 0.0 0.0 
2.577 554.13 0.0 0.0 0.0 1.0 0.0 0.0 
2.5251 516.26 0.0 0.0 0.0 0.0 0.0 1.0 
2.6854 1863.7 0.0 0.0 0.0 0.0 0.0 1.0 
2.444 571.52 1.0 0.0 0.0 0.0 0.0 0.0 
1.4297 641.29 1.0 0.0 0.0 0.0 0.0 0.0 
2.4496 211.83 0.0 1.0 0.0 0.0 0.0 0.0 
2.4675 1170.7 0.0 1.0 0.0 0.0 0.0 0.0 
2.5611 775.56 1.0 0.0 0.0 0.0 0.0 0.0 
2.5824 1140.6 0.0 0.0 1.0 0.0 0.0 0.0 
2.4623 884.15 0.0 0.0 1.0 0.0 0.0 0.0 
2.9379 532.49 1.0 0.0 0.0 0.0 0.0 0.0 
2.5933 744.57 1.0 0.0 0.0 0.0 0.0 0.0 
2.5076 568.01 0.0 1.0 0.0 0.0 0.0 0.0 
2.492 1081.1 0.0 0.0 1.0 0.0 0.0 0.0 
2.2682 1015.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.3047 986.38 0.0 0.0 0.0 0.0 0.0 1.0 
2.3881 742.37 1.0 0.0 0.0 0.0 0.0 0.0 
2.2051 377.87 0.0 0.0 1.0 0.0 0.0 0.0 
2.461 222.09 0.0 0.0 0.0 0.0 0.0 1.0 
2.3911 793.91 0.0 0.0 0.0 0.0 0.0 1.0 
2.7316 310.04 0.0 1.0 0.0 0.0 0.0 0.0 
2.3506 410.61 0.0 1.0 0.0 0.0 0.0 0.0 
2.314 388.51 1.0 0.0 0.0 0.0 0.0 0.0 
2.3349 864.86 0.0 1.0 0.0 0.0 0.0 0.0 
2.4964 993.1 0.0 0.0 0.0 0.0 1.0 0.0 
2.5786 733.51 0.0 0.0 0.0 0.0 0.0 1.0 
2.4537 567.4 0.0 1.0 0.0 0.0 0.0 0.0 
2.5023 1033.7 0.0 0.0 0.0 0.0 0.0 1.0 
2.4955 1127.9 0.0 0.0 1.0 0.0 0.0 0.0 
2.1407 578.21 0.0 0.0 0.0 1.0 0.0 0.0 
2.54 909.04 0.0 0.0 1.0 0.0 0.0 0.0 
2.4506 356.77 0.0 1.0 0.0 0.0 0.0 0.0 
2.6804 323.82 0.0 1.0 0.0 0.0 0.0 0.0 
2.8521 373.89 1.0 0.0 0.0 0.0 0.0 0.0 
2.5418 550.95 0.0 0.0 1.0 0.0 0.0 0.0 
2.2601 736.24 1.0 0.0 0.0 0.0 0.0 0.0 
2.4849 629.8 0.0 0.0 0.0 0.0 1.0 0.0 
2.0853 669.07 0.0 1.0 0.0 0.0 0.0 0.0 
2.3964 675.68 1.0 0.0 0.0 0.0 0.0 0.0 
2.4513 1286.6 0.0 0.0 0.0 0.0 0.0 1.0 
2.4151 947.94 0.0 0.0 0.0 0.0 0.0 1.0 
2.3853 585.2 0.0 1.0 0.0 0.0 0.0 0.0 
2.5148 912.11 0.0 0.0 1.0 0.0 0.0 0.0 
2.594 757.94 1.0 0.0 0.0 0.0 0.0 0.0 
2.4003 700.59 0.0 0.0 0.0 1.0 0.0 0.0 
2.4731 1345.0 0.0 0.0 1.0 0.0 0.0 0.0 
1.2538 168.63 0.0 1.0 0.0 0.0 0.0 0.0 
2.3424 989.48 0.0 0.0 1.0 0.0 0.0 0.0 
1.4092 679.05 0.0 0.0 1.0 0.0 0.0 0.0 
2.2715 943.76 0.0 1.0 0.0 0.0 0.0 0.0 
3.0033 562.19 1.0 0.0 0.0 0.0 0.0 0.0 
2.4105 1037.1 0.0 0.0 0.0 0.0 0.0 1.0 
2.5588 398.73 0.0 1.0 0.0 0.0 0.0 0.0 
2.5749 852.81 0.0 0.0 0.0 1.0 0.0 0.0 
3.2956 938.67 0.0 1.0 0.0 0.0 0.0 0.0 
2.5005 515.89 0.0 0.0 1.0 0.0 0.0 0.0 
2.4668 1252.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.332 824.44 1.0 0.0 0.0 0.0 0.0 0.0 
2.849 920.97 1.0 0.0 0.0 0.0 0.0 0.0 
2.5967 488.02 0.0 0.0 0.0 1.0 0.0 0.0 
2.1958 652.79 1.0 0.0 0.0 0.0 0.0 0.0 
2.5547 1195.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.3681 412.84 0.0 1.0 0.0 0.0 0.0 0.0 
2.9125 303.39 0.0 1.0 0.0 0.0 0.0 0.0 
2.4692 856.88 0.0 0.0 0.0 0.0 0.0 1.0 
2.7895 669.15 1.0 0.0 0.0 0.0 0.0 0.0 
2.3296 312.48 0.0 1.0 0.0 0.0 0.0 0.0 
2.4834 138.99 0.0 0.0 0.0 0.0 0.0 1.0 
3.2576 859.23 0.0 1.0 0.0 0.0 0.0 0.0 
2.5261 471.71 0.0 1.0 0.0 0.0 0.0 0.0 
2.5844 561.6 0.0 1.0 0.0 0.0 0.0 0.0 
2.4201 812.52 0.0 0.0 0.0 0.0 1.0 0.0 
2.8065 854.18 0.0 1.0 0.0 0.0 0.0 0.0 
2.4157 714.03 0.0 0.0 0.0 0.0 0.0 1.0 
2.4713 577.41 0.0 1.0 0.0 0.0 0.0 0.0 
2.705 857.37 1.0 0.0 0.0 0.0 0.0 0.0 
2.6738 387.45 0.0 1.0 0.0 0.0 0.0 0.0 
2.4771 888.57 0.0 0.0 0.0 1.0 0.0 0.0 
2.6282 450.19 1.0 0.0 0.0 0.0 0.0 0.0 
2.5434 856.2 0.0 0.0 0.0 0.0 0.0 1.0 
1.2182 664.18 0.0 1.0 0.0 0.0 0.0 0.0 
2.1705 425.26 1.0 0.0 0.0 0.0 0.0 0.0 
2.5175 609.26 0.0 1.0 0.0 0.0 0.0 0.0 
2.5053 558.08 0.0 1.0 0.0 0.0 0.0 0.0 
2.4744 1280.4 0.0 0.0 1.0 0.0 0.0 0.0 
2.4966 1044.4 0.0 0.0 0.0 0.0 1.0 0.0 
2.7123 534.55 1.0 0.0 0.0 0.0 0.0 0.0 
2.6358 393.65 1.0 0.0 0.0 0.0 0.0 0.0 
1.5871 486.87 1.0 0.0 0.0 0.0 0.0 0.0 
1.9779 617.13 1.0 0.0 0.0 0.0 0.0 0.0 
2.5801 619.47 1.0 0.0 0.0 0.0 0.0 0.0 
3.012 673.26 1.0 0.0 0.0 0.0 0.0 0.0 
2.9981 967.22 0.0 1.0 0.0 0.0 0.0 0.0 
2.3334 992.34 1.0 0.0 0.0 0.0 0.0 0.0 
2.4964 690.45 1.0 0.0 0.0 0.0 0.0 0.0 
2.4744 885.25 1.0 0.0 0.0 0.0 0.0 0.0 
2.5085 504.53 0.0 1.0 0.0 0.0 0.0 0.0 
2.6969 513.88 1.0 0.0 0.0 0.0 0.0 0.0 
2.4758 828.28 0.0 0.0 1.0 0.0 0.0 0.0 
2.1399 798.9 1.0 0.0 0.0 0.0 0.0 0.0 
2.1554 433.73 1.0 0.0 0.0 0.0 0.0 0.0 
2.4899 764.12 0.0 0.0 0.0 0.0 1.0 0.0 
2.9215 409.45 0.0 0.0 0.0 1.0 0.0 0.0 
2.4893 422.44 0.0 0.0 0.0 0.0 0.0 1.0 
2.0847 478.24 0.0 1.0 0.0 0.0 0.0 0.0 
2.8126 1211.9 0.0 0.0 1.0 0.0 0.0 0.0 
2.4131 831.3 1.0 0.0 0.0 0.0 0.0 0.0 
2.661 1285.7 0.0 0.0 1.0 0.0 0.0 0.0 
2.3888 928.27 0.0 0.0 1.0 0.0 0.0 0.0 
2.5245 1183.5 0.0 0.0 1.0 0.0 0.0 0.0 
2.5216 695.39 0.0 0.0 1.0 0.0 0.0 0.0 
2.4743 679.87 0.0 1.0 0.0 0.0 0.0 0.0 
2.4703 538.08 0.0 0.0 1.0 0.0 0.0 0.0 
2.5055 744.05 0.0 0.0 0.0 1.0 0.0 0.0 
2.4894 902.53 0.0 0.0 1.0 0.0 0.0 0.0 
2.5875 602.44 1.0 0.0 0.0 0.0 0.0 0.0 
2.4923 1066.1 0.0 0.0 0.0 1.0 0.0 0.0 
2.4078 1127.8 0.0 0.0 0.0 0.0 0.0 1.0 
2.4974 824.34 0.0 0.0 1.0 0.0 0.0 0.0 
2.4394 786.49 0.0 1.0 0.0 0.0 0.0 0.0 
2.5392 862.49 0.0 0.0 0.0 0.0 1.0 0.0 
2.5059 875.36 0.0 0.0 1.0 0.0 0.0 0.0 
2.1834 911.29 0.0 0.0 0.0 1.0 0.0 0.0 
2.5029 910.22 0.0 0.0 0.0 0.0 1.0 0.0 
2.5028 1295.7 0.0 0.0 0.0 1.0 0.0 0.0 
2.4748 584.95 0.0 0.0 1.0 0.0 0.0 0.0 
2.4666 200.16 0.0 1.0 0.0 0.0 0.0 0.0 
2.4145 619.19 0.0 1.0 0.0 0.0 0.0 0.0 
2.3881 314.27 1.0 0.0 0.0 0.0 0.0 0.0 
2.5507 510.49 0.0 0.0 0.0 1.0 0.0 0.0 
2.4797 1168.4 0.0 0.0 0.0 0.0 0.0 1.0 
2.8855 351.64 0.0 1.0 0.0 0.0 0.0 0.0 
2.492 786.27 0.0 0.0 0.0 0.0 0.0 1.0 
2.4052 1386.5 0.0 0.0 0.0 1.0 0.0 0.0 
2.3468 348.09 0.0 0.0 1.0 0.0 0.0 0.0 
2.5753 1464.4 0.0 0.0 0.0 1.0 0.0 0.0 
2.4774 685.48 0.0 0.0 1.0 0.0 0.0 0.0 
2.3764 398.56 0.0 1.0 0.0 0.0 0.0 0.0 
2.8389 380.0 1.0 0.0 0.0 0.0 0.0 0.0 
2.4704 1164.1 0.0 0.0 0.0 1.0 0.0 0.0 
2.4487 878.77 0.0 0.0 0.0 0.0 1.0 0.0 
2.6039 613.39 0.0 1.0 0.0 0.0 0.0 0.0 
2.4446 1378.0 0.0 0.0 0.0 0.0 0.0 1.0 
2.4038 345.42 1.0 0.0 0.0 0.0 0.0 0.0 
2.0397 691.44 1.0 0.0 0.0 0.0 0.0 0.0 
2.4149 1353.1 0.0 0.0 0.0 1.0 0.0 0.0 
2.6217 351.64 0.0 1.0 0.0 0.0 0.0 0.0 
2.4058 693.36 0.0 1.0 0.0 0.0 0.0 0.0 
2.7703 555.34 1.0 0.0 0.0 0.0 0.0 0.0 
2.4207 694.71 0.0 1.0 0.0 0.0 0.0 0.0 
2.4806 531.62 0.0 0.0 0.0 0.0 0.0 1.0 
1.9075 505.03 1.0 0.0 0.0 0.0 0.0 0.0 
2.4576 989.82 0.0 0.0 0.0 0.0 1.0 0.0 
2.671 938.68 0.0 1.0 0.0 0.0 0.0 0.0 
2.3378 1545.0 0.0 0.0 0.0 1.0 0.0 0.0 
2.5772 380.71 1.0 0.0 0.0 0.0 0.0 0.0 
2.5099 966.93 0.0 0.0 0.0 0.0 1.0 0.0 
2.5027 840.58 1.0 0.0 0.0 0.0 0.0 0.0 
2.4994 766.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.64 405.96 0.0 1.0 0.0 0.0 0.0 0.0 
2.7347 760.49 0.0 0.0 0.0 1.0 0.0 0.0 
2.5087 612.19 1.0 0.0 0.0 0.0 0.0 0.0 
2.5112 808.25 0.0 0.0 1.0 0.0 0.0 0.0 
2.5534 636.57 0.0 1.0 0.0 0.0 0.0 0.0 
2.6466 793.76 1.0 0.0 0.0 0.0 0.0 0.0 
2.5158 736.36 0.0 0.0 0.0 0.0 0.0 1.0 
2.3605 923.29 0.0 0.0 0.0 0.0 1.0 0.0 
2.6289 883.19 0.0 0.0 0.0 1.0 0.0 0.0 
3.7385 627.42 0.0 1.0 0.0 0.0 0.0 0.0 
2.5475 517.99 0.0 1.0 0.0 0.0 0.0 0.0 
2.4427 856.7 0.0 1.0 0.0 0.0 0.0 0.0 
2.6056 1040.6 0.0 1.0 0.0 0.0 0.0 0.0 
2.6236 572.26 1.0 0.0 0.0 0.0 0.0 0.0 
2.5567 484.62 0.0 1.0 0.0 0.0 0.0 0.0 
2.619 732.82 1.0 0.0 0.0 0.0 0.0 0.0 
2.2534 727.31 1.0 0.0 0.0 0.0 0.0 0.0 
2.5293 829.73 0.0 0.0 1.0 0.0 0.0 0.0 
2.6085 351.81 0.0 1.0 0.0 0.0 0.0 0.0 
2.4525 847.68 0.0 0.0 0.0 0.0 0.0 1.0 
2.4982 589.32 0.0 0.0 0.0 0.0 0.0 1.0 
2.4442 535.88 0.0 0.0 0.0 1.0 0.0 0.0 
2.3888 954.69 0.0 0.0 0.0 0.0 0.0 1.0 
2.5192 914.76 0.0 1.0 0.0 0.0 0.0 0.0 
2.4643 559.68 0.0 0.0 1.0 0.0 0.0 0.0 
2.2589 619.8 1.0 0.0 0.0 0.0 0.0 0.0 
2.3206 542.78 0.0 0.0 0.0 0.0 0.0 1.0 
2.5473 408.7 0.0 0.0 0.0 1.0 0.0 0.0 
2.2142 351.53 0.0 1.0 0.0 0.0 0.0 0.0 
2.3117 674.98 1.0 0.0 0.0 0.0 0.0 0.0 
2.6918 295.81 0.0 1.0 0.0 0.0 0.0 0.0 
3.0677 781.18 1.0 0.0 0.0 0.0 0.0 0.0 
2.5671 673.24 0.0 0.0 0.0 1.0 0.0 0.0 
2.5316 688.79 0.0 0.0 0.0 1.0 0.0 0.0 
2.491 1014.8 0.0 0.0 1.0 0.0 0.0 0.0 
2.1413 946.2 1.0 0.0 0.0 0.0 0.0 0.0 
2.5111 1535.0 0.0 0.0 0.0 0.0 0.0 1.0 
2.3947 1201.3 0.0 0.0 0.0 1.0 0.0 0.0 
2.5155 675.75 0.0 0.0 1.0 0.0 0.0 0.0 
2.4805 864.62 0.0 0.0 0.0 0.0 1.0 0.0 
2.533 736.93 0.0 0.0 0.0 1.0 0.0 0.0 
2.5421 1327.4 0.0 0.0 0.0 0.0 1.0 0.0 
2.5412 953.97 0.0 0.0 0.0 1.0 0.0 0.0 
2.986 1360.9 0.0 0.0 0.0 0.0 0.0 1.0 
2.5028 897.78 0.0 0.0 1.0 0.0 0.0 0.0 
2.6174 1182.6 0.0 0.0 1.0 0.0 0.0 0.0 
2.4839 570.91 0.0 1.0 0.0 0.0 0.0 0.0 
2.8198 561.75 1.0 0.0 0.0 0.0 0.0 0.0 
2.4576 1443.6 0.0 0.0 0.0 0.0 0.0 1.0 
2.4295 1328.3 0.0 0.0 1.0 0.0 0.0 0.0 
2.7111 625.27 0.0 1.0 0.0 0.0 0.0 0.0 
2.4727 891.17 0.0 0.0 1.0 0.0 0.0 0.0 
2.4534 429.6 0.0 1.0 0.0 0.0 0.0 0.0 
2.5475 1060.9 0.0 0.0 0.0 0.0 1.0 0.0 
2.5205 625.4 0.0 0.0 0.0 0.0 1.0 0.0 
