TEMP	HUMID	SOLAR	WIND	!WBHW 
65.2	0.0128	8.4	5.3	1.4
66.5	0.0128	58.2	4.79	1.3
67.9	0.0124	233	5.47	1.3
70.9	0.0109	368	5.92	1.3
73.7	0.0095	510	5.68	1.2
75.9	0.0088	632	6.45	1.3
78.7	0.0079	767	5.22	1.2
81.6	0.0074	780	5.88	1.2
83.3	0.0069	718	6.28	1.1
84.2	0.0061	532	7.58	1.1
84.6	0.0055	338	7.6	1.1
83.4	0.0057	116	5.6	1
81.6	0.0063	2.3	2.83	1
80.2	0.0066	0.4	0.57	1.1
78.5	0.0071	0.5	0.18	1.1
77.5	0.0072	0.6	0.27	1.1
75.2	0.0078	0.6	0.46	1.2
72.9	0.0079	0.7	1.37	1.1
72.4	0.0077	0.9	0.53	1.4
73	0.0075	0.9	0.31	1.4
72.3	0.0074	0.9	0.45	1.3
68.6	0.0085	1	5.16	1.6
66	0.0088	1	9.17	2.1
67.5	0.0087	1	8.84	1.8
68.5	0.0088	21.9	9.09	1.7
69.3	0.0088	177	7.85	1.3
73.5	0.009	389	8.77	1.4
78.1	0.0082	591	7.81	1.3
82.3	0.0072	749	8.01	1.3
84.7	0.0065	844	7.77	1.2
87.4	0.0052	877	6.51	1.2
90	0.0042	833	4.8	1.1
92	0.0034	717	4.17	1.1
93.2	0.0021	546	3.83	1
93.6	0.0018	329	3.47	1.1
92.7	0.002	106	2.6	1
89.4	0.0035	1.7	3.49	1.1
86.1	0.0048	-0.1	4.71	1
84.1	0.005	0	5.83	1
80.8	0.0074	0.1	10.1	1
77.9	0.0092	0.3	10.2	1
76.1	0.0093	0.4	8.54	1.1
74.1	0.0105	0.5	7.29	1
72.6	0.0122	0.6	6.5	1.1
71.8	0.0134	0.6	7.09	1.1
71.2	0.0143	0.7	7.19	1.1
70.7	0.0153	0.7	6.94	1.1
70.4	0.0161	0.7	4.97	1.1
70.5	0.0162	11.6	4.79	1.2
70.6	0.0163	82.6	5.01	1
72.5	0.0163	350	4.8	1
78.5	0.0118	586	8.21	0.9
82.9	0.01	747	6.24	0.6
87	0.0074	839	4.28	0.6
90.1	0.0056	867	3.56	0.6
92.6	0.0035	824	4.41	0.5
93.5	0.0031	706	6.61	0.6
93.3	0.0035	528	7.37	0.6
92.9	0.0042	310	6.33	0.6
91.2	0.0047	95.1	6.36	0.7
88.4	0.006	1.4	3.83	0.6
85.9	0.0074	-0.1	4.27	0.6
83.6	0.0081	0	6.18	0.7
80.5	0.0091	0	6.36	0.6
78.1	0.0101	0.1	8.19	0.7
76.3	0.0111	0.3	7.11	0.7
74.5	0.0118	0.5	6.88	0.8
73.4	0.0124	0.5	4.88	0.8
72.5	0.013	0.7	1.73	0.9
71.9	0.0134	0.7	0.78	1.1
70.9	0.0136	0.9	0.78	1
69.7	0.0137	0.9	0.78	1.3
67.3	0.0126	21.1	0.78	1.2
68.4	0.0126	169	0.66	1.2
71.8	0.0138	379	1.49	1.1
76.6	0.0132	515	2.4	0.9
80.1	0.0111	680	2.44	0.8
83.5	0.0093	781	2.62	0.7
85.9	0.007	800	4.67	0.6
87.5	0.0061	785	6.15	0.5
88.2	0.0064	626	5.07	0.6
89.6	0.0051	534	6.25	0.5
89.2	0.006	292	8.41	0.5
87.7	0.007	85.1	7.33	0.5
85.6	0.0079	1.1	5.84	0.6
82.4	0.0105	0	6.94	0.6
80.6	0.0114	0.1	3.05	0.5
79.4	0.0113	0.3	3.34	0.6
77.9	0.0114	0.3	4.57	0.7
78.5	0.0098	0.3	5.96	0.8
77.6	0.0106	0.4	3.11	0.9
77.3	0.0117	0.4	2.85	1
76.1	0.0116	0.4	1.97	0.9
74.9	0.0122	0.4	3.46	1
74.6	0.0126	0.5	2.76	1
74.6	0.013	0.5	1.69	1
73.9	0.0134	4.8	2.8	1
73.9	0.013	26.2	5.58	0.9
74.4	0.0118	60.9	3.16	0.9
76.8	0.0122	180	2.44	0.8
77.9	0.0129	322	5.23	0.8
80.7	0.0129	733	7.26	0.7
83.3	0.0123	374	6.37	0.6
85.7	0.0089	380	7.96	0.6
87.4	0.0082	445	8.89	0.6
87.7	0.008	352	8.45	0.5
88.2	0.0075	237.8	9.47	0.5
86.9	0.0085	62.1	7.69	0.5
85.7	0.0086	0.5	4.33	0.6
84.6	0.009	-0.1	4	0.6
83.5	0.0094	-0.1	5.01	0.6
81.7	0.0102	0	4.66	0.5
79.9	0.0107	0.1	4.44	0.7
77.9	0.0111	0.3	3.51	0.8
76.8	0.0115	0.4	4.25	0.9
75	0.0119	0.4	2.06	0.9
73.5	0.0125	0.6	3.37	1
71.5	0.013	0.7	4.11	1.1
71.5	0.0144	0.7	2.98	1.2
70.7	0.0144	0.7	2.52	1.1
70	0.0138	7.2	1.63	1.2
70.6	0.0138	80.2	3.75	1.1
72.2	0.0155	187.3	4.81	1
76.4	0.0149	449.9	6.08	0.7
79.4	0.013	467.5	6.13	0.5
82.2	0.0109	672	5.91	0.5
85	0.0089	817.4	5.31	0.5
86.8	0.008	682.2	5.1	0.5
87.9	0.0075	572.4	5.06	0.6
88.9	0.0068	471.9	4.45	0.4
88.5	0.0072	152.7	6.1	0.5
87.9	0.0072	72.6	4.17	0.5
86.3	0.0078	0.6	4.25	0.4
83.8	0.0089	-0.1	6.5	0.5
81.4	0.0106	0	8.66	0.6
79.1	0.0135	0.1	7.38	0.5
77.5	0.0156	0.3	7.37	0.6
76.4	0.0167	0.4	7.06	0.5
76.2	0.0169	0.4	8.64	0.5
76.5	0.0167	0.4	7.62	0.6
76.7	0.0168	0.4	6.03	0.5
76.7	0.017	0.4	4.12	0.5
76.4	0.0176	0.4	3.31	0.8
75.6	0.0179	0.4	3.04	0.7
75.3	0.0182	8.4	2.69	0.7
75.7	0.0185	60.9	3.82	0.7
77.3	0.018	172.2	5.08	0.6
79.8	0.0172	182.4	5.42	0.6
82	0.0163	435.7	7.24	0.5
86.1	0.0142	714.9	7.63	0.5
87.4	0.0131	391.8	7.61	0.5
89.3	0.0122	506.5	5.03	0.5
90.9	0.0111	529.9	2.14	0.5
91.5	0.0105	184.4	0.85	0.4
91.8	0.0103	123.9	4.46	0.5
78.9	0.015	24.5	11.55	0.4
77.1	0.0141	0.5	4.06	0.6
76.9	0.0145	0.3	6.42	0.4
75.7	0.015	0.4	6.7	0.7
75.1	0.0157	0.3	5.08	0.7
75	0.0158	0.4	4.05	0.7
75.2	0.0148	0.5	1.34	0.7
75.3	0.0149	0.5	2.14	0.8
74.8	0.0162	0.5	4.2	0.7
74.3	0.0169	0.4	6.98	0.8
73.5	0.0171	0.5	6	0.9
70.5	0.0161	0.5	6.01	0.9
69.6	0.0157	0.7	5.28	1.1
68.9	0.0153	1.1	7.17	1.1
68.1	0.0149	4.2	7.77	1.3
66.9	0.0143	32.1	9.69	1.2
67	0.0143	98.2	8.61	1.2
67.8	0.0147	168.5	8.26	1.2
69	0.0154	108.2	6.99	1.2
69.5	0.015	79.4	7.07	1.2
68.7	0.0146	65.5	8.18	1.1
66.7	0.0137	86.5	10.68	1.1
66	0.0126	57.5	10.65	1.3
64.8	0.0119	36.5	10.13	1.5
63.5	0.0116	7.9	9.91	1.9
62.1	0.0116	1.1	8.4	1.6
62.6	0.0103	1.2	8.29	1.6
63.1	0.0097	1.2	8.89	1.7
63.3	0.0092	1.1	7.38	1.6
63.3	0.0093	1.1	5.68	1.7
63.4	0.0093	1.1	5.35	2
63.5	0.0086	1.1	5.3	1.6
62	0.0091	1.2	4.41	1.7
60.5	0.0098	1.4	4.05	1.7
59.4	0.0099	1.6	5.78	1.9
58.7	0.0097	1.5	6.3	2.6
58.3	0.0095	1.6	7.68	1.9
57.5	0.0096	18.4	7.37	2.4
59.2	0.0096	191.9	7.62	2.1
63	0.0078	351.8	7.37	1.8
66.6	0.0051	607.5	9.54	1.8
69.7	0.004	771.5	8.32	1.8
72.4	0.0029	822.3	8.89	1.6
74.7	0.0026	878.9	7.71	1.5
76.9	0.0022	824.2	8.18	1.5
77.7	0.0017	686.6	8.1	1.4
78.4	0.0015	533.8	8.91	1.3
78.2	0.0015	316.6	8.54	1.4
76.7	0.0024	93.6	6.05	1.3
74.2	0.0034	1.1	2.51	1.4
72.2	0.0041	0.7	2.27	1.4
70.3	0.0045	1	1.45	1.4
68.5	0.0047	1.1	1.05	1.4
66.6	0.005	1.4	0.73	1.7
65.2	0.005	1.5	1.75	1.6
63.9	0.0052	1.5	1.84	2
62.3	0.0055	1.5	3.25	2
60.4	0.0058	1.5	3.21	2.3
59	0.006	1.6	3.48	2.3
58.6	0.0062	1.7	2.29	2.3
58.4	0.0062	1.7	1.63	2.3
58.3	0.0063	15	0.36	2.3
59.8	0.0061	136.8	0.89	2.3
63.8	0.0056	345.4	3.1	1.9
68	0.0049	580.7	7.33	1.6
72.7	0.0043	740.3	5.65	1.3
76.5	0.0028	835	3.55	1.2
78.9	0.002	861.3	3.44	1.2
80	0.0019	829.1	3.11	1
80.7	0.0019	487.5	2.94	1
81.2	0.0015	484.5	2.67	1.1
81.2	0.0019	294.7	4.21	1
80.2	0.0023	80.7	1.24	1
78	0.0031	0.6	2.19	1
75.3	0.004	0.4	4.68	1.1
74.3	0.0038	0.6	3.75	1.3
74.1	0.0038	0.6	2.1	1.2
73.3	0.0036	0.6	2.48	1.4
72.2	0.0037	0.9	1.14	1.6
71.4	0.0042	1	2.05	1.7
69.5	0.0047	0.9	4.51	1.6
66.7	0.0061	1	8.68	2.2
65.3	0.0072	1.1	7.06	1.5
64.7	0.0072	1.1	5.92	2.1
63.4	0.0069	1.2	9.24	2.7
62.3	0.0072	15	7.01	2.5
63.6	0.0075	150.9	2.22	1.3
67.7	0.0083	356.7	7.52	1.4
72	0.0075	555.8	8.19	1.3
75.8	0.0064	711.5	5.18	1.2
79.6	0.0048	808.6	3.19	1.2
83	0.0034	832	3.05	1
85.6	0.003	785.2	1.81	1
86.9	0.0026	671.5	1.45	1
87.2	0.0022	501.6	3.21	0.9
87.3	0.0016	291.3	4.26	0.9
86.2	0.0021	78.2	4.03	1
83	0.0035	0.4	6.49	1
80.7	0.0042	0.1	7.82	1.1
78.8	0.0049	0.3	6.84	1.1
77.3	0.005	0.3	8.84	1.2
74.4	0.0065	0.5	8.3	1.1
72.9	0.0067	0.7	6.33	1.2
71.7	0.0066	0.7	6.94	1.3
69.9	0.0073	0.9	3.55	1.5
68.7	0.008	1	4.05	1.6
67.9	0.0085	1	2.64	1.6
67.3	0.0091	1.1	4.6	1.6
66.7	0.0093	1.1	5.79	2.1
66.8	0.0088	14.8	3.73	1.7
68.3	0.0084	154.9	3.86	1.4
71	0.0078	361.5	4.79	1.3
76.5	0.006	564.1	9.44	1.1
82.1	0.0043	720.8	9.29	1.1
85.6	0.0032	818.4	7.13	0.9
87.6	0.0023	843.8	6.93	1
88.8	0.0013	793	8.45	0.9
89.8	0.0015	656.3	7.24	0.9
89.9	0.0016	504.6	7.15	0.9
89.3	0.0018	291.8	6.61	0.9
87.5	0.0023	74.6	4.97	0.9
84	0.0038	0.5	4.38	0.9
81.5	0.0041	0.3	5.18	0.9
78.7	0.0055	0.3	6.74	1
76.5	0.0062	0.4	6.58	1.1
75.2	0.0056	0.5	7.86	1.1
73.5	0.0056	0.6	7.42	1.3
71.9	0.006	0.7	7.12	1.2
71.4	0.0065	0.7	7.22	1.3
70.2	0.008	0.9	8.93	1.4
69.1	0.0097	0.9	6.54	1.4
68.3	0.0105	1	5.37	1.4
66.3	0.0107	1.1	1.33	1.4
64	0.0102	14.3	1.1	1.7
63.7	0.0101	149.7	1.89	1.6
69	0.0109	347.9	1.63	1.3
74.6	0.0104	540.2	4.07	1.1
79.7	0.0071	721.7	4.67	0.9
83.5	0.0046	816.4	3.28	0.8
86.1	0.0035	836.9	6.57	0.9
87.6	0.0027	785.2	7.01	0.7
88.6	0.0014	674.4	8.96	0.8
88.9	0.001	503.6	8.59	0.7
88.4	0.0016	283	6.45	0.6
87.1	0.0018	71.9	4.83	0.7
84.6	0.0025	0.4	2.27	0.8
82.8	0.0032	0.3	2.27	0.8
80.4	0.004	0.4	4.11	0.9
77.1	0.0054	0.4	4.68	1
75.3	0.0067	0.5	7.62	1.1
74.2	0.0075	0.6	8.05	1.1
73.7	0.0091	0.7	5.8	1.2
72.7	0.0095	0.7	4.21	1.2
70	0.0091	0.9	0.07	1.3
67.7	0.009	1.1	0.96	1.2
66	0.009	1.2	2.6	1.2
66	0.0091	1.1	1.87	1.6
65.7	0.0102	8.7	1.75	1.3
65.5	0.0115	44.3	2.08	1.3
67.5	0.0131	111.2	0.77	1.1
71.8	0.0143	220.7	2.38	1
74.7	0.0144	495.8	4.9	0.9
79.2	0.0132	765.7	4.88	0.8
82.9	0.012	730	4.69	0.8
84.9	0.0103	580.2	5.98	0.8
86.7	0.0087	621.2	5.85	0.6
87	0.0079	387.4	4.96	0.8
87.4	0.0071	262	3.55	0.7
86.7	0.0077	68.7	1.27	0.8
84.8	0.0083	0.3	1.24	0.7
83.6	0.0088	0.1	0.87	0.8
81.8	0.0096	0.3	0.56	0.8
80.4	0.0101	0.4	2.89	1
79.4	0.0109	0.4	4.28	0.9
77	0.0112	0.5	5.51	1.1
75.5	0.0119	0.5	4.45	1
74.2	0.0125	0.5	3.83	1.2
73.2	0.0125	0.6	2.76	1.1
72.8	0.0122	0.6	2.66	1.1
70.9	0.0124	0.7	2.66	1.1
69.8	0.0126	0.9	2.66	1.2
69.5	0.0128	12.6	1.48	1.2
68.9	0.0134	118.5	1.38	1.2
73	0.0134	313.7	0.52	1.1
77	0.0125	482.6	3.83	1.1
79.3	0.0123	675.4	5.05	1
81.6	0.0117	760.8	4.24	0.9
83.7	0.0099	657.3	3.37	1
85.4	0.008	685.1	3.27	0.9
86	0.0078	548	5.03	0.9
86.6	0.0068	439.2	4.71	0.9
86.4	0.006	226.6	3.36	0.9
85.3	0.006	49.4	5.1	0.9
82	0.0071	0.3	3.02	0.9
79.4	0.0075	0.4	6.54	1
78	0.0081	0.4	4.98	0.9
76.7	0.0086	0.5	5.81	1
74.8	0.0091	0.6	5.35	1.1
73.8	0.0097	0.6	2.96	1
72.5	0.0105	0.7	2.66	1.1
71.5	0.0113	0.7	2.09	1.2
71.3	0.0125	0.9	1.51	1.2
69.1	0.0118	0.9	0.09	1.3
68.1	0.012	1	0.93	1.2
68.1	0.0147	0.9	2.7	1.3
68.4	0.0151	2.8	4.04	1.2
68	0.0148	45.8	4.34	1.2
67.9	0.0148	149	5.13	1.1
69.7	0.0149	274.7	4.25	1.2
73.9	0.0141	574.8	4.68	1.2
78.8	0.0134	757.9	7.16	1.2
81.9	0.0125	682.2	7.01	1
84.5	0.0119	763.7	8.53	1.1
85.4	0.0117	339.6	8.74	0.9
84.3	0.0125	267.8	10.47	1
83.9	0.0132	170.5	7.9	1
83.8	0.0132	38	5.26	0.8
82.6	0.0137	0.1	5.62	0.9
81.3	0.0141	0.1	6.39	1
79.5	0.0144	0.3	5.19	0.9
78.2	0.0149	0.3	5.78	0.9
77	0.0152	0.4	3.98	1
75.7	0.0156	0.5	3.36	1
75.3	0.0158	0.5	3.84	0.9
74.9	0.0159	0.6	1.58	1
74.5	0.016	0.6	0.89	1
72.5	0.0161	0.6	5.81	1.1
73.8	0.0161	0.6	0.11	1
74.2	0.0161	0.5	1.59	1.1
74.5	0.0158	9.2	5.19	1
75.6	0.0152	133.1	3.61	1
76.5	0.0141	263.4	5.94	1
78.9	0.0124	526.5	8.04	0.8
82.7	0.0105	680.7	6.51	0.8
86.1	0.0087	780.3	5.32	0.6
87.7	0.0078	641.7	5.3	0.7
89.4	0.0064	773.5	5.76	0.5
89.8	0.0063	540.2	5.46	0.7
90.5	0.0056	463.1	5.58	0.6
90.3	0.0057	269.8	3.56	0.6
89.5	0.0058	56.5	3.67	0.7
86.6	0.0079	-0.1	2.74	0.6
84.4	0.0088	-0.1	4.62	0.7
84.6	0.0091	-0.1	4.43	0.6
81.5	0.0106	0	3.92	0.7
78.1	0.0124	0.3	6.54	0.7
75.7	0.0101	0.4	8.04	0.8
71.5	0.0078	0.6	9.15	0.9
68.7	0.0075	0.9	11.24	1.1
65.3	0.0071	1	13.54	1.2
62.7	0.0069	1.2	11.25	1.5
60.5	0.0066	1.4	12.55	2.2
59.2	0.0067	1.5	11.35	1.9
58	0.0063	9.9	12.24	2.3
57.6	0.0061	126.8	13.14	1.6
59.3	0.006	322.5	14.36	1.6
61.5	0.0058	506.5	15.3	1.2
64	0.0056	655.9	13.67	1.2
65.9	0.0053	745.7	14.57	1.2
66.6	0.0052	763.7	15.18	1.1
67.3	0.0051	715.4	14.64	1
67.2	0.0049	598.3	14.55	1
66.5	0.005	252.2	13.76	1.1
65.5	0.0051	113.9	11.49	1
63.6	0.0053	26.2	11.64	1.5
62.2	0.0053	1.2	9.78	1.5
60.9	0.0055	1.4	9.71	1.5
59.9	0.0057	1.4	7.64	1.7
58.7	0.0059	1.5	8.74	1.9
57.7	0.0058	1.5	9.8	2.3
56.8	0.0055	1.6	10.62	2.5
56.5	0.0055	1.7	9.8	2.7
56.1	0.0055	1.6	9.78	2.5
56.1	0.0055	1.6	10.31	2.8
56.4	0.0052	1.6	13.53	2.7
56.2	0.0051	1.6	11.6	2.8
55.9	0.0054	1.6	9.63	2.6
55	0.0057	2.5	11.24	3.1
53.3	0.0061	13.6	13.12	2.7
51.6	0.0069	43.1	11.6	2.8
52.1	0.0071	134.1	11.18	2.5
53.1	0.0066	160.2	13.2	2.7
55	0.0059	266.4	13.77	2.1
57.4	0.005	361.5	13.47	2.4
60.5	0.0041	662.7	14.38	1.6
62	0.0035	608.5	15.01	1.9
62.1	0.0032	444.5	14.66	1.8
61.3	0.0028	249	13.65	2.2
58.8	0.0029	56.3	12.32	2.5
56.3	0.0031	1.7	9.8	2.6
54.6	0.0034	1.8	7.67	2.3
53.1	0.0034	2	8.09	2.6
51.6	0.0035	2.1	7.55	2.6
50.2	0.0036	2.1	8.62	3.3
48.9	0.0035	2.2	7.18	3.2
47.9	0.003	2.5	7.81	3.3
46.7	0.0026	2.5	8.43	3.6
45.3	0.0028	2.6	7.11	3.2
43.7	0.0029	2.7	6.41	3.4
42	0.0029	2.8	7.39	4
41.7	0.0028	2.9	9	3.9
41.7	0.0029	13.1	9.38	3.8
42.7	0.0029	150.2	11.32	3.6
46.1	0.0024	362.5	11.97	3.1
49.9	0.0017	565.1	16.47	2.7
52.4	0.0012	720.3	18.91	3.1
54.6	0.001	812.5	17.31	2.2
56.2	0.0008	831.1	16.27	2.8
57.6	0.0006	778.4	15.62	2.7
58.2	0.0005	658.8	15.55	3
58.7	0.0006	476.2	14.73	2.4
58.7	0.0006	261	12.11	2.7
57.3	0.0008	57	8.58	2.1
54.7	0.0014	1.8	4.27	2.7
53.1	0.0015	2.1	2.61	2.8
52.4	0.0016	2.2	2.71	2.9
50.3	0.0019	2.3	4.12	2.7
50.3	0.0019	2.3	4.5	4
49.6	0.0016	2.3	4.81	3.7
49.4	0.0016	2.3	4.02	3.6
48.5	0.0017	2.2	5.1	3.6
48.3	0.0019	2.3	3.3	3.4
44.7	0.0022	2.5	6.78	3.5
43.6	0.0023	2.6	6.73	3.4
44.9	0.0025	2.6	3.74	3.4
45.6	0.0026	11.9	0.82	3.4
46.3	0.0027	138.3	0.71	2.6
49	0.0028	349.3	2.45	3.5
55.5	0.002	539.2	3.84	1.7
60.1	0.0013	704.7	7.22	2.1
64.2	0.0009	803.7	7.65	2
67.3	0.0005	828.1	7.36	2
69.7	0.001326	774.4	8.89	1.7
71.8	0.000818	655.4	5.95	1.7
73.2	0.002222	480.6	5.22	1.5
73.7	0.005191	265.4	6.18	1.5
72.6	0.008388	54.3	6.25	1.7
69.2	0.0007	0.7	3.91	2.1
66.6	0.0012	1	5.45	1.9
65	0.0015	1.1	7.14	2
64	0.0017	1.1	8.18	2.4
60.6	0.0028	1.4	9.85	3.5
59.4	0.0033	1.5	7.95	3.1
58.6	0.0036	1.6	6.81	2.2
58	0.004	1.6	2.47	2.8
58.3	0.0045	1.7	2.45	2.8
58	0.0042	1.6	6.61	2.8
58.5	0.0044	1.6	3.72	2.7
58.4	0.0048	1.6	4.36	2.8
57.6	0.005	7.9	5.23	3
57.3	0.005	153.9	7.38	2.6
61.5	0.0051	363	9.97	2.2
66.8	0.004	588	10.6	2.2
71	0.0027	717.3	11.47	1.9
73.8	0.0019	840.8	12.97	1.8
76	0.0016	893.5	11.83	1.8
78	0.0016	770.5	12.35	1.6
79	0.0013	649	13.12	1.7
78.8	0.0025	467.5	12.57	1.6
78.7	0.0033	210.7	10.24	1.5
77	0.0048	47	8.01	1.4
74.6	0.0055	0.5	11.19	1.6
72.3	0.0063	0.6	11.32	1.5
70.6	0.0072	0.7	12.11	1.7
69.9	0.0075	0.7	10.44	1.5
69.2	0.0079	0.7	8.13	1.6
67.6	0.0083	1	8.4	1.9
66.1	0.0084	1	8.21	2.1
65.2	0.0086	1.1	6.46	1.9
65.1	0.0087	1.1	5.48	1.9
64.5	0.0092	1.1	6.62	2.3
63.8	0.0094	1.2	7.26	2.3
63	0.0097	1.2	6.35	1.9
62.1	0.0099	11.4	4.39	1.9
62.8	0.0098	123.6	7.03	2
67.5	0.0093	325.9	10.09	2
72	0.0089	475.8	11.79	1.8
75.6	0.0084	575.3	14.72	1.6
78	0.008	656.3	12.35	1.6
80	0.0074	744.2	11.19	1.4
80.9	0.0069	484.5	9.91	1.5
81.6	0.0065	334.7	11.12	1.3
82.7	0.0061	352.8	12.09	1.3
82.7	0.0059	173.9	10.52	1.4
81.9	0.0062	44.3	10.14	1.3
79.5	0.0075	0.1	9.81	1.3
77	0.0082	0.4	8.83	1.3
75.2	0.0089	0.4	11.04	1.3
73.2	0.0095	0.5	10.22	1.3
72	0.0099	0.6	9.94	1.3
70.9	0.0101	0.7	8.08	1.4
69.9	0.0104	0.7	7.76	1.7
69	0.0106	0.9	6.06	1.5
68.4	0.011	1	5.38	1.5
67.9	0.0114	1	6.98	1.7
67.8	0.0114	0.9	8.12	1.7
67.4	0.0117	1	6.75	1.7
66.7	0.0119	8.2	4.99	1.7
67	0.0121	88.2	3.41	1.6
70.5	0.0126	169	6.37	1.5
74	0.0121	361.5	8.44	1.3
77.4	0.0113	374.2	11.34	1.2
79.2	0.0104	411.3	10.01	1.1
81	0.0093	580.2	9.53	0.9
82.7	0.0087	574.3	8.29	0.9
83.2	0.0081	296.1	7.52	1
83.5	0.0079	212.7	7.54	0.9
83.4	0.0078	108.5	7.81	1
82.6	0.0079	25.3	5.71	1
80.7	0.0082	0	5.52	1.1
78	0.0089	0.3	5.47	1.2
76	0.0092	0.4	4.45	1.2
74.3	0.0093	0.4	4.57	1.2
72.5	0.0098	0.5	4.61	1.3
71.7	0.0102	0.6	5.07	1.4
70.7	0.0111	0.7	4.53	1.5
70.1	0.0127	0.7	3.58	1.5
69.1	0.0127	0.9	2.15	1.6
68.1	0.0129	0.9	3.01	1.5
67.7	0.013	1	2.61	1.6
67.1	0.0134	1	3.13	1.5
66.5	0.0135	7.2	4.13	1.7
66.7	0.014	61.4	5.45	1.6
68.8	0.0151	228.8	5.38	1.4
73	0.0145	295.2	6.66	1.3
76.2	0.0127	374.2	6.94	1.3
78.6	0.0105	469.9	7.38	1.1
81	0.009	482.6	6.62	1.1
82.3	0.0083	469.4	6.88	1.2
82.5	0.008	277.1	6.93	0.8
84	0.0072	496.7	7.91	0.9
84.6	0.0063	263	7.1	0.9
82.3	0.0079	37	7.05	1
79.2	0.0095	0.1	6.62	1.1
77	0.0105	0.3	5.45	1.3
75.1	0.011	0.4	5.26	1.4
73.5	0.0114	0.5	5.78	1.4
71.9	0.0119	0.6	4.01	1.3
70.9	0.0123	0.7	3.63	1.4
70.3	0.0127	0.7	3.31	1.5
70	0.0131	0.7	2.09	1.4
69.3	0.0135	0.9	1.84	1.5
69.3	0.0143	0.7	3.55	1.6
69.4	0.0147	0.7	3.63	1.6
69.5	0.0147	0.7	4.76	1.7
68.7	0.0149	3.4	4.41	1.7
68.7	0.0148	28.7	5.96	1.6
69.6	0.0142	127	6.89	1.3
72.6	0.0127	350.8	6.66	1.2
76.2	0.0095	561.2	6.46	1.2
78.5	0.0074	742.2	7.1	1.1
80	0.0069	706.1	6.74	1
80.7	0.0059	464	6.4	1
81.6	0.0056	636.8	4.7	0.8
81.6	0.0056	338.6	6.63	0.8
80.9	0.006	144.8	9.14	0.9
79.5	0.0063	24.8	8.08	0.9
77.1	0.0068	0.3	7.33	1.3
75.2	0.0079	0.4	6.46	1.3
73	0.0099	0.5	5.53	1.3
71	0.0106	0.6	4.88	1.4
69.5	0.0109	0.7	4.53	1.5
68.3	0.0111	0.9	2.23	1.6
67.6	0.0113	1	2.42	1.5
66.1	0.0115	1	3.56	1.5
64.5	0.0117	1.1	4.33	1.7
63.3	0.0118	1.2	5.24	1.7
62.6	0.0119	1.2	4.58	1.8
62	0.012	1.4	3.86	1.7
61.5	0.011701	7.2	5.1	1.8
61.9	0.0119	96.5	4.64	1.8
64.8	0.0121	280	8.08	1.6
71.2	0.0111	411.3	5.74	1.3
76.4	0.0079	547	7.52	1.1
78.9	0.0069	603.1	7.76	1.1
80	0.0077	505.5	8.45	1
80.7	0.0074	378.6	7.26	1
81.9	0.0068	424.5	7.75	0.9
82.5	0.0066	249.5	6.97	0.9
81.2	0.0075	140.2	10.73	0.9
76.4	0.0098	14	9.07	0.9
74.4	0.0109	0.3	8.34	1.1
73.5	0.0121	0.4	8.92	1.1
71.5	0.0126	0.5	5.96	1.1
70.2	0.0123	0.6	5.63	1.2
69.3	0.0123	0.7	5.24	1.4
68.5	0.0118	0.9	5.04	1.4
67.3	0.0118	1	4.67	1.4
66.6	0.0122	1	5.23	1.6
65.2	0.0121	1	2.37	1.7
65.2	0.0132	1	5.37	1.8
65.7	0.0136	0.7	5.66	1.8
66.8	0.0142	0.7	4.61	1.7
66.4	0.014	5.1	4.67	1.7
65.5	0.0136	92.1	5.31	1.7
68.2	0.0134	295.2	6.83	1.4
72.6	0.0115	491.4	7.63	1.4
75.7	0.0104	598.3	6.83	1.2
78.1	0.0084	690.5	5.72	0.8
80	0.007	699.3	5.52	0.3
81.2	0.0064	700.8	7.83	0.2
82.2	0.0055	562.1	7.2	0.3
82.5	0.0051	362.5	7.7	0.2
81.8	0.0057	177.1	7.1	0.2
80.8	0.0058	28.9	5.28	0.2
78.4	0.0059	0.1	6.91	0.3
76	0.0055	0.4	8.69	0.2
73.7	0.0071	0.5	9.49	0.2
71.5	0.0096	0.6	6.58	0.3
69.3	0.011	0.6	5.58	0.3
67.6	0.0124	0.9	5.31	0.3
67	0.0132	0.9	3.46	0.4
66.9	0.0136	0.9	2.9	0.3
66.7	0.0137	1	1.61	0.4
67	0.0141	1	2.18	0.3
67.3	0.0143	0.9	5.11	0.4
66.3	0.014	0.9	4.39	0.3
66.3	0.014	3.8	8.45	0.4
67.1	0.0136	34.5	8.93	0.4
69.5	0.0123	142.4	8.78	0.3
71.7	0.0119	139	7.93	0.4
72.8	0.0116	120	5.89	0.3
73.8	0.0115	221.7	6.32	3.4
75.3	0.011	270.8	5.57	2
76.7	0.0105	190.2	6.75	1.9
78	0.0098	383	8.45	1.9
80	0.009	354.2	8.09	1.8
79.5	0.0091	103.1	6.81	1.8
77.4	0.0102	11.1	6.95	1.7
75.5	0.0116	0.4	6.46	1.8
71.8	0.0147	0.5	6.32	1.7
71.5	0.0147	0.6	7.04	1.8
71.2	0.0144	0.6	6.76	1.7
70.5	0.0145	0.7	7.08	1.7
69.7	0.0147	0.7	5.96	1.8
69.2	0.0151	0.9	6.24	1.8
69	0.0153	0.7	7.18	1.8
69.5	0.0155	0.7	7.97	1.8
69.7	0.0156	0.7	8.58	1.8
