input0	input1	input2	input3	input4	input5	input6	input7	input8	rndInput0	rndInput1	!output0	!output1	!output2	!output3	!output4	!output5	!output6
1.51839	12.85	3.67	1.24	72.57	0.62	8.68	0.0	0.35	0.0630430451316949	0.8709595044212978	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51646	13.41	3.55	1.25	72.81	0.68	8.1	0.0	0.0	0.8905717284102784	0.3876885422530286	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51609	15.01	0.0	2.51	73.05	0.05	8.83	0.53	0.0	0.15248170649441628	0.019711396321697827	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.51667	12.94	3.61	1.26	72.75	0.56	8.6	0.0	0.0	0.3551192570305711	0.1539615372981461	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51588	13.12	3.41	1.58	73.26	0.07	8.39	0.0	0.19	0.6072445966662854	0.8932066714872026	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.52667	13.99	3.7	0.71	71.57	0.02	9.82	0.0	0.1	0.8256870836887081	0.30456223618019596	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.51831	14.39	0.0	1.82	72.86	1.41	6.47	2.88	0.0	0.685550280409996	0.2378344920294826	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.51918	14.04	3.58	1.37	72.08	0.56	8.3	0.0	0.0	0.2609991111883192	0.3884645620248094	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.51613	13.88	1.78	1.79	73.1	0.0	8.67	0.76	0.0	0.12026104224900758	0.18451025757368356	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.52196	14.36	3.85	0.89	71.36	0.15	9.15	0.0	0.0	0.5757633983061676	0.9554642881279553	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.51824	12.87	3.48	1.29	72.95	0.6	8.43	0.0	0.0	0.6217234411380569	0.5062381475709423	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.52151	11.03	1.71	1.56	73.44	0.58	11.62	0.0	0.0	0.7320448238340265	0.2514441767088089	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1.51969	14.56	0.0	0.56	73.48	0.0	11.22	0.0	0.0	0.4467185148600268	0.05791015190866278	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1.51618	13.01	3.5	1.48	72.89	0.6	8.12	0.0	0.0	0.4913670026767968	0.7575121114866838	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51645	13.4	3.49	1.52	72.65	0.67	8.08	0.0	0.1	0.8890209918241164	0.3038900487615841	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51796	13.5	3.36	1.63	71.94	0.57	8.81	0.0	0.09	0.11321867696184718	0.8970173173351922	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1.52222	14.43	0.0	1.0	72.67	0.1	11.52	0.0	0.08	0.1652304816155341	0.24615650008701262	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51783	12.69	3.54	1.34	72.95	0.57	8.75	0.0	0.0	0.5444285801414663	0.9073014992087661	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.51711	14.23	0.0	2.08	73.36	0.0	8.62	1.67	0.0	0.3189527180413514	0.2542572202176451	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.51736	12.78	3.62	1.29	72.79	0.59	8.7	0.0	0.0	0.933912253505411	0.8271429448157336	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.51808	13.43	2.87	1.19	72.84	0.55	9.03	0.0	0.0	0.4470715707229862	0.2680511887677861	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5167	13.24	3.57	1.38	72.7	0.56	8.44	0.0	0.1	0.6285826793232839	0.7862037814420774	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1.52043	13.38	0.0	1.4	72.25	0.33	12.5	0.0	0.0	0.7637678644036515	0.595193802885885	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1.519	13.49	3.48	1.35	71.95	0.55	9.0	0.0	0.0	0.15875616288456695	0.2993911833180636	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.51778	13.21	2.81	1.29	72.98	0.51	9.02	0.0	0.09	0.7611042657962533	0.057545778374975654	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.51905	14.0	2.39	1.56	72.37	0.0	9.57	0.0	0.0	0.10517403767214029	0.0668961321575745	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1.51531	14.38	0.0	2.66	73.1	0.04	9.08	0.64	0.0	0.9994101475688699	0.55416307736254	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.51916	14.15	0.0	2.09	72.74	0.0	10.88	0.0	0.0	0.1547992304733118	0.8597736163191017	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1.51841	13.02	3.62	1.06	72.34	0.64	9.13	0.0	0.15	0.866363929457154	0.20325210242787228	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.5159	13.02	3.58	1.51	73.12	0.69	7.96	0.0	0.0	0.0988365031563525	0.4312808606234846	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51593	13.25	3.45	1.43	73.17	0.61	7.86	0.0	0.0	0.980584700743969	0.1014506016906691	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.5164	12.55	3.48	1.87	73.23	0.63	8.08	0.0	0.09	0.003963766824047754	0.035790779263607075	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51663	12.93	3.54	1.62	72.96	0.64	8.03	0.0	0.21	0.7837090523866214	0.3960216068407729	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.5169	13.33	3.54	1.61	72.54	0.68	8.11	0.0	0.0	0.2965510004358436	0.059950182954968345	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51869	13.19	3.37	1.18	72.72	0.57	8.83	0.0	0.16	0.2643429610988579	0.8040239800447397	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.51776	13.53	3.41	1.52	72.04	0.58	8.79	0.0	0.0	0.03968277624939176	0.474853219259497	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1.51775	12.85	3.48	1.23	72.97	0.61	8.56	0.09	0.22	0.687942510126944	0.9322498489837839	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5186	13.36	3.43	1.43	72.26	0.51	8.6	0.0	0.0	0.2540886935533666	0.3033526299667153	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.5172	13.38	3.5	1.15	72.85	0.5	8.43	0.0	0.0	0.6685918877500429	0.7526960341341347	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.51623	14.2	0.0	2.79	73.46	0.04	9.04	0.4	0.09	0.7366258025530691	0.06323237675758298	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.51618	13.53	3.55	1.54	72.99	0.39	7.78	0.0	0.0	0.9118102693129098	0.3705623416031778	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.51761	12.81	3.54	1.23	73.24	0.58	8.39	0.0	0.0	0.46374581382995406	0.194817400292833	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5161	13.42	3.4	1.22	72.69	0.59	8.32	0.0	0.0	0.4819339315028178	0.7852473780221674	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1.51592	12.86	3.52	2.12	72.66	0.69	7.97	0.0	0.0	0.33241902564195025	0.8106973541735739	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51613	13.92	3.52	1.25	72.88	0.37	7.94	0.0	0.14	0.5032839589326485	0.6895378857215696	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51689	12.67	2.88	1.71	73.21	0.73	8.54	0.0	0.0	0.6872759846261349	0.7155928075509056	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.51852	14.09	2.19	1.66	72.67	0.0	9.32	0.0	0.0	0.7912434809114421	0.478164818014999	0.0	0.0	0.0	0.0	0.0	1.0	0.0
