input0	input1	input2	input3	input4	input5	input6	rndInput0	rndInput1	rndInput2	rndInput3	rndInput4	rndInput5	rndInput6	rndInput7	rndInput8	!output0	!output1	!output2	!output3	!output4	!output5	!output6	!output7
0.65	0.55	0.48	0.5	0.34	0.37	0.28	0.3088540672065223	0.8479034752418361	0.039026210473237066	0.04999196571413589	0.8505832954740867	0.8785509049222747	0.6129795505446528	0.41729686210043326	0.9359676884434258	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.51	0.46	0.48	0.5	0.58	0.31	0.41	0.04421375735868682	0.46384522311031795	0.8849776700599112	0.3988847855048364	0.13593295433537966	0.22277156702736778	0.66916208924674	0.5420273455331147	0.1559569549850569	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.38	0.4	0.48	0.5	0.63	0.25	0.35	0.3165958452370352	0.9089613818866814	0.6909728922756323	0.5999539778813626	0.25108951782838673	0.20284129930800843	0.8098229610635216	0.823720782541625	0.07737114576192572	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.24	0.57	0.48	0.5	0.63	0.34	0.43	0.2862672578571469	0.6132578828591788	0.35623488183787066	0.8635385550577813	0.6192091938773358	0.4545780077070938	0.2171862518675799	0.10392423648616822	0.7390054256229263	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.38	0.26	0.48	0.5	0.54	0.16	0.28	0.8952797073217461	0.5246632108961967	0.3899787312865761	0.8522487020758006	0.2689409828670327	0.9374572998183149	0.33963890961662646	0.2887719908679047	0.7406674412877592	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.33	0.47	0.48	0.5	0.53	0.18	0.29	0.7664894067581391	0.7361394246233699	0.12147519819752206	0.3330769823158287	0.9111503709357894	0.06257689179121984	0.4676486810936904	0.1407770481027667	0.12888645498598883	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.24	0.34	0.48	0.5	0.38	0.3	0.4	0.13513857343535118	0.7306128714588908	0.4875156473315212	0.530150677197478	0.33575808318562683	0.3149077724755269	0.09366359540182967	0.6058791894887949	0.02406290488084495	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.26	0.5	0.48	0.5	0.44	0.32	0.41	0.15392997637715078	0.416411733760073	0.5409411155170617	0.06882981126890964	0.7258290078247448	0.20104421362727198	0.04454954265451072	0.08076541965162087	0.10163890626726013	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.44	0.49	0.48	0.5	0.39	0.38	0.4	0.938874450849417	0.4374102446278181	0.8512816987450641	0.9690345915703579	0.3659079238522496	0.27542374974085027	0.7060365033566146	0.5057675576118893	0.35602190023995317	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.43	0.32	0.48	0.5	0.33	0.45	0.52	0.36104551808869945	0.9673620187858892	0.4387483364965352	0.5634288236197574	0.5959480861071027	0.48630471087845584	0.6179080991568389	0.9514170535296957	0.7624179589772186	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.49	0.43	0.48	0.5	0.49	0.3	0.4	0.2528520700369574	0.9583855771397768	0.9078386463948225	0.9859591980537964	0.4220237058931622	0.660249322914093	0.9925410102029806	0.327864689075971	0.7038546158654304	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.47	0.28	0.48	0.5	0.56	0.2	0.25	0.20187975321917095	0.48791511628427475	0.6840552109716898	0.9569014093349761	0.7212991156078826	0.8309603990240291	0.9252753267535572	0.9977527936716343	0.04915210664020642	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.32	0.33	0.48	0.5	0.6	0.06	0.2	0.6937421955782344	0.00377421945936407	0.09312768253450832	0.8377030563826225	0.9488446721348576	0.5728888377100888	0.33649572499765334	0.9421307903262904	0.00739862441596173	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.35	0.48	0.5	0.51	0.49	0.56	0.518485769416189	0.12775678507668076	0.4535653589331301	0.049489879287345384	0.685006636721204	0.2723669267810497	0.5577253332295448	0.48023096188891856	0.9939023465518698	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.35	0.34	0.48	0.5	0.46	0.3	0.27	0.7954009554583757	0.698678618361406	0.539504932219275	0.09852866611180788	0.42639200035613056	0.36416312485348	0.36936716280523973	0.6971165483745707	0.8523912279324128	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.38	0.3	0.48	0.5	0.43	0.29	0.39	0.17706854366748248	3.1681994428300886E-4	0.6342183161486884	0.25954158679215933	0.8770938561885402	0.6561273688150381	0.961070410206441	0.3875616324520835	0.207259666792041	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.38	0.44	0.48	0.5	0.43	0.2	0.31	0.4966508073172803	0.19660274171987002	0.3068861918308039	0.6818682898204749	0.4189878214608739	0.1333630912797611	0.3948134945998949	0.7056687232083659	0.8196421447005046	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.41	0.51	0.48	0.5	0.58	0.2	0.31	0.6664145969520483	0.5348586380442187	0.5383976611909785	0.28375416607087833	0.2883032797038255	0.39261552792933596	0.1545316279261123	0.012235179530731388	0.08948148136364564	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.42	0.48	0.5	0.41	0.34	0.43	0.7317810082463754	0.13499979319791322	0.4236005830500845	0.3311123807947476	0.12559621953647904	0.34577036192484223	0.774526434865711	0.9159695289867659	0.09181171111916875	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.51	0.49	0.48	0.5	0.53	0.14	0.26	0.30763836767558483	0.8316308590252626	0.3731848699100474	0.6333848941942265	0.8422060728594182	0.5967078213818388	0.29388709877946007	0.4024693319202357	0.7909614731952904	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.25	0.51	0.48	0.5	0.37	0.42	0.5	0.8386177822447487	0.5073120158412368	0.22185744377595396	0.34752468270346826	0.7172660934157099	0.6707550648168068	0.4958894431263987	0.8175456566597717	0.09857666921476116	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.29	0.28	0.48	0.5	0.5	0.42	0.5	0.36177533355452074	0.1219431445542638	0.42640109010617167	0.25409488688492077	0.2073498955502171	0.8739704790861257	0.13175200791372532	0.5148301445811695	0.06221563705670552	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.25	0.26	0.48	0.5	0.39	0.32	0.42	0.8711486906626295	0.2661883718872895	0.10617579985805425	0.7574255214345688	0.6675650357994335	0.23460000565510186	0.8292194075435069	0.4801846099699738	0.7029559333608721	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.24	0.41	0.48	0.5	0.49	0.23	0.34	0.42157818320439966	0.4734843246179905	0.41732084331425257	0.3398729010643027	0.9260658699361846	0.8471189503479978	0.8972843995141694	0.4792491340172834	0.7336385000469364	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17	0.39	0.48	0.5	0.53	0.3	0.39	0.09277730805531648	0.899358262469545	0.7941919302388706	0.46121155932111235	0.5209108040619982	0.46380208442502724	0.9509284961198168	0.8646352239659627	0.5369178758958466	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.04	0.31	0.48	0.5	0.41	0.29	0.39	0.23294040508935654	0.7961830505067298	0.8865502862709064	0.3645743160517253	0.08074494719008418	0.3818659257901955	0.14004356172627597	0.17539432623567497	0.5472505636328013	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.61	0.36	0.48	0.5	0.49	0.35	0.44	0.8708058441707248	0.3730554413313061	0.9220480782580542	0.5841827082267111	0.8213591826163287	0.6391557221415156	0.643689054547639	0.9394635286567368	0.08408050957483548	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.51	0.48	0.5	0.44	0.37	0.46	0.6122185836276373	0.26201998834052076	0.36080346449728695	0.5602410333785571	0.7256909694387462	0.9191537995657808	0.6823728923652644	0.3698330301591508	0.5915631572740196	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.28	0.33	0.48	0.5	0.45	0.22	0.33	0.7218017424093395	0.7735890058982164	0.5557992948136392	0.45981437424750604	0.3510475925866495	0.2753410131706008	0.3115793129946183	0.31601986687261574	0.3729441511975091	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4	0.46	0.48	0.5	0.42	0.35	0.44	0.026516095455619837	0.8606641470240001	0.5829706070336003	0.24239337921906612	0.09247819190788853	0.539704762224123	0.2915703195561691	0.9312494815352681	0.34718984114981144	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.23	0.34	0.48	0.5	0.43	0.26	0.37	0.3408191326673752	0.016938779796502157	0.8313099717926762	0.6319569435195511	0.15409563735245013	0.8375647251884984	0.08383670088891004	0.6163154846310769	0.21789175414779482	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.37	0.44	0.48	0.5	0.42	0.39	0.47	0.06851483731283292	0.7694751002912356	0.6203677285872462	0.8323781328204602	0.5441205229465179	0.4559166389395074	0.8229149060122176	0.22088030000987946	0.7812275409976874	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.38	0.48	0.5	0.42	0.48	0.55	0.4453762572738582	0.47602261712288907	0.5339217299717093	0.4410074055234855	0.6899325192804586	0.974193715514956	0.38247276060332547	0.12549450941337315	0.750005335618168	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.39	0.31	0.48	0.5	0.38	0.34	0.43	0.8851128243137071	0.9597629590125184	0.694425720935756	0.35972261443908693	0.33896586445502264	0.765114352460844	0.968624395750233	0.1326532702608464	0.4946265384787313	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.3	0.44	0.48	0.5	0.49	0.22	0.33	0.17860584640224209	0.8980840733500326	0.692361214908685	0.15354134086921145	0.6519799957441712	0.016071465143442154	0.04446115215609625	0.9759331969985247	0.0790551331206778	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.27	0.3	0.48	0.5	0.71	0.28	0.39	0.2749824696140385	0.3203337489748189	0.16898354699310003	0.9880074818904493	0.1653488980196104	0.11738386916531807	0.9629406826296166	0.5582388447231678	0.3563074066023115	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17	0.52	0.48	0.5	0.49	0.37	0.46	0.5367030263332501	0.6686427658083275	0.10614826440946479	0.9640070897876606	0.6762226303398124	0.6187312904916396	0.6069760825635001	0.9538448213769481	0.7759221815129674	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.36	0.42	0.48	0.5	0.53	0.32	0.41	0.8348713974467126	0.023991632315783717	0.1130830570009761	0.43138254006851406	0.8345831244031506	0.7016466841503852	0.49231751534183665	0.2929509697267214	0.5938279314636506	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.3	0.37	0.48	0.5	0.43	0.18	0.3	0.8459185807480817	0.20742730226167683	0.4500116158054729	0.31528294421748926	0.16291852516006677	0.018053130852400345	0.2633313711421639	0.3172752687128466	0.0559418907683491	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.26	0.4	0.48	0.5	0.36	0.26	0.37	0.15431441935736778	0.7531772891892176	0.05463677265736622	0.3914892973353583	0.4503888816774544	0.7768791934488886	0.010280098064501142	0.7363884423206254	0.9617436046367063	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4	0.41	0.48	0.5	0.55	0.22	0.33	0.13673679171929798	0.9550843950582416	0.14099843793611555	0.8922193914466826	0.4476474275487988	0.863719336579779	0.9975799519669768	0.8378353188612293	0.06355769577014148	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.22	0.34	0.48	0.5	0.42	0.29	0.39	0.5953243957953164	0.2382658140034397	0.06609378932627219	0.6128178003759382	0.30049995840406607	0.15366865856927248	0.7927305263101069	0.724744766238358	0.3998553507141329	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.44	0.35	0.48	0.5	0.44	0.52	0.59	0.4110133660938424	0.1922685437160817	0.3431770172806913	0.8943984221575207	0.4297839622699582	0.18439842009913576	0.6175292967460811	0.7143400205052849	0.133225845359089	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.27	0.42	0.48	0.5	0.37	0.38	0.43	0.8751218479347561	0.7378335046851368	0.790426044437168	0.23564627917006042	0.8997592765574784	0.23747759978654337	0.5406984847181984	0.6483069454855013	0.8143363441599665	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.16	0.43	0.48	0.5	0.54	0.27	0.37	0.2258313019066539	0.5056264323514927	0.29080460134536	0.11252839977752427	0.7326741467316364	0.9358364280551332	0.5801871496329498	0.40725588783147926	0.8473170395164363	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.06	0.61	0.48	0.5	0.49	0.92	0.37	0.23921131525120198	0.13665370422400347	0.80918756821338	0.6175365411777168	0.3279150923350729	0.7925394970297683	0.5588231760371374	0.736916377458529	0.0709410748416266	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.44	0.52	0.48	0.5	0.43	0.47	0.54	0.8203873792077796	0.524490100905559	0.893917679988376	0.2540689046029756	0.4062594627039515	0.2655039346388762	0.28197638418842785	0.6766559934654655	0.7860441625515535	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.63	0.47	0.48	0.5	0.51	0.82	0.84	0.977905873250989	0.1771520098389533	0.2734770191025726	0.1353652518644165	0.7896043609989863	0.6783295818563466	0.43986486991863305	0.2578012305779299	0.5524126457650691	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.23	0.48	0.48	0.5	0.59	0.88	0.89	0.6747018073162171	0.05969534238173124	0.3514747396655914	0.4903876735259388	0.8562365038726372	0.08829673201526789	0.650673461232857	0.8070396855776057	0.11505977197980222	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.49	0.48	0.5	0.58	0.85	0.8	0.9261547949608306	0.5370154249243373	0.6283965170540509	0.9991624824298895	0.2343224368256953	0.793773265004021	0.46457011116458624	0.9745642553196018	0.28873256509768175	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.43	0.4	0.48	0.5	0.58	0.75	0.78	0.03732341245562909	0.709386918814112	0.1280452962523596	0.4481519250563053	0.001287835030453377	0.5658082604325821	0.5997833926639586	0.8193021304311807	0.2717878298489056	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.46	0.61	0.48	0.5	0.48	0.86	0.87	0.18428040244821897	0.473709791028023	0.7427138534399118	0.2763299186140984	0.7318181624804557	0.07312417040021157	0.2941687955866491	0.8141970286276403	0.571540483817163	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.27	0.35	0.48	0.5	0.51	0.77	0.79	0.6100856483084856	0.5991233343526533	0.1828182309705445	0.7255394802103863	0.9193230457397302	0.39129651407446664	0.002442536029787501	0.31837967176587645	0.5708846761023704	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.52	0.39	0.48	0.5	0.65	0.71	0.73	0.9116445288777424	0.1705441573220492	0.7541871605750807	4.739651244780596E-4	0.9402325413992751	0.9877372340115275	0.9672032795516701	0.4223938938049605	0.4810539491919922	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.29	0.47	0.48	0.5	0.71	0.65	0.69	0.3885805884985769	0.20384098826983432	0.19725040595781795	0.37863617199909894	0.3835039626799618	0.44369629676063904	0.015040360006621789	0.9353110898355603	0.2721891710715336	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.55	0.47	0.48	0.5	0.57	0.78	0.8	0.7476313616126896	0.7239773846141485	0.41931757794043634	0.9240907639868615	0.5329596348675483	0.8863845150116857	0.206442146883289	0.4383827038050062	0.0189275534765867	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.12	0.67	0.48	0.5	0.74	0.58	0.63	0.17520989894789196	0.18169326275898923	0.7934690597466693	0.860101854703544	0.5381977854446409	0.9425436755460793	0.6752981195335839	0.2909345152464312	0.651473904718615	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4	0.5	0.48	0.5	0.65	0.82	0.84	0.2915642601307946	0.5340709276567916	0.9416928156468735	0.5602809769061524	0.4838119526712612	0.060537119527697136	0.8541047921387783	0.5618261823940939	0.7031232852896196	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.73	0.36	0.48	0.5	0.53	0.91	0.92	0.695921881142092	0.12448530264689284	0.323679686343497	0.2815044252838187	0.4936301453247093	0.03277154080183209	0.9508892757044922	0.2470971402387394	0.6362251751405913	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.84	0.44	0.48	0.5	0.48	0.71	0.74	0.4778109889401623	0.21595290992064553	0.8887397343437484	0.17778022609547595	0.032408971664301345	0.4480178211565604	0.15893070733282755	0.1295542150156367	0.9560569619322594	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.48	0.45	0.48	0.5	0.6	0.78	0.8	0.6411509960961944	0.9020421509690286	0.8360427963065389	0.05892660183158105	0.18625242752928117	0.09091863111240284	0.6988089491505174	0.3976291477523689	0.25715957417979196	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.54	0.49	0.48	0.5	0.4	0.87	0.88	0.48253704095934846	0.6970978354831548	0.4014032461170287	0.2887173575046468	0.3621909857136608	0.8270927404544003	0.17680864588744227	0.17306518339216959	0.33570339603574717	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.48	0.41	0.48	0.5	0.51	0.9	0.88	0.5357705067897132	0.4196673778759661	0.7701184759287976	0.45045919909948473	0.46066591771052867	0.5749075552721453	0.07919938916161584	0.27858971235518915	0.3034567132879673	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.5	0.66	0.48	0.5	0.31	0.92	0.92	0.6281299138900441	0.9509973815810767	0.9794286282920144	0.4631321816205942	0.18713019148267906	0.5325171638360657	0.7733996197936724	0.13360947291815195	0.31727554087954213	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.72	0.46	0.48	0.5	0.51	0.66	0.7	0.7323981794956546	0.7057835874659889	0.9310142378395762	0.9315462838612695	0.8699660279710022	0.056353222181931284	0.7574427173279268	0.4042191966847808	0.32860314598940243	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.47	0.55	0.48	0.5	0.58	0.71	0.75	0.2596516924698197	0.5308747946020558	0.476582119274642	0.47250230306704677	0.7407307233506842	0.6150086465622159	0.45373359272622515	0.30559342306570303	0.6424533012818681	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.33	0.56	0.48	0.5	0.33	0.78	0.8	0.26813924508023745	0.15343603506875614	0.3524103684204092	0.023004336422390637	0.1968047902534682	0.06115411511297275	0.022891165711231842	0.7360424445823056	0.3477762093275858	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.64	0.58	0.48	0.5	0.48	0.78	0.73	0.6698245781004074	0.28658165293968185	0.8709647904361472	0.4010671084910836	0.03856775841900484	0.8264391669966875	0.3270455996427384	0.03699233790469614	0.1914652481202327	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.54	0.57	0.48	0.5	0.56	0.81	0.83	0.9684090832287956	0.8227488862281023	0.9419054990763678	0.09569154287780635	0.5901743323444424	0.40030430683320073	0.6900973508756341	0.6077025968731404	0.9009536219320768	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.47	0.59	0.48	0.5	0.52	0.76	0.79	0.2756740058720899	0.09343764946098909	0.9568474191920177	0.45395143765602164	0.7053283172248279	0.3456960197451633	0.04768338512386883	0.004039146632441981	0.39378603505343746	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.63	0.5	0.48	0.5	0.59	0.85	0.86	0.3050777863398141	0.10543962579878763	0.8554729838688396	0.8496649502128455	0.5563627307489726	0.9634875019184632	0.15793158059235302	0.01302696775910106	0.4731364921640955	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.49	0.42	0.48	0.5	0.53	0.79	0.81	0.5973404969591104	0.20388181360310031	0.42309134218760625	0.36095541902370654	0.3466205494550546	0.15625887580585784	0.17292843659024537	0.9038877317639546	0.634591498625098	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.31	0.5	0.48	0.5	0.57	0.84	0.85	0.792672473831642	0.9065357792683734	0.5597249069496824	0.8942746265113778	0.7908279757181773	0.1537371475077779	0.2532594297094868	0.840825274386636	0.7995778337714432	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.74	0.44	0.48	0.5	0.55	0.88	0.89	0.3696340724212607	0.7023757879925873	0.1917633404622775	0.040994978101550505	0.14787899130817606	0.9783038831604627	0.4298151431752478	0.47108683017086006	0.21082763736260923	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.33	0.45	0.48	0.5	0.45	0.88	0.89	0.4492353140201295	0.2275373200643238	0.5902446924990262	0.9446675945732804	0.08560414966827845	0.7085583898201576	0.8392500354558254	0.44390921521746785	0.21568641996936067	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.45	0.4	0.48	0.5	0.61	0.74	0.77	0.807186817834329	0.14263605859407336	0.2571637322141065	0.21177270213070754	0.606299439957091	0.5684288240515356	0.2849226653664573	0.2600211575761251	0.6828370408995337	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.71	0.4	0.48	0.5	0.71	0.7	0.74	0.26176941875201976	0.5700919827505339	0.32119875113342833	0.17089916352725565	0.7796448993980772	0.04332289311055837	0.6248707987022241	0.4643430152130965	0.7049321632452583	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.5	0.37	0.48	0.5	0.66	0.64	0.69	0.6377207578742845	0.5562001468992703	0.2239567187420055	0.9501860240317467	0.5713025000492944	0.5923687980153652	0.6286899423876172	0.4750785998471968	0.010611811765567802	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.66	0.53	0.48	0.5	0.59	0.66	0.66	0.024736581454117723	0.6160900391896003	0.23612430546858243	0.7751908845257209	0.5632029873161934	0.1940053548514279	0.06330082707721207	0.22014580129505612	0.5608397126577711	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.6	0.61	0.48	0.5	0.54	0.67	0.71	0.7737812791020167	0.8154034539565675	0.9428326855074998	0.5197131242122482	0.8745894383623166	0.6044463510228772	0.4997298759217008	0.7429172808859933	0.4791934163157697	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.83	0.37	0.48	0.5	0.61	0.71	0.74	0.099151044458058	0.8908511705975982	0.4831901599825619	0.7833695221096129	0.9185390834606892	0.1715936970546985	0.7050865494393966	0.07436432049412	0.9088721616759895	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.51	0.48	0.5	0.67	0.9	0.9	0.18570339448866624	0.6255333716844881	0.9981852917038131	0.6606597517742085	0.07808003705347066	0.5266941618171406	0.531184597903335	0.9671807063545805	0.9424328105110181	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.63	0.54	0.48	0.5	0.65	0.79	0.81	0.9454216115877644	0.5583106135259681	0.051941993312391244	0.6863363203810635	0.23517797789909423	0.07856511052844772	0.29972433188615044	0.955026273346981	0.6691551244612017	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.7	0.4	0.48	0.5	0.56	0.86	0.83	0.7076187269016867	0.9143404850619898	0.7453132049307666	0.7074276916017902	0.32820111412052955	0.3959597737425069	0.1622809143958608	0.7863238058173968	0.45079640199933213	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.6	0.5	1.0	0.5	0.54	0.77	0.8	0.9818272695180931	0.6239766330965837	0.004800067723305768	0.09033833926621682	0.22643432469568803	0.7030877310047394	0.3804585528065343	0.7390139465771391	0.7106725009668121	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.16	0.51	0.48	0.5	0.33	0.39	0.48	0.7096395325637402	0.9269453397720778	0.3209482357429897	0.46422997247735154	0.06503792984289947	0.6648217224257069	0.851456920249146	0.061466108340309966	0.4953191568056051	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.74	0.7	0.48	0.5	0.66	0.65	0.69	0.8196007182534958	0.8917177862073277	0.508226347722368	0.08025821743457695	0.8834929389528876	0.7891258060953201	0.9755360996692821	0.23502695306836863	0.9215076778691489	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.2	0.46	0.48	0.5	0.57	0.78	0.81	0.12426072949963174	0.15583884238371892	0.7723812792935167	0.48790660054810797	0.7473102954978954	0.5184204438773391	0.295896433739793	0.7856087421345748	0.27995618820890433	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.89	0.55	0.48	0.5	0.51	0.72	0.76	0.022888009211352034	0.3085579908513172	0.24899736418388096	0.9831437580264656	0.9130482027883352	0.5860559165316354	0.5596806201348989	0.4468208627782424	0.05825660993267756	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.7	0.46	0.48	0.5	0.56	0.78	0.73	0.5604170875329775	0.21510968317594037	0.6446448577276555	0.9352863648033567	0.6871520042528314	0.16155931706666593	0.514821390291163	0.750990415276775	0.027879068139634366	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.12	0.43	0.48	0.5	0.63	0.7	0.74	0.6758277882350424	0.37765205900526866	0.39450889503401976	0.5704303194257511	0.6341140509335093	0.18103266514136784	0.8774992660410267	0.12973023025525432	0.5418824172789012	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.61	0.52	0.48	0.5	0.54	0.67	0.52	0.777057439554351	0.6718436710378284	0.02527947628132421	0.2151257386049914	0.17604878678119074	0.8865142822754106	0.11486329146230223	0.8012902751430717	0.9987462464390617	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.33	0.37	0.48	0.5	0.46	0.65	0.69	0.5387541989218543	0.17914479793476623	0.9072266228359417	0.153052513707723	0.26945790114652113	0.09809068134766707	0.9618828339036555	0.09864799437960381	0.7286118460157144	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.63	0.65	0.48	0.5	0.66	0.67	0.71	0.7377178730364112	0.583057257941039	0.9309498963324389	0.5138824889955199	0.9744368761274806	0.6403804624012223	0.9153058627130704	0.9839151496039793	0.8243081989290612	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.41	0.51	0.48	0.5	0.53	0.75	0.78	0.9107968073237769	0.0329758114311246	0.4876343348119563	0.21581601733430122	0.708168175303859	0.5623703167533286	0.5518122731951172	0.5473032812778413	0.635223399545782	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.67	0.48	0.5	0.52	0.76	0.79	0.7121772719856103	0.35139877808823805	0.8040009703284606	0.6539293553771881	0.8474233151340277	0.35058299845375185	0.6746233105441002	0.9994602204641398	0.9051800786519132	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.58	0.34	0.48	0.5	0.56	0.87	0.81	0.3472829877040502	0.8037902056380788	0.07329368714520179	0.18353928963017152	0.27973648073553203	0.04407668841179513	0.34256425948605274	0.8056456792157137	0.06109268869788664	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.59	0.56	0.48	0.5	0.55	0.8	0.82	0.3302786216366408	0.4456553203336273	0.809989236690601	0.3963808210752644	0.5885228300117087	0.1581131863028089	0.9988241226447366	0.005958839484928924	0.9141387139143823	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
