i0	i1	r1	r2	r3	r4	r5	!o0	!o1	!o2	!o3	!o4	!o5	!o6	!o7	!o8	!o9	!o10	!o11	!o12	!o13	!o14	!o15	!o16	!o17	!o18	!o19	!o20	!o21
0.367346939	1.699530657	0.961638765	0.395989268	0.18787516	0.994727243	0.069978048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.387755102	1.793949027	0.338846692	0.312882018	0.691550059	0.141862014	0.342829658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.408163265	1.888367396	0.295329474	0.316406924	0.645802847	0.835321107	0.120696695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.428571429	1.982785766	0.96521376	0.788451463	0.139679777	0.96651613	0.57414662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.448979592	2.077204136	0.926980804	0.6939784	0.067493159	0.810899787	0.837710335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.469387755	2.171622506	0.936882959	0.971911562	0.548286922	0.467431577	0.504497668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.489795918	2.266040876	0.701033451	0.854007831	0.27248587	0.436391053	0.410389756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.510204082	2.360459245	0.396895624	0.722523117	0.078135615	0.263387313	0.925537985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.530612245	2.454877615	0.025696904	0.920126513	0.112426743	0.999500617	0.830980299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.551020408	2.549295985	0.449953999	0.936720789	0.792233752	0.342607055	0.642643361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.571428571	2.643714355	0.457161051	0.063877155	0.800534688	0.905935827	0.603249002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.591836735	2.738132725	0.779823673	0.265402576	0.419790703	0.795262987	0.284723619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.612244898	2.832551095	0.879919793	0.139667372	0.250255514	0.019961183	0.010283624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.632653061	2.926969464	0.499040104	0.313893804	0.447980634	0.685125335	0.937729494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.653061224	3.021387834	0.120983298	0.921431592	0.966834319	0.147532819	0.355536165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.673469388	3.115806204	0.405085051	0.369538287	0.339637532	0.618249485	0.383621514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.693877551	3.210224574	0.650272874	0.947379688	0.489639289	0.075860989	0.084368273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.714285714	3.304642944	0.507601826	0.882532799	0.144734754	0.848819505	0.860358719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.734693878	3.399061313	0.943447241	0.800499215	0.11842231	0.131101012	0.71776943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.755102041	3.493479683	0.028655174	0.637535546	0.024478448	0.825742329	0.423504451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.775510204	3.587898053	0.352150035	0.505017923	0.673302153	0.044974556	0.085583336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.795918367	3.682316423	0.27442579	0.796743242	0.239070735	0.928314972	0.186334815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.816326531	3.776734793	0.691174313	0.602821769	0.33610872	0.031474794	0.43349152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.836734694	3.871153163	0.18460051	0.769545208	0.963675199	0.765262147	0.942875071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.857142857	3.965571532	0.728911516	0.38886267	0.199827497	0.366410828	0.596167845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.87755102	4.059989902	0.728242066	0.169527601	0.891843515	0.818669392	0.93707813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.897959184	4.154408272	0.888915609	0.730879821	0.013235366	0.435397817	0.578430823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.918367347	4.248826642	0.015883442	0.956514062	0.961639172	0.402812686	0.831398094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.93877551	4.343245012	0.534321476	0.876296899	0.749420481	0.17000099	0.566885756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.959183673	4.437663381	0.311408749	0.229494065	0.696920011	0.877612588	0.249301263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.979591837	4.532081751	0.526683953	0.657946735	0.049730363	0.027093823	0.60646176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	4.626500121	0.468991046	0.035703465	0.594718697	0.807416873	0.618795932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0.405654316	0.550314345	0.298793862	0.183091081	0.919413413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.020408163	0.094474415	0.495624291	0.991786484	0.709386047	0.28804305	0.427851138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.040816327	0.188948829	0.620509537	0.099277921	0.071614432	0.412570306	0.118770835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.06122449	0.283423244	0.394898708	0.474882085	0.085139451	0.978487636	0.417613967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.081632653	0.377897658	0.119248181	0.350866384	0.960333642	0.199895733	0.373885566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.102040816	0.472372073	0.519541697	0.634641652	0.970884405	0.468436874	0.685623899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.12244898	0.566846487	0.141741884	0.038341814	0.336115058	0.99281119	0.922634389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.142857143	0.661320902	0.826418665	0.501599407	0.814654436	0.48868905	0.148761573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.163265306	0.755795316	0.911885766	0.451953288	0.430700912	0.148569088	0.193006538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.183673469	0.850269731	0.556322925	0.022980451	0.879740701	0.128825579	0.324458839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.204081633	0.944744145	0.73704792	0.111998273	0.23254482	0.046015127	0.196214558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.224489796	1.03921856	0.460772596	0.943945927	0.950559635	0.664944892	0.928735479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.244897959	1.133692974	0.724234405	0.593366628	0.084025762	0.041149254	0.784132447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.265306122	1.228167389	0.168585842	0.070438678	0.003532968	0.819999011	0.36091757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.285714286	1.322641803	0.349732597	0.108531262	0.539100139	0.429035248	0.825779366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.306122449	1.417116218	0.166266406	0.599206419	0.90673165	0.280250035	0.747431272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.326530612	1.511590632	0.676678217	0.745988671	0.99484985	0.341532733	0.350730864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.346938776	1.606065047	0.088860442	0.881244399	0.181761324	0.073589616	0.850854625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.367346939	1.700539461	0.32273451	0.582441623	0.845736677	0.558177088	0.231753594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.387755102	1.795013876	0.153234456	0.19681262	0.612343561	0.978941575	0.81544974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.408163265	1.88948829	0.823227489	0.239555159	0.425973771	0.536634535	0.034624226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.428571429	1.983962705	0.075584431	0.863347461	0.016274105	0.480694301	0.416685886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.448979592	2.078437119	0.814626067	0.839906419	0.803277702	0.579510361	0.25000621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.469387755	2.172911534	0.301959627	0.27200133	0.810915246	0.908085598	0.209803945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.489795918	2.267385948	0.245791589	0.73178768	0.566365331	0.945890989	0.240423183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.510204082	2.361860363	0.837833131	0.25420781	0.09710651	0.3066902	0.731261022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.530612245	2.456334777	0.392173984	0.79881099	0.108911479	0.888851344	0.884781144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.551020408	2.550809192	0.02406432	0.516584477	0.862354427	0.277635771	0.696933541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.571428571	2.645283607	0.848953301	0.647802075	0.554285286	0.054260675	0.083556082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.591836735	2.739758021	0.796392106	0.750648749	0.561388062	0.489900359	0.962246136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.612244898	2.834232436	0.476492861	0.477260091	0.388234206	0.411571901	0.999677206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.632653061	2.92870685	0.948907154	0.423237126	0.770644711	0.822020513	0.861932357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.653061224	3.023181265	0.794484038	0.96869881	0.070786487	0.90388053	0.153300918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.673469388	3.117655679	0.754445424	0.184181352	0.832975308	0.121766074	0.430922929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.693877551	3.212130094	0.91455036	0.114474175	0.383994524	0.30239141	0.263083564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.714285714	3.306604508	0.672808562	0.28970991	0.40983691	0.385814218	0.922895658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.734693878	3.401078923	0.375191203	0.498241755	0.038742836	0.329532677	0.032226071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.755102041	3.495553337	0.388066037	0.433206431	0.640465627	0.756181443	0.989310667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.775510204	3.590027752	0.323760157	0.177977276	0.111696056	0.975307784	0.914477125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.795918367	3.684502166	0.786468038	0.899371921	0.170999595	0.106149531	0.859293357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.816326531	3.778976581	0.269290002	0.986531712	0.212564292	0.073078718	0.263445754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.836734694	3.873450995	0.834859379	0.013499998	0.661248956	0.145647157	0.869517009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.857142857	3.96792541	0.014624386	0.760982568	0.892213899	0.623823952	0.167987985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.87755102	4.062399824	0.404724544	0.444490501	0.502785695	0.914526428	0.733275227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.897959184	4.156874239	0.53934426	0.739580659	0.693754235	0.062017501	0.707096931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.918367347	4.251348653	0.558524968	0.038388845	0.389253076	0.251899061	0.009224352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.93877551	4.345823068	0.234864528	0.123882048	0.421581761	0.641626	0.319639012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.959183673	4.440297482	0.462850704	0.50865413	0.068270841	0.330674524	0.332814565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.979591837	4.534771897	0.443921665	0.593693189	0.657465152	0.38732271	0.477443443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	4.629246311	0.097765023	0.490022227	0.07403909	0.628668239	0.107217358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0.198205961	0.383746264	0.288105581	0.603869245	0.874666302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.020408163	0.094530014	0.114860625	0.174744407	0.490720007	0.771124967	0.51559655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.040816327	0.189060029	0.115461063	0.383561413	0.825209356	0.76571642	0.902014026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.06122449	0.283590043	0.269882826	0.993146027	0.828903402	0.524228763	0.912858521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.081632653	0.378120058	0.861958028	0.60574079	0.596960129	0.719228448	0.261326163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.102040816	0.472650072	0.67185023	0.574863958	0.910938674	0.845147864	0.882557229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.12244898	0.567180087	0.42445031	0.282979329	0.468880613	0.521535037	0.194180062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.142857143	0.661710101	0.892578469	0.532785582	0.255642003	0.30138897	0.503417483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.163265306	0.756240116	0.699757984	0.800365255	0.612424784	0.912868423	0.947595382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.183673469	0.85077013	0.652177545	0.448625846	0.82886459	0.360711957	0.65998006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.204081633	0.945300145	0.897865603	0.647083225	0.981243038	0.373343576	0.780579699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.224489796	1.039830159	0.111862596	0.807243472	0.183633865	0.022583303	0.553160866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.244897959	1.134360174	0.779323858	0.580421549	0.577914708	0.950491227	0.027170634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.265306122	1.228890188	0.680330488	0.526211143	0.952056646	0.013122127	0.919055342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.285714286	1.323420203	0.38892368	0.235024124	0.298043578	0.560455111	0.474794318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.306122449	1.417950217	0.979673557	0.157818458	0.370899285	0.297720034	0.848108385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.326530612	1.512480232	0.299787724	0.481617069	0.123963633	0.263616535	0.591173569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.346938776	1.607010246	0.167617612	0.802600942	0.023736847	0.978991865	0.51180963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.367346939	1.701540261	0.305551187	0.941978542	0.706904233	0.094510759	0.938683723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.387755102	1.796070275	0.011697342	0.266651963	0.264789599	0.74244195	0.550361846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.408163265	1.89060029	0.369157508	0.20070974	0.92431464	0.386250841	0.451967698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.428571429	1.985130304	0.935357043	0.019388791	0.853041866	0.888205946	0.352310901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.448979592	2.079660319	0.59657557	0.419404094	0.828150436	0.171277341	0.122786245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.469387755	2.174190333	0.074053407	0.064108078	0.169964606	0.644455659	0.965913066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.489795918	2.268720348	0.209682016	0.255100515	0.51027502	0.163102246	0.03549328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.510204082	2.363250362	0.200027917	0.920579901	0.020140219	0.896530551	0.922055895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.530612245	2.457780377	0.367494833	0.212445756	0.802731493	0.027818451	0.627190087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.551020408	2.552310391	0.096924013	0.537093704	0.421313651	0.685586115	0.819837151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.571428571	2.646840406	0.167370152	0.817780087	0.403491598	0.139496898	0.508526681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.591836735	2.74137042	0.629887116	0.098783664	0.978871545	0.8315262	0.128445701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.612244898	2.835900435	0.951784011	0.293399359	0.972389811	0.780195234	0.174282089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.632653061	2.930430449	0.793868279	0.37972475	0.409476936	0.817212377	0.292777146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.653061224	3.024960464	0.871642653	0.731535745	0.977302701	0.793153371	0.457270055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.673469388	3.119490478	0.503843811	0.498205196	0.529563921	0.634420529	0.895256175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.693877551	3.214020493	0.499048268	0.12013844	0.587234667	0.026853252	0.634780053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.714285714	3.308550507	0.777476743	0.677744783	0.556623175	0.636741139	0.322626572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.734693878	3.403080522	0.642070011	0.95632476	0.70682306	0.517971023	0.683678081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.755102041	3.497610536	0.355923051	0.89084265	0.884685836	0.570596439	0.114009047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.775510204	3.592140551	0.65793421	0.598410793	0.325877264	0.252851793	0.298455374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.795918367	3.686670565	0.205185787	0.068102444	0.590139747	0.862773898	0.92531583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.816326531	3.781200579	0.77137811	0.953720557	0.717917769	0.519989041	0.935927683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.836734694	3.875730594	0.872438745	0.892296256	0.799988757	0.931352518	0.835150331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.857142857	3.970260608	0.729561907	0.576910726	0.6632828	0.320091358	0.330951364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.87755102	4.064790623	0.363485664	0.065093721	0.711891894	0.756624437	0.538609009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.897959184	4.159320637	0.627378458	0.762337835	0.795221796	0.035671899	0.639436916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.918367347	4.253850652	0.224035406	0.333595449	0.493796776	0.19959149	0.82794193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.93877551	4.348380666	0.746342614	0.754033603	0.371496357	0.578696329	0.608104438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.959183673	4.442910681	0.404419836	0.49447548	0.51070674	0.587842434	0.642817055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.979591837	4.537440695	0.611207731	0.768142976	0.259361126	0.532677883	0.944839756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	4.63197071	0.461047181	0.055450268	0.327099326	0.902093239	0.887973045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0.29139791	0.12521879	0.68839834	0.384708365	0.369173793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.020408163	0.094585175	0.78518741	0.226956412	0.715738902	0.49139983	0.162333797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.040816327	0.18917035	0.885236519	0.423555947	0.373531667	0.803266697	0.659322257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.06122449	0.283755525	0.078161815	0.44133346	0.467103618	0.621028443	0.521197359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.081632653	0.3783407	0.515398043	0.349786984	0.939646061	0.059247295	0.380385991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.102040816	0.472925875	0.829824451	0.652471657	0.138373565	0.314196039	0.401900932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.12244898	0.56751105	0.441234954	0.41924998	0.189592513	0.110502555	0.87772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.142857143	0.662096224	0.363166046	0.255799209	0.006902478	0.887369381	0.883402335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.163265306	0.756681399	0.730488717	0.666178809	0.648957586	0.57429537	0.550200894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.183673469	0.851266574	0.231354003	0.586647318	0.400323473	0.298538135	0.521508223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.204081633	0.945851749	0.517858677	0.062555208	0.993829534	0.797408747	0.379833033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.224489796	1.040436924	0.684588056	0.604445114	0.263914408	0.928853749	0.104017015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.244897959	1.135022099	0.165076687	0.234500164	0.42189419	0.500261495	0.187704931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.265306122	1.229607274	0.243458966	0.55086137	0.295576003	0.700252509	0.803835352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.285714286	1.324192449	0.596245495	0.866372614	0.762545585	0.019230452	0.110212648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.306122449	1.418777624	0.444341911	0.081923275	0.229751853	0.495158013	0.373164265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.326530612	1.513362799	0.948597193	0.035281125	0.138297397	4.81E-04	0.345538049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.346938776	1.607947974	0.772645689	0.617306753	0.883846484	0.689084044	0.218141336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.367346939	1.702533149	0.203489635	0.602504395	0.287633638	0.508961312	0.307080191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.387755102	1.797118324	0.024017518	0.424407204	0.394173687	0.232936596	0.420864058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.408163265	1.891703499	0.161986464	0.703354568	0.23853733	0.907809574	0.938760639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.428571429	1.986288673	0.575030391	0.260463276	0.66319429	0.129039188	0.03450805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.448979592	2.080873848	0.535986922	0.323307232	0.882289193	0.536290765	0.096529936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.469387755	2.175459023	0.68724933	0.232920339	0.415778861	0.333382944	0.267293847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.489795918	2.270044198	0.837434827	0.925760459	0.138728076	0.168461395	0.581066711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.510204082	2.364629373	0.286294581	0.906384586	0.41945768	0.086329135	0.492344024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.530612245	2.459214548	0.478120783	0.105574398	0.827017961	0.470127802	0.618574978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.551020408	2.553799723	0.06563526	0.583932694	0.362096553	0.4249687	0.373012282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.571428571	2.648384898	0.120097875	0.282582407	0.060066833	0.188257671	0.329749302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
