TEMP  HUMID  SOLAR  WIND  !WBE  !WBCW  !WBHW 			
g8101516	85.4	0.0117	339.6	8.74	605.66	5.9	0.9
g8101517	84.3	0.0125	267.8	10.47	608.76	5.7	1
g8101518	83.9	0.0132	170.5	7.9	594.7	5.6	1
g8101519	83.8	0.0132	38	5.26	598.39	5.6	0.8
g8101520	82.6	0.0137	0.1	5.62	606.15	5.6	0.9
g8101521	81.3	0.0141	0.1	6.39	618.25	5.6	1
g8101522	79.5	0.0144	0.3	5.19	613.41	5.9	0.9
g8101523	78.2	0.0149	0.3	5.78	601.07	6.4	0.9
g810160	77	0.0152	0.4	3.98	588.56	6.5	1
g810161	75.7	0.0156	0.5	3.36	567.73	6.4	1
g810162	75.3	0.0158	0.5	3.84	547.06	6.1	0.9
g810163	74.9	0.0159	0.6	1.58	541.49	5.9	1
g810164	74.5	0.016	0.6	0.89	535.62	6.1	1
g810165	72.5	0.0161	0.6	5.81	530.25	5.9	1.1
g810166	73.8	0.0161	0.6	0.11	533.73	5.8	1
g810167	74.2	0.0161	0.5	1.59	562.9	6	1.1
g810168	74.5	0.0158	9.2	5.19	665	5.9	1
g810169	75.6	0.0152	133.1	3.61	820.47	6.2	1
g8101610	76.5	0.0141	263.4	5.94	903.72	5.8	1
g8101611	78.9	0.0124	526.5	8.04	930.49	5.9	0.8
g8101612	82.7	0.0105	680.7	6.51	932.84	6.1	0.8
g8101613	86.1	0.0087	780.3	5.32	913.45	6.2	0.6
g8101614	87.7	0.0078	641.7	5.3	928.66	6.1	0.7
g8101615	89.4	0.0064	773.5	5.76	962.88	6.2	0.5
g8101616	89.8	0.0063	540.2	5.46	959.59	6.3	0.7
g8101617	90.5	0.0056	463.1	5.58	915.32	6.8	0.6
g8101618	90.3	0.0057	269.8	3.56	775.65	6.5	0.6
g8101619	89.5	0.0058	56.5	3.67	722.68	6.4	0.7
g8101620	86.6	0.0079	-0.1	2.74	711.97	6.4	0.6
g8101621	84.4	0.0088	-0.1	4.62	705.23	6.4	0.7
g8101622	84.6	0.0091	-0.1	4.43	694.34	5.8	0.6
g8101623	81.5	0.0106	0	3.92	656.73	6.3	0.7
g810170	78.1	0.0124	0.3	6.54	624.01	6.5	0.7
g810171	75.7	0.0101	0.4	8.04	594.19	6.3	0.8
g810172	71.5	0.0078	0.6	9.15	575.08	5.5	0.9
g810173	68.7	0.0075	0.9	11.24	562.85	5.3	1.1
g810174	65.3	0.0071	1	13.54	558.32	5.3	1.2
g810175	62.7	0.0069	1.2	11.25	553.16	5.1	1.5
g810176	60.5	0.0066	1.4	12.55	555.73	5.1	2.2
g810177	59.2	0.0067	1.5	11.35	591.1	5.1	1.9
g810178	58	0.0063	9.9	12.24	697.82	5	2.3
g810179	57.6	0.0061	126.8	13.14	852.71	5.2	1.6
g8101710	59.3	0.006	322.5	14.36	907.65	5.4	1.6
g8101711	61.5	0.0058	506.5	15.3	930.37	5.5	1.2
g8101712	64	0.0056	655.9	13.67	926.11	5.5	1.2
g8101713	65.9	0.0053	745.7	14.57	912.4	5.3	1.2
g8101714	66.6	0.0052	763.7	15.18	932.43	5.4	1.1
g8101715	67.3	0.0051	715.4	14.64	943.83	5.4	1
g8101716	67.2	0.0049	598.3	14.55	942.34	5.5	1
g8101717	66.5	0.005	252.2	13.76	896.91	5.4	1.1
g8101718	65.5	0.0051	113.9	11.49	782.45	5.4	1
g8101719	63.6	0.0053	26.2	11.64	718.86	5.2	1.5
g8101720	62.2	0.0053	1.2	9.78	712.53	5.3	1.5
g8101721	60.9	0.0055	1.4	9.71	716.73	5.2	1.5
g8101722	59.9	0.0057	1.4	7.64	714.39	5.2	1.7
g8101723	58.7	0.0059	1.5	8.74	689.53	5.2	1.9
g810180	57.7	0.0058	1.5	9.8	639.23	5	2.3
g810181	56.8	0.0055	1.6	10.62	605.45	5	2.5
g810182	56.5	0.0055	1.7	9.8	581.05	4.9	2.7
g810183	56.1	0.0055	1.6	9.78	564.96	5	2.5
g810184	56.1	0.0055	1.6	10.31	561.95	4.9	2.8
g810185	56.4	0.0052	1.6	13.53	559.31	5	2.7
g810186	56.2	0.0051	1.6	11.6	566.15	5	2.8
g810187	55.9	0.0054	1.6	9.63	609.63	4.9	2.6
g810188	55	0.0057	2.5	11.24	703.33	4.9	3.1
g810189	53.3	0.0061	13.6	13.12	839.63	5.1	2.7
g8101810	51.6	0.0069	43.1	11.6	904	5.2	2.8
g8101811	52.1	0.0071	134.1	11.18	934.97	5.2	2.5
g8101812	53.1	0.0066	160.2	13.2	964.95	5.3	2.7
g8101813	55	0.0059	266.4	13.77	944.02	5.2	2.1
g8101814	57.4	0.005	361.5	13.47	950.18	5.3	2.4
g8101815	60.5	0.0041	662.7	14.38	963.48	5.3	1.6
g8101816	62	0.0035	608.5	15.01	958.77	5.5	1.9
g8101817	62.1	0.0032	444.5	14.66	920.18	5.4	1.8
g8101818	61.3	0.0028	249	13.65	799.54	5.3	2.2
g8101819	58.8	0.0029	56.3	12.32	730.74	5	2.5
g8101820	56.3	0.0031	1.7	9.8	696.65	5.1	2.6
g8101821	54.6	0.0034	1.8	7.67	681.04	4.8	2.3
g8101822	53.1	0.0034	2	8.09	663.57	5.2	2.6
g8101823	51.6	0.0035	2.1	7.55	647.11	4.9	2.6
g810190	50.2	0.0036	2.1	8.62	631.12	4.5	3.3
g810191	48.9	0.0035	2.2	7.18	597.62	4.4	3.2
g810192	47.9	0.003	2.5	7.81	578.54	4.3	3.3
g810193	46.7	0.0026	2.5	8.43	567.91	4.3	3.6
g810194	45.3	0.0028	2.6	7.11	554.71	4.3	3.2
g810195	43.7	0.0029	2.7	6.41	550.18	4.3	3.4
g810196	42	0.0029	2.8	7.39	553.26	4.2	4
g810197	41.7	0.0028	2.9	9	587.46	4.2	3.9
g810198	41.7	0.0029	13.1	9.38	679.81	4.2	3.8
g810199	42.7	0.0029	150.2	11.32	850.9	3.8	3.6
g8101910	46.1	0.0024	362.5	11.97	917.35	4.3	3.1
g8101911	49.9	0.0017	565.1	16.47	946.43	5.6	2.7
g8101912	52.4	0.0012	720.3	18.91	959.21	5.4	3.1
g8101913	54.6	0.001	812.5	17.31	949.75	5.4	2.2
g8101914	56.2	0.0008	831.1	16.27	960.96	5.1	2.8
g8101915	57.6	0.0006	778.4	15.62	968.85	5.3	2.7
g8101916	58.2	0.0005	658.8	15.55	967.24	5.4	3
g8101917	58.7	0.0006	476.2	14.73	935.78	5.3	2.4
g8101918	58.7	0.0006	261	12.11	828.53	5.3	2.7
g8101919	57.3	0.0008	57	8.58	753.95	5.5	2.1
g8101920	54.7	0.0014	1.8	4.27	743.55	5.5	2.7
g8101921	53.1	0.0015	2.1	2.61	742.01	5.2	2.8
g8101922	52.4	0.0016	2.2	2.71	730.73	4.6	2.9
g8101923	50.3	0.0019	2.3	4.12	676.46	5.1	2.7
g810200	50.3	0.0019	2.3	4.5	651.78	5	4
g810201	49.6	0.0016	2.3	4.81	637.75	5.2	3.7
g810202	49.4	0.0016	2.3	4.02	619.16	5.1	3.6
g810203	48.5	0.0017	2.2	5.1	609.32	5	3.6
g810204	48.3	0.0019	2.3	3.3	608.06	5	3.4
g810205	44.7	0.0022	2.5	6.78	603.94	4.9	3.5
g810206	43.6	0.0023	2.6	6.73	605.46	4.8	3.4
g810207	44.9	0.0025	2.6	3.74	632.81	4.8	3.4
g810208	45.6	0.0026	11.9	0.82	706.77	4.7	3.4
g810209	46.3	0.0027	138.3	0.71	839.89	4.5	2.6
g8102010	49	0.0028	349.3	2.45	901.17	5.1	3.5
g8102011	55.5	0.002	539.2	3.84	947.68	5.3	1.7
g8102012	60.1	0.0013	704.7	7.22	960.75	5.3	2.1
g8102013	64.2	0.0009	803.7	7.65	941.71	5.2	2
g8102014	67.3	0.0005	828.1	7.36	954.44	5.5	2
g8102015	69.7	0.001326	774.4	8.89	951	5.5	1.7
g8102016	71.8	0.000818	655.4	5.95	935.29	4.8	1.7
g8102017	73.2	0.002222	480.6	5.22	905.69	4.9	1.5
g8102018	73.7	0.005191	265.4	6.18	762.49	5.1	1.5
g8102019	72.6	0.008388	54.3	6.25	668.94	5.4	1.7
g8102020	69.2	0.0007	0.7	3.91	668.69	5	2.1
g8102021	66.6	0.0012	1	5.45	661.36	4.8	1.9
g8102022	65	0.0015	1.1	7.14	654.7	4.6	2
g8102023	64	0.0017	1.1	8.18	627.69	4.5	2.4
g810210	60.6	0.0028	1.4	9.85	599.03	4.6	3.5
g810211	59.4	0.0033	1.5	7.95	582.71	4.6	3.1
g810212	58.6	0.0036	1.6	6.81	572.5	4.6	2.2
g810213	58	0.004	1.6	2.47	563.75	4.5	2.8
g810214	58.3	0.0045	1.7	2.45	560.45	4.6	2.8
g810215	58	0.0042	1.6	6.61	559.95	4.5	2.8
g810216	58.5	0.0044	1.6	3.72	563.37	4.5	2.7
g810217	58.4	0.0048	1.6	4.36	559.52	4.6	2.8
g810218	57.6	0.005	7.9	5.23	554.6	4.5	3
g810219	57.3	0.005	153.9	7.38	561.72	4.7	2.6
g8102110	61.5	0.0051	363	9.97	585.34	4.6	2.2
g8102111	66.8	0.004	588	10.6	604.98	4.7	2.2
g8102112	71	0.0027	717.3	11.47	611.14	4.9	1.9
g8102113	73.8	0.0019	840.8	12.97	609.3	4.9	1.8
g8102114	76	0.0016	893.5	11.83	621.68	5.1	1.8
g8102115	78	0.0016	770.5	12.35	624.01	5.3	1.6
g8102116	79	0.0013	649	13.12	622.76	5.5	1.7
g8102117	78.8	0.0025	467.5	12.57	618.65	5.4	1.6
g8102118	78.7	0.0033	210.7	10.24	603.85	5.2	1.5
g8102119	77	0.0048	47	8.01	596.08	5.2	1.4
g8102120	74.6	0.0055	0.5	11.19	596.84	5.2	1.6
g8102121	72.3	0.0063	0.6	11.32	600.56	5.5	1.5
g8102122	70.6	0.0072	0.7	12.11	598.27	5.3	1.7
g8102123	69.9	0.0075	0.7	10.44	600.95	5.2	1.5
g810220	69.2	0.0079	0.7	8.13	590.19	5.1	1.6
g810221	67.6	0.0083	1	8.4	580.4	5	1.9
g810222	66.1	0.0084	1	8.21	575.96	4.9	2.1
g810223	65.2	0.0086	1.1	6.46	568.63	5	1.9
g810224	65.1	0.0087	1.1	5.48	558.59	5	1.9
g810225	64.5	0.0092	1.1	6.62	549.59	5	2.3
g810226	63.8	0.0094	1.2	7.26	543.79	5.1	2.3
g810227	63	0.0097	1.2	6.35	543.45	5	1.9
g810228	62.1	0.0099	11.4	4.39	535.97	4.9	1.9
g810229	62.8	0.0098	123.6	7.03	533.5	5	2
g8102210	67.5	0.0093	325.9	10.09	546.8	5.2	2
g8102211	72	0.0089	475.8	11.79	568.68	5.2	1.8
g8102212	75.6	0.0084	575.3	14.72	580.34	5.4	1.6
g8102213	78	0.008	656.3	12.35	595.15	5.4	1.6
g8102214	80	0.0074	744.2	11.19	617.22	5.1	1.4
g8102215	80.9	0.0069	484.5	9.91	629.47	4.9	1.5
g8102216	81.6	0.0065	334.7	11.12	640.36	5	1.3
g8102217	82.7	0.0061	352.8	12.09	654.75	4.9	1.3
g8102218	82.7	0.0059	173.9	10.52	646.89	5	1.4
g8102219	81.9	0.0062	44.3	10.14	629.02	4.9	1.3
g8102220	79.5	0.0075	0.1	9.81	637.37	4.9	1.3
g8102221	77	0.0082	0.4	8.83	640.38	4.9	1.3
g8102222	75.2	0.0089	0.4	11.04	639.59	4.9	1.3
g8102223	73.2	0.0095	0.5	10.22	628.96	4.8	1.3
g810230	72	0.0099	0.6	9.94	606.79	5	1.3
g810231	70.9	0.0101	0.7	8.08	576.33	5.1	1.4
g810232	69.9	0.0104	0.7	7.76	558.43	5.4	1.7
g810233	69	0.0106	0.9	6.06	548.6	5.5	1.5
g810234	68.4	0.011	1	5.38	545.25	5.4	1.5
g810235	67.9	0.0114	1	6.98	540.76	5.5	1.7
g810236	67.8	0.0114	0.9	8.12	548.18	5.7	1.7
g810237	67.4	0.0117	1	6.75	600.28	5.7	1.7
g810238	66.7	0.0119	8.2	4.99	685.18	5.8	1.7
g810239	67	0.0121	88.2	3.41	827.87	6	1.6
g8102310	70.5	0.0126	169	6.37	903.61	6	1.5
g8102311	74	0.0121	361.5	8.44	927.58	6.4	1.3
g8102312	77.4	0.0113	374.2	11.34	938.74	6.7	1.2
g8102313	79.2	0.0104	411.3	10.01	925.66	6.7	1.1
g8102314	81	0.0093	580.2	9.53	933.89	6.8	0.9
g8102315	82.7	0.0087	574.3	8.29	968.89	6.8	0.9
g8102316	83.2	0.0081	296.1	7.52	972.48	6.8	1
g8102317	83.5	0.0079	212.7	7.54	952.76	6.8	0.9
g8102318	83.4	0.0078	108.5	7.81	822.66	6.6	1
g8102319	82.6	0.0079	25.3	5.71	746.52	6.4	1
g8102320	80.7	0.0082	0	5.52	746.87	6.1	1.1
g8102321	78	0.0089	0.3	5.47	751.62	6.1	1.2
g8102322	76	0.0092	0.4	4.45	720.67	6	1.2
g8102323	74.3	0.0093	0.4	4.57	704.52	5.9	1.2
g810240	72.5	0.0098	0.5	4.61	677.88	5.8	1.3
g810241	71.7	0.0102	0.6	5.07	642.55	5.7	1.4
g810242	70.7	0.0111	0.7	4.53	621.98	5.7	1.5
g810243	70.1	0.0127	0.7	3.58	621.55	5.8	1.5
g810244	69.1	0.0127	0.9	2.15	638.38	5.8	1.6
g810245	68.1	0.0129	0.9	3.01	652.32	5.8	1.5
g810246	67.7	0.013	1	2.61	652.06	5.8	1.6
g810247	67.1	0.0134	1	3.13	668.07	5.8	1.5
g810248	66.5	0.0135	7.2	4.13	739.38	5.8	1.7
g810249	66.7	0.014	61.4	5.45	873.07	6.1	1.6
g8102410	68.8	0.0151	228.8	5.38	923.9	6.4	1.4
g8102411	73	0.0145	295.2	6.66	939.83	6.7	1.3
g8102412	76.2	0.0127	374.2	6.94	939.17	6.8	1.3
g8102413	78.6	0.0105	469.9	7.38	938.46	6.6	1.1
g8102414	81	0.009	482.6	6.62	962.71	6.8	1.1
g8102415	82.3	0.0083	469.4	6.88	968.61	6.9	1.2
g8102416	82.5	0.008	277.1	6.93	967.41	6.8	0.8
g8102417	84	0.0072	496.7	7.91	937.16	6.8	0.9
g8102418	84.6	0.0063	263	7.1	829.11	6.5	0.9
g8102419	82.3	0.0079	37	7.05	758.09	6.3	1
g8102420	79.2	0.0095	0.1	6.62	734.26	6.1	1.1
g8102421	77	0.0105	0.3	5.45	711.2	6.2	1.3
g8102422	75.1	0.011	0.4	5.26	701.16	6.2	1.4
g8102423	73.5	0.0114	0.5	5.78	664.7	6.2	1.4
g810250	71.9	0.0119	0.6	4.01	639.76	6.1	1.3
g810251	70.9	0.0123	0.7	3.63	621.36	5.9	1.4
g810252	70.3	0.0127	0.7	3.31	602.14	5.9	1.5
g810253	70	0.0131	0.7	2.09	587.86	5.9	1.4
g810254	69.3	0.0135	0.9	1.84	576.73	5.9	1.5
g810255	69.3	0.0143	0.7	3.55	573.57	5.9	1.6
g810256	69.4	0.0147	0.7	3.63	580.46	5.9	1.6
g810257	69.5	0.0147	0.7	4.76	614.37	5.9	1.7
g810258	68.7	0.0149	3.4	4.41	719.71	6	1.7
g810259	68.7	0.0148	28.7	5.96	859.31	6.2	1.6
g8102510	69.6	0.0142	127	6.89	927.1	6.4	1.3
g8102511	72.6	0.0127	350.8	6.66	955.13	6.6	1.2
g8102512	76.2	0.0095	561.2	6.46	960.03	6.7	1.2
g8102513	78.5	0.0074	742.2	7.1	941.74	6.6	1.1
g8102514	80	0.0069	706.1	6.74	949.6	6.5	1
g8102515	80.7	0.0059	464	6.4	965.88	6.4	1
g8102516	81.6	0.0056	636.8	4.7	961.07	6.6	0.8
g8102517	81.6	0.0056	338.6	6.63	920.22	6.4	0.8
g8102518	80.9	0.006	144.8	9.14	818.39	6.2	0.9
g8102519	79.5	0.0063	24.8	8.08	758.77	5.9	0.9
g8102520	77.1	0.0068	0.3	7.33	751.95	5.9	1.3
g8102521	75.2	0.0079	0.4	6.46	744.16	6	1.3
g8102522	73	0.0099	0.5	5.53	712.82	5.9	1.3
g8102523	71	0.0106	0.6	4.88	685.7	5.8	1.4
g810260	69.5	0.0109	0.7	4.53	646.35	5.9	1.5
g810261	68.3	0.0111	0.9	2.23	606.85	5.8	1.6
g810262	67.6	0.0113	1	2.42	587.46	5.8	1.5
g810263	66.1	0.0115	1	3.56	567.85	5.6	1.5
g810264	64.5	0.0117	1.1	4.33	563.15	5.6	1.7
g810265	63.3	0.0118	1.2	5.24	562.87	5.5	1.7
g810266	62.6	0.0119	1.2	4.58	565.53	5.4	1.8
g810267	62	0.012	1.4	3.86	601.57	5.4	1.7
g810268	61.5	0.011701	7.2	5.1	684.38	5.5	1.8
g810269	61.9	0.0119	96.5	4.64	857.55	5.6	1.8
g8102610	64.8	0.0121	280	8.08	909.54	5.8	1.6
g8102611	71.2	0.0111	411.3	5.74	926.07	6.3	1.3
g8102612	76.4	0.0079	547	7.52	925.25	6.4	1.1
g8102613	78.9	0.0069	603.1	7.76	919.38	6.3	1.1
g8102614	80	0.0077	505.5	8.45	933.98	6.4	1
g8102615	80.7	0.0074	378.6	7.26	950.34	6.5	1
g8102616	81.9	0.0068	424.5	7.75	945.39	6.3	0.9
g8102617	82.5	0.0066	249.5	6.97	918.41	6.2	0.9
g8102618	81.2	0.0075	140.2	10.73	809.4	6.1	0.9
g8102619	76.4	0.0098	14	9.07	751.88	5.8	0.9
g8102620	74.4	0.0109	0.3	8.34	714.78	5.7	1.1
g8102621	73.5	0.0121	0.4	8.92	705.07	5.5	1.1
g8102622	71.5	0.0126	0.5	5.96	689.85	5.7	1.1
g8102623	70.2	0.0123	0.6	5.63	668.12	6.1	1.2
g810270	69.3	0.0123	0.7	5.24	628.68	6	1.4
g810271	68.5	0.0118	0.9	5.04	607.84	5.7	1.4
g810272	67.3	0.0118	1	4.67	591.81	5.5	1.4
g810273	66.6	0.0122	1	5.23	579.13	5.6	1.6
g810274	65.2	0.0121	1	2.37	567.68	5.5	1.7
g810275	65.2	0.0132	1	5.37	558.86	5.4	1.8
g810276	65.7	0.0136	0.7	5.66	567.81	5.6	1.8
g810277	66.8	0.0142	0.7	4.61	614.69	5.6	1.7
g810278	66.4	0.014	5.1	4.67	694.73	5.7	1.7
g810279	65.5	0.0136	92.1	5.31	828.21	5.9	1.7
g8102710	68.2	0.0134	295.2	6.83	909.09	6.1	1.4
g8102711	72.6	0.0115	491.4	7.63	937.39	6.4	1.4
g8102712	75.7	0.0104	598.3	6.83	951.16	6.7	1.2
g8102713	78.1	0.0084	690.5	5.72	945.77	6.5	0.8
g8102714	80	0.007	699.3	5.52	970.98	6.1	0.3
g8102715	81.2	0.0064	700.8	7.83	969.14	6	0.2
g8102716	82.2	0.0055	562.1	7.2	946.74	5.7	0.3
g8102717	82.5	0.0051	362.5	7.7	913.43	5.5	0.2
g8102718	81.8	0.0057	177.1	7.1	756.8	5.3	0.2
g8102719	80.8	0.0058	28.9	5.28	688.55	5.1	0.2
g8102720	78.4	0.0059	0.1	6.91	669.38	4.9	0.3
g8102721	76	0.0055	0.4	8.69	636.93	4.7	0.2
g8102722	73.7	0.0071	0.5	9.49	630.19	4.5	0.2
g8102723	71.5	0.0096	0.6	6.58	611.14	4.7	0.3
g810280	69.3	0.011	0.6	5.58	600.04	4.7	0.3
g810281	67.6	0.0124	0.9	5.31	590.88	4.7	0.3
g810282	67	0.0132	0.9	3.46	588.29	4.7	0.4
g810283	66.9	0.0136	0.9	2.9	587.59	4.8	0.3
g810284	66.7	0.0137	1	1.61	581.58	4.7	0.4
g810285	67	0.0141	1	2.18	579.63	4.7	0.3
g810286	67.3	0.0143	0.9	5.11	575.9	4.7	0.4
g810287	66.3	0.014	0.9	4.39	575.84	4.7	0.3
g810288	66.3	0.014	3.8	8.45	570.17	4.7	0.4
g810289	67.1	0.0136	34.5	8.93	573.41	4.6	0.4
g8102810	69.5	0.0123	142.4	8.78	607.88	4.6	0.3
g8102811	71.7	0.0119	139	7.93	631.36	4.7	0.4
g8102812	72.8	0.0116	120	5.89	650.65	4.6	0.3
g8102813	73.8	0.0115	221.7	6.32	649.02	4.9	3.4
g8102814	75.3	0.011	270.8	5.57	649.6	5.3	2
g8102815	76.7	0.0105	190.2	6.75	651.44	5.5	1.9
g8102816	78	0.0098	383	8.45	656.82	5.6	1.9
g8102817	80	0.009	354.2	8.09	654.27	5.6	1.8
g8102818	79.5	0.0091	103.1	6.81	623.85	5.6	1.8
g8102819	77.4	0.0102	11.1	6.95	603.36	5.5	1.7
g8102820	75.5	0.0116	0.4	6.46	607.25	5.6	1.8
g8102821	71.8	0.0147	0.5	6.32	603.64	5.6	1.7
g8102822	71.5	0.0147	0.6	7.04	598.88	5.7	1.8
g8102823	71.2	0.0144	0.6	6.76	592.87	5.6	1.7
g810290	70.5	0.0145	0.7	7.08	589.66	5.7	1.7
g810291	69.7	0.0147	0.7	5.96	571.43	5.6	1.8
g810292	69.2	0.0151	0.9	6.24	562.23	5.6	1.8
g810293	69	0.0153	0.7	7.18	557.83	5.7	1.8
g810294	69.5	0.0155	0.7	7.97	552.19	5.6	1.8
g810295	69.7	0.0156	0.7	8.58	552.62	5.7	1.8
g810296	69.9	0.0156	0.7	7.28	550.25	5.6	1.8
g810297	69.9	0.0158	0.7	5.73	548.53	5.7	1.8
g810298	69.8	0.0158	2.8	6.43	545.14	5.6	1.8
g810299	70.2	0.0159	42.6	6.6	538.08	5.7	1.8
g8102910	70.8	0.0159	75.1	6.79	548.29	5.7	1.8
g8102911	71.3	0.0159	68.7	5.01	561.06	5.8	1.8
g8102912	69.7	0.0148	128.5	3.82	579.32	5.7	1.8
g8102913	69.7	0.0144	175.1	3.5	597.92	5.7	1.8
g8102914	69.8	0.0144	223.4	6.5	610.25	5.7	1.7
g8102915	71.4	0.0139	334.7	5.87	625.43	5.8	1.8
g8102916	72.7	0.013	259.1	7.28	631.68	5.9	1.7
g8102917	72.8	0.0124	133.9	11.07	637.31	5.8	1.9
g8102918	71.9	0.0123	104.6	13.42	632.27	5.8	1.9
g8102919	70.3	0.0137	11.6	11.43	624.92	5.7	1.9
g8102920	69.9	0.0137	0.5	11.64	619.17	5.8	1.9
g8102921	69.3	0.0138	0.6	11.72	642.38	5.7	1.9
g8102922	68.7	0.0126	0.6	11.19	645.66	5.7	2
g8102923	67.5	0.0132	0.7	10.74	630.45	5.6	2
g810300	67.7	0.0142	0.7	9.62	616.49	5.7	2.1
g810301	68.5	0.0149	0.7	7.13	609.91	5.7	2
g810302	69	0.015	0.6	6.62	585.22	5.8	2
g810303	69.3	0.0153	0.7	5.08	573.15	5.7	2
g810304	69.5	0.0154	0.6	4.45	567.87	5.7	1.9
g810305	69.4	0.0155	0.6	5.21	565.44	5.8	2.1
g810306	69.5	0.0156	0.6	5.46	556.38	5.7	1.7
g810307	69.5	0.0156	0.6	4.3	557.44	5.8	1.8
g810308	69.7	0.0157	2.7	4.89	586.63	5.8	1.7
g810309	69.8	0.0158	56.3	5.35	706.82	5.8	1.6
g8103010	71	0.0162	103.6	6.33	860.32	6.1	1.7
g8103011	70	0.015	17.7	6.26	917.77	6.4	1.4
g8103012	64.5	0.013	8.7	3.57	934.4	6.2	1.5
g8103013	64.5	0.013226	11.9	3.27	946.46	6.3	1.6
g8103014	64.4	0.013308	44.8	7.96	930.78	6.4	1.6
g8103015	57.9	0.006424	73.1	14.27	969.51	6.2	2.5
g8103016	56	0.005464	30.2	13.16	969.63	5.9	2.7
g8103017	55.6	0.007129	53.3	9.46	923.36	5.9	2.2
g8103018	55.7	0.006249	14.3	11.07	808.58	5.8	2.7
g8103019	55.2	0.00728	1.4	9	756.17	5.5	2.1
g8103020	55	0.00749	1.4	6.5	751.87	5.4	1.9
g8103021	54.8	0.006394	1.5	5.87	742.87	5.4	2.2
g8103022	54.2	0.004837	1.5	4.29	732.8	5.1	2.3
g8103023	53.2	0.004586	1.7	4.85	704.28	5.1	2.4
g810310	52.2	0.003866	1.7	6.98	647.84	4.8	2.6
g810311	51.6	0.003715	1.8	6.66	603.86	4.5	2.7
g810312	50.3	0.003565	2.1	6.33	603.96	4.2	2.6
g810313	49.1	0.0067	2.2	4.25	609.08	4.1	2.6
g810314	47.8	0.0056	2.3	3.38	615.4	4.2	3
g810315	46.8	0.0053	2.5	3.03	620.03	4.2	3.2
g810316	46.2	0.0053	2.6	1.94	631.52	4.2	3.2
g810317	45.4	0.0054	7.9	2.1	671.79	4.2	3.3
g810318	46.1	0.0053	124.1	4.11	737.84	4.2	3.1
g810319	50.7	0.0049	332.8	6.05	876.07	4.8	2.7
g8103110	54.6	0.0039	467	7.87	927.39	5	2.4
g8103111	56.8	0.0035	604.6	7.67	941.76	5.2	2.3
g8103112	59	0.0033	694.4	7.22	950.73	5.3	2.3
g8103113	61.5	0.0033	714.4	5.95	943.98	5.2	2.3
g8103114	63.1	0.0033	632.9	6.16	962.22	5.5	2.2
g8103115	64.3	0.003	466	5.13	975.74	5.5	1.7
g8103116	65.8	0.0023	411.8	5.18	987.59	5.5	1.8
g8103117	65	0.0023	76.8	2.56	933.24	5.3	1.6
g8103118	64	0.0029	10.6	2.18	810.8	5.1	1.8
g8103119	62.6	0.0034	1.1	1.79	740.4	5	2.2
g8103120	61	0.0038	1.4	1.52	715.26	4.7	2.4
g8103121	59.6	0.0042	1.4	1.16	713.74	4.8	2.6
g8103122	58.8	0.0043	1.5	2.45	697.16	4.7	2.1
g8103123	58.5	0.0044	1.5	2.38	659.5	4.6	2.3
g81110	57	0.0049	1.5	2.7	632.63	4.6	2.5
g81111	56.6	0.0047	1.6	2.65	596.86	4.5	2.7
g81112	56	0.0049	1.6	1.95	576.96	4.5	2.6
g81113	55	0.0052	1.6	1.89	566.61	4.4	2.7
g81114	54.9	0.0054	1.7	0.35	556.64	4.5	2.8
g81115	54.6	0.0056	1.7	1.81	555.67	4.3	2.8
g81116	53.7	0.0061	1.8	2.6	561.89	4.3	2.8
g81117	53.3	0.0064	3.7	3.68	599.29	4.6	2.7
g81118	54.2	0.0066	31.1	4.03	701.89	4.6	2.8
g81119	55.8	0.0067	79.4	5.3	854.67	5.1	3.3
g811110	58.4	0.0067	249.3	6.61	928.74	5.2	2.6
g811111	62	0.0067	279.6	4.28	937	5.5	1.9
g811112	64.6	0.0064	235.4	3.56	945.6	5.7	2.2
g811113	66.2	0.0056	238.1	1.93	931.45	5.7	2.1
g811114	67.6	0.0062	264.4	2.75	944.37	5.7	1.8
g811115	69	0.0063	352.8	4.52	959.52	5.9	1.8
g811116	68.7	0.0065	170.7	5.38	949.43	6	1.8
g811117	67.8	0.0071	87	6.32	908.52	6.1	1.8
g811118	67.1	0.0077	21.9	5.41	793.22	5.9	2
g811119	65.8	0.0082	0.7	2.87	741.77	5.7	1.8
g811120	63.8	0.0085	1	3.64	708.31	5.6	2.1
g811121	61.8	0.0086	1.2	3.48	707.13	5.6	2
g811122	59.6	0.0087	1.4	4	687.72	5.3	2.2
g811123	57.8	0.0085	1.6	5.28	664.69	5	2.3
g81120	57	0.0083	1.7	3.76	640.63	5	2.4
g81121	56.8	0.0078	1.6	10.94	607.97	5	4.2
g81122	55	0.0062	1.7	13.45	589.64	4.9	3.5
g81123	53.1	0.0058	1.7	12.34	579.64	4.8	3.6
g81124	51.9	0.0055	1.8	12.75	562.04	4.7	3.6
g81125	51.1	0.0051	2	11.16	556.22	4.7	3.6
g81126	49.6	0.0048	2.1	12.7	558.12	4.6	3.7
g81127	48.1	0.0049	5.6	11.34	591.98	4.5	3.6
g81128	47.7	0.0049	99.5	11.43	687.62	4.6	3.7
g81129	49.2	0.0049	288.8	12.75	846.97	4.8	3.1
g811210	51.5	0.0047	483.6	13.12	905.54	5.1	2.7
g811211	54.3	0.0045	634.4	13.29	928.3	5.2	2.4
