i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i31	i32	i33	i34	i35	i36	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i47	i48	i49	i50	!o0	!o1
-0.28134	-1.01584	0.49742	0.84215	2.24722	-0.04363	-0.47064	-0.08281	-1.50039	0.03609	0.36174	4.37171	14.08956	0.3278	8.64888	0.13365	7.94112	23.45838	0.01939	16.73479	-0.00737	-0.48279	0.81418	1.25781	2.83751	1.14182	-0.08034	0.56751	-0.12381	0.18617	-0.1629	0.41818	0.56956	1.35004	2.21425	0.03651	2.48227	0.24724	-0.9309	0.67859	-0.18124	-0.89015	0.73427	1.24227	3.5393	0.42409	0.94216	0.07816	0.38794	0.82884	0	1
-1.12966	0.1486	0.92847	-0.94545	0.54521	-0.54996	0.18774	-0.20469	0.94363	-0.47821	8.51476	0.94329	15.27945	4.72146	4.11861	5.85293	5.67887	1.20705	0.43507	0.79719	-0.88515	1.35629	1.80185	2.5497	1.74021	0.72096	3.61897	0.32368	2.02687	0.78553	0.05443	0.17081	2.01872	0.18561	0.77905	0.1461	0.4211	0.01203	1.52782	-0.42169	-0.19075	1.25877	1.10193	0.08123	0.58541	0.75801	0.55232	0.33013	2.06998	-0.30682	0	1
0.16274	-0.5525	-2.134	0.62455	1.67279	1.32978	-3.58341	-0.05905	1.80345	0.27781	23.40696	25.66221	15.84521	19.71033	37.48004	2.1644	5.47782	6.37911	15.01441	1.90049	1.28892	1.71867	-0.4515	1.15075	1.84859	3.75698	-1.99117	1.26884	2.40381	0.65323	0.384	0.05253	-1.80333	0.61989	1.69514	4.345	-2.15543	0.48886	1.90059	2.17503	1.72438	-0.47984	-1.87354	1.64008	2.91585	3.40738	-1.64475	1.27448	3.75494	1.3014	0	1
0.0278	1.86894	-1.96023	-0.0812	-0.37538	1.73418	-0.02974	0.66602	0.10293	1.03626	20.18906	1.14085	3.32547	0.809	0.96821	0.66482	4.08706	14.91146	0.18298	5.03974	0.74413	4.283	-1.58084	-0.06263	1.30258	2.94946	0.03238	0.63104	1.209	1.55069	1.87487	1.99782	-0.38086	0.18521	1.96339	2.01702	0.82213	0.6233	0.6191	2.73286	0.06236	2.141	-1.44199	0.5774	-0.06654	1.72168	1.16762	1.84807	0.88364	2.20602	0	1
-1.12202	-0.86059	-0.30804	0.05626	-0.62042	-0.94926	-0.90728	0.39562	0.49339	0.58302	7.71177	13.41371	4.14736	10.80957	2.75439	24.28336	3.32105	14.48612	17.11305	3.84973	0.36683	-0.43277	-0.06299	0.24373	0.86278	-0.77498	-0.80961	1.23657	1.92343	0.64961	-0.12712	-0.24269	1.3783	0.37062	1.80619	2.26498	-0.80627	1.54376	0.72307	0.53814	-0.52021	0.7547	1.64636	1.09988	-0.13834	-0.43167	-0.70206	0.58146	1.38629	1.06095	0	1
-0.70173	0.23567	-0.07913	1.4253	-0.05131	1.56515	-0.49619	-0.08474	0.42645	0.12895	3.42132	29.73785	12.78289	11.96484	7.25699	23.93869	24.33915	14.61272	9.4467	10.25934	-0.36147	1.20696	0.26963	2.44809	0.01714	1.56215	1.10017	-0.02088	0.45357	1.66509	-0.56897	0.6288	0.93369	1.86396	0.1764	1.93823	-0.44103	0.6754	1.15146	0.26687	2.59955	0.34024	-0.00373	1.77885	0.03613	3.7821	-0.03401	0.20424	1.41302	0.92091	0	1
0.05583	-0.52107	0.20766	1.84241	1.00187	-2.73964	-0.71927	0.62736	-1.94019	0.76246	4.71989	13.5715	1.73939	17.43488	6.29581	1.89885	29.22314	0.10381	1.71765	11.78376	0.26558	0.04403	0.66151	2.13425	1.35843	-1.1482	2.24386	1.09644	-1.68838	0.87784	0.7571	1.87864	0.29579	2.34934	1.14811	-1.79257	-0.44431	1.40823	-0.8756	0.95169	0.5996	-0.30269	1.27527	3.24864	1.18985	-1.27903	-0.43318	0.74449	-1.66015	0.79957	0	1
0.49591	0.98324	-1.18241	-0.33382	1.69264	0.7343	-0.81861	0.07141	0.76876	-0.64866	9.88846	6.45419	17.69521	6.04786	5.43712	36.72129	23.7722	9.25324	8.7923	0.76714	0.50793	1.8681	-0.39107	0.51558	1.93066	0.97568	-0.62236	1.54181	0.85508	0.4356	0.45988	1.35671	-0.91817	1.64286	3.20614	1.20268	1.67584	0.52803	0.75739	0.83474	1.17852	2.47402	0.03146	0.76493	2.05701	0.77199	0.94139	0.08426	2.42154	0.10852	0	1
0.50991	0.61663	1.444	-0.04127	2.4236	-0.79637	-1.15649	-1.65234	-0.91434	1.16428	12.31255	0.0281	17.06079	9.20371	5.19543	12.63217	10.4556	10.25614	10.91568	3.13283	1.20263	3.62016	2.13621	0.25174	2.32838	-0.47564	-0.6263	-0.92919	-0.27383	1.94855	0.68434	0.78498	1.34418	1.38113	2.27017	0.44819	-0.54035	-0.85257	-0.7218	1.32569	1.77335	1.15789	2.26539	0.11612	3.18233	0.05355	0.10033	-1.13089	-0.64166	1.08771	0	1
0.34974	-0.5671	-0.17274	1.61905	-0.04235	0.76527	1.18262	1.05899	0.00783	1.78867	23.37298	9.77836	32.85347	9.60743	10.31754	14.02344	4.64833	3.70924	30.2504	12.83449	0.88747	-0.05491	0.0942	5.90064	0.42647	0.95295	1.45921	3.68444	0.23283	2.18707	1.97945	-0.34392	0.01656	1.84649	2.40941	0.83773	2.56028	1.65547	0.17284	1.65048	0.73003	-0.33919	0.20465	2.46104	0.82995	0.70799	1.60007	1.44152	0.12903	1.82823	0	1
0.51317	0.14814	-0.01325	-0.67197	-0.77561	0.47582	1.51426	-0.12792	-0.10214	1.51083	17.01589	2.11722	0.30723	11.45769	4.8233	10.77043	26.45709	25.02097	9.22336	5.22994	0.53222	0.26513	2.70603	0.21585	1.11637	1.77599	3.16529	0.83336	0.48361	2.46391	0.54046	0.71604	0.09154	-0.17677	-0.64914	0.69149	2.00808	0.63544	0.32009	1.90736	0.81748	0.31438	0.2098	-0.01784	-0.50086	0.89204	1.59114	0.07627	0.08127	2.16553	0	1
-0.95953	1.01166	-2.10347	2.06128	0.16751	2.34184	-0.13493	0.35516	1.65544	0.23753	24.36535	1.69977	6.27948	11.10957	0.39684	1.60984	12.40607	1.47045	18.00897	5.02824	-0.45809	1.21416	-1.80673	2.62676	2.30965	4.18296	0.895	0.5374	3.17997	0.8007	-0.62162	1.13311	0.58409	4.04	0.51167	2.97669	0.72465	1.08273	2.35892	0.86298	-0.08017	1.0162	-1.37799	3.17652	0.39462	3.58618	0.13315	0.65296	2.23331	0.8042	0	1
-1.57436	-3.37423	0.2753	0.9803	0.7601	0.71246	-0.87014	1.69734	-0.22471	0.18253	23.24103	11.05776	0.22707	8.62742	7.22862	3.78742	33.54471	2.17999	13.48435	14.65012	-1.21655	-3.02453	4.96643	2.90736	2.56027	0.87487	-0.45632	2.13763	0.39151	0.9462	0.66658	-1.90644	0.34094	1.4074	2.11124	0.70976	-0.4655	1.78473	-0.07509	0.22727	-1.28872	-2.84846	1.37112	2.33224	3.5587	2.38019	0.45524	1.58174	0.58552	0.6647	0	1
0.42391	-0.69565	1.03487	0.7877	0.19862	1.40784	1.08668	-1.57565	-1.57944	-1.0144	0.80451	4.32343	7.31163	6.04796	11.36864	4.59496	3.9536	5.21812	0.78178	12.10406	0.62332	0.63109	1.03952	0.7366	3.12496	1.45345	1.2321	-1.04619	-0.51763	0.21704	0.63143	1.09884	1.54268	1.74894	0.19529	1.7239	1.32601	-1.08302	-1.16093	-0.87301	1.93872	-0.2354	2.65607	3.45074	0.71621	2.23207	1.00144	0.60646	-1.21951	0.2835	0	1
-2.63451	-0.11482	0.29027	-1.5481	-0.11545	-0.46161	-0.41177	-0.88742	0.8475	-0.00106	9.89933	6.57952	0.02117	28.88685	11.02335	7.54164	1.40447	7.02198	0.08661	23.42781	-1.76753	0.64438	1.1637	-0.78918	0.05288	3.46059	0.12501	-0.74719	2.10799	0.93772	-2.01723	1.14617	0.28728	-1.38648	0.70997	0.17403	-0.20686	0.74629	1.7863	0.54106	-1.63661	0.8996	2.10732	-0.85147	1.41241	0.65592	-0.1649	-0.67282	1.05744	0.3923	0	1
-1.25601	0.77622	-0.17557	-0.01698	0.1622	-1.17813	-0.66406	-1.23562	0.91319	-0.95236	7.05386	5.24543	12.15308	2.81829	11.64166	19.88952	15.75707	0.82137	1.98911	1.11049	-0.64388	0.79317	0.37303	0.33648	0.22486	-0.99939	0.57491	1.34833	2.83382	-0.04356	-0.26143	1.77115	0.74055	0.09303	0.83855	-0.55885	-0.10982	0.01452	1.19558	-0.79552	-1.07971	0.71992	0.646	0.37108	2.20137	-1.05886	-0.13375	0.61814	1.41451	-0.61586	0	1
0.45547	-0.03229	0.47311	0.22757	1.05626	0.37556	0.09619	-1.17411	1.40258	-0.49888	8.49665	15.44873	33.17902	8.22101	22.45119	6.55688	10.84324	18.26878	24.20602	4.60845	2.20169	0.69244	2.63775	0.50204	1.18721	0.39753	0.21522	-0.65424	2.03319	-0.25283	0.54362	0.15835	0.43772	1.0812	4.89815	0.79293	0.32905	0.26529	1.64799	-0.0301	2.32037	0.16798	0.86928	1.37013	3.92271	1.105	0.23208	0.02463	1.58987	1.48337	0	1
1.24773	1.64355	0.38018	0.02348	1.58736	-0.87782	1.63753	0.26721	1.08232	0.168	2.92411	10.37101	10.53016	23.22371	18.15555	0.20707	41.12841	7.94155	11.29712	17.1826	1.78198	1.52293	1.45491	0.73789	3.52531	0.18216	1.7259	0.53153	1.1986	0.18801	1.30058	1.85311	0.60407	1.30813	1.72382	-0.48192	3.00592	0.5739	1.29026	0.5228	1.94194	1.51734	0.35071	1.57875	1.82703	-0.46067	2.49313	0.84568	1.56079	1.03501	0	1
0.59208	-0.8668	0.71232	0.29424	-1.5952	2.38638	-1.26213	-1.55446	1.10172	0.5108	0.6765	3.25388	9.82442	10.30608	8.71897	5.66222	1.04884	4.26246	19.30717	7.16657	1.59002	0.21817	0.91196	1.17847	0.24849	4.60457	-0.05016	-1.218	1.67533	0.55508	1.76713	-0.17305	1.26878	2.16369	-0.89838	3.78521	-0.21774	-1.37327	1.18583	1.0482	0.67492	-0.63359	1.22041	1.47485	-0.84021	2.57572	-1.05062	-1.25675	2.15759	1.80706	0	1
-0.78952	-0.66014	0.57898	-0.01882	0.93451	0.97691	-0.54462	-0.15121	0.12396	-1.40857	33.6027	6.51351	4.23522	34.97247	0.36959	2.49873	10.66516	5.34638	4.31946	1.14016	-0.54111	-0.44829	0.81626	2.41742	2.14345	0.98497	0.3801	-0.00104	0.19285	-1.13804	0.19636	0.54837	0.76181	0.00192	3.46643	1.66366	-0.09163	-0.09278	0.21406	-1.18288	-0.23265	-0.55123	0.62602	0.63129	1.05324	1.53619	0.69895	0.04532	0.54408	-0.81729	0	1
0.33832	0.16706	-0.11621	-0.80015	-0.41854	0.34329	-0.48972	-0.33041	-0.30644	1.42347	4.68727	44.67336	0.32973	2.27431	6.79061	18.91283	4.56116	17.61722	5.86487	0.74378	2.02242	0.27983	0.27579	-0.73375	0.84579	0.61226	-0.43024	1.27285	-0.24503	2.89313	0.43306	0.46102	0.43598	-0.55772	0.3601	0.40418	1.10603	2.78058	-0.22142	2.29833	1.14396	0.49882	0.85276	0.24279	1.09043	0.5759	1.35328	-0.28341	0.89512	2.41023	0	1
-0.2876	1.34296	-0.18956	-0.12195	0.59501	-1.77396	-1.19671	-0.09796	-0.86569	-1.34766	0.01864	24.57195	7.94757	13.67114	2.92697	0.20362	4.84149	2.83573	2.68057	26.25933	0.16043	1.66996	0.60334	0.13277	0.67282	-0.76119	-0.53955	1.30311	-0.4209	-1.05966	1.67349	1.24417	-0.15171	1.05614	1.99683	-1.25965	-0.16155	0.08711	3.40266	-0.35066	0.67799	1.44942	-0.14574	0.33812	0.92506	-1.46898	-0.39864	0.25345	-0.54549	-1.01319	0	1
-0.27991	1.25015	-0.89343	-1.15906	0.14846	0.89926	0.60026	0.24964	0.0947	0.4917	2.04258	1.29977	1.97398	11.65059	7.21832	6.40001	21.60438	4.24957	25.93925	28.77872	-0.1655	3.92077	-0.24829	-0.42734	0.47061	1.3045	0.63151	2.64707	1.19873	0.54776	-0.13234	2.49488	1.22976	0.35034	0.49152	1.38865	1.08306	1.0038	0.48244	0.70027	-0.1256	1.15729	2.13453	-0.79251	0.45766	2.20169	0.94678	0.24397	0.36512	0.85339	0	1
-1.56104	0.5108	0.52078	-1.75093	1.74063	-1.26877	0.34368	0.93027	-0.44956	-0.71446	1.32172	12.01417	14.41696	9.6437	1.68653	9.48532	4.66142	0.0395	10.78374	3.97708	-1.00985	0.5436	0.64307	-0.78446	2.05225	0.1513	1.16855	0.88114	0.01036	-0.65131	-1.35976	0.57505	1.00873	-1.42653	1.94068	-0.29733	0.36991	1.2633	-0.17211	-0.16773	-1.35152	0.89032	0.80862	-1.39284	1.82272	-0.42465	0.34849	1.18706	2.34184	0.55374	0	1
-1.83934	-0.70566	0.08304	-1.02283	0.81214	-0.61851	-3.26461	-1.82406	-0.4107	0.07118	9.71984	15.54506	13.35292	2.76464	34.98968	2.09953	26.68207	17.82388	0.85491	6.16519	-1.22058	-0.52437	1.23343	1.13266	0.9829	-0.39465	-2.9042	0.69664	0.33774	0.09407	-1.14864	-0.31177	2.21312	3.71142	0.96989	-0.01075	-2.78727	-1.67401	-0.28458	1.1084	-0.08316	1.99149	1.08566	-0.74083	1.73496	-0.2232	-2.14334	-0.61173	-0.12872	1.33682	0	1
-0.99927	0.5782	0.77282	-1.29595	0.88738	-1.52462	0.0926	0.40504	-1.22757	-0.18726	4.0177	10.85598	2.2436	15.66146	2.08892	0.76466	4.64849	2.08352	5.65591	6.24339	-0.69409	2.45806	1.53532	-1.14634	0.91915	0.10631	1.20056	2.48983	-0.80063	1.13725	1.56547	0.79665	1.40172	1.27627	2.12359	1.36484	0.1885	1.51612	-0.7311	-0.04714	-0.57528	0.71287	1.45174	0.5182	1.26868	-1.28225	0.35067	1.41677	-0.73182	0.87031	0	1
-1.35178	-0.33026	0.17835	0.88851	0.90652	1.33287	0.9024	-0.2791	0.27173	0.9195	16.71352	21.02924	5.92695	5.08699	7.28143	2.63448	6.71806	4.69075	7.73914	16.20329	-0.91304	0.61805	2.32799	1.10751	2.1364	1.40339	1.12713	0.41219	0.85892	0.99799	-1.07753	1.6083	0.4901	2.35414	1.05879	1.56962	0.86732	0.82199	2.01019	3.81926	-0.54761	-0.25469	2.13924	1.7329	3.14558	1.71422	1.95188	-0.00535	1.71765	2.08291	0	1
-2.03455	1.62446	-0.34158	-0.11325	1.0193	0.89704	-0.75089	1.68616	-0.68567	0.09801	0.97272	2.20058	20.0624	2.35444	3.90862	9.81086	4.33094	3.14033	23.08087	5.23432	0.7211	2.15755	-0.18925	1.39794	1.56603	1.5716	0.11323	1.89637	-0.18795	0.52353	-1.71395	2.26789	0.03819	0.12464	1.28309	1.8824	-0.26294	2.16064	-0.14047	0.29869	-1.52502	1.6437	0.19061	0.50716	0.95291	0.99469	-0.17316	2.60002	0.28187	2.19059	0	1
0.44898	-0.59193	1.2891	0.55765	1.16208	-0.29284	-1.03131	-1.15922	-0.70129	2.07372	23.6052	0.26369	4.03676	9.43776	10.15412	14.85799	0.48669	1.50192	10.24262	1.04919	1.29443	1.4072	1.53616	0.9684	1.111	-0.16949	-0.48706	-1.00025	1.07099	2.02697	1.43664	-0.15779	1.93125	1.73386	1.69997	0.10134	0.59302	-0.11825	0.66189	4.26496	0.47527	0.12873	5.38155	0.92242	1.77279	0.84708	-0.61561	-0.91537	0.32033	2.2782	0	1
-0.36828	0.51145	0.48238	0.67176	0.1369	1.30647	-0.56966	-1.01298	-0.05827	0.26951	0.61077	11.6943	8.80811	2.56642	15.15619	0.2423	14.85001	4.82227	29.55512	18.56373	1.7749	0.79026	1.63605	2.35129	0.87739	1.99319	0.00065	-0.44178	0.41193	0.33909	0.0086	1.50956	0.7675	1.99679	0.36441	1.46115	2.03661	1.01632	2.89361	0.30823	0.69618	0.64306	0.75208	1.05663	0.45949	1.38334	0.41327	2.77413	1.19871	0.42156	0	1
-0.37482	1.17382	0.12421	-0.57718	0.20417	-1.03712	0.20051	-0.61892	1.89479	-0.49834	1.33558	2.76075	3.43738	8.38041	6.02973	21.12733	5.27433	2.10617	5.87745	5.96275	-0.10878	2.02489	0.40235	0.52641	0.53386	-0.74184	1.04453	1.95901	4.33632	-0.33054	2.14701	1.35535	0.83922	0.05408	1.06036	-0.354	0.55682	0.17973	1.96201	0.41413	0.07453	1.30137	0.49219	0.02316	0.32431	0.68089	0.33805	-0.38096	1.89939	1.80092	0	1
0.4107	-0.70696	1.32878	-0.01429	0.68599	-0.33971	1.31763	0.11043	-0.99829	1.63073	4.40106	2.77008	0.62539	4.5895	2.90006	4.97199	0.92622	0.071	7.97754	11.87578	0.87282	0.15454	1.39978	1.82958	0.9888	0.57295	1.48265	1.05961	-0.17937	1.88115	2.09686	-0.37061	1.43474	0.30263	0.71416	0.66453	1.96414	0.39583	0.45422	4.28282	0.65191	0.14141	1.71116	0.32613	0.75661	0.06604	1.85993	0.25618	-0.27978	4.18754	0	1
0.33961	1.0778	0.97016	1.16901	0.26224	1.13907	-0.70924	-2.34791	-2.70091	-1.06477	17.16315	3.85161	9.44039	11.56488	9.37364	27.46874	5.32181	1.77008	7.47145	4.24281	1.72214	1.68308	1.10379	1.37103	1.59682	1.46732	-0.158	-1.48326	-1.6052	1.65207	3.12606	1.20078	1.88501	2.14664	0.36675	2.37618	0.13113	-2.04947	-0.69646	0.01269	0.86771	3.20339	1.48786	1.88385	0.28322	1.2792	-0.51738	-2.07493	-2.12187	0.92219	0	1
0.23589	0.83299	0.87974	-1.26789	0.66986	0.49286	-0.20886	0.06544	-0.64862	0.90039	5.0118	1.0715	11.94043	17.68206	88.99413	15.80032	5.58747	33.06039	0.18189	6.03602	0.2307	1.18679	0.90497	-0.87083	0.87509	2.50153	0.59248	1.10202	-0.33157	2.00755	0.58004	1.0092	1.29207	-0.90078	0.83754	1.14275	-0.07316	0.66382	-0.37052	1.08621	0.5042	2.57348	2.37355	-0.90907	2.49267	1.05287	-0.11679	0.82465	-0.47827	1.2091	0	1
0.87964	-0.03493	1.10953	1.73918	-0.21483	-1.91115	-3.20758	0.71358	1.56075	0.95898	18.17658	7.6569	1.75994	1.34718	4.49325	1.67613	29.40872	10.09327	3.02088	2.98282	1.34869	0.08312	3.40509	2.8763	1.49658	0.41599	-2.77548	1.1193	2.2741	2.35464	1.09536	0.05123	1.98486	3.78209	-0.17173	-1.53232	-2.67586	0.8528	2.05887	1.22264	1.25659	0.18634	1.04122	2.91668	2.07107	-0.96181	-2.67953	1.13779	1.61723	2.81377	0	1
-0.7097	0.40721	-0.05774	-0.87641	1.24044	-0.32502	0.08824	1.74687	0.01903	0.35887	2.03879	5.11061	35.93343	13.93663	13.96717	27.79476	7.04727	12.50385	18.527	35.94231	0.07495	0.43817	0.32794	-0.00762	2.55359	0.45669	0.36446	2.32114	0.81311	1.15579	-0.39653	0.60643	0.14891	-0.6345	3.91009	0.53051	0.42999	2.36155	1.36197	0.84222	-0.64908	1.10138	1.025	-0.60274	1.75743	0.89043	0.27783	4.2193	1.86221	0.39974	0	1
0.05711	1.63451	-1.46104	-0.1861	0.69152	-0.11608	-0.9846	1.98745	-0.30054	0.69518	10.74354	2.2231	10.57392	1.36202	1.13525	2.81565	17.36777	5.19062	1.6873	0.21455	0.6844	2.50511	-1.05906	1.89532	0.81947	1.18341	-0.69008	5.845	-0.17036	1.21535	0.26293	1.76896	-0.68698	0.76968	1.1206	0.16205	-0.29589	1.83769	-0.12413	0.70996	0.85732	2.65994	-0.6421	0.60605	0.71645	0.46991	-0.32105	2.24687	-0.22173	1.40218	0	1
0.48127	1.97233	-1.1142	-0.10941	1.68683	-0.05245	0.58295	-0.33967	1.53316	-1.34705	5.0558	4.67368	3.56986	4.88654	14.98262	3.28579	2.84883	1.64786	10.2227	5.8646	2.41098	2.57431	-0.39618	-0.0274	1.69439	2.24525	1.82793	0.02798	1.68967	-1.06403	0.67451	3.32598	-0.73851	0.75189	1.721	2.00478	1.8433	-0.0559	2.1121	-1.14159	1.60882	3.93666	-0.64322	0.27327	4.79547	0.23871	0.83431	0.3647	2.5539	0.98765	0	1
0.85276	1.60414	-0.34376	0.0185	2.03115	-0.66774	0.06863	0.67078	-0.87846	-1.40113	21.97608	7.85276	4.33813	6.80181	4.36351	0.55069	0.41021	5.62363	20.43378	6.49999	1.1793	2.07887	0.51136	0.87774	4.17879	-0.07879	0.26067	1.12224	0.97639	-0.22644	4.22725	2.44785	-0.21179	1.72683	2.12758	0.23792	0.75508	3.36754	-0.56965	-1.16096	1.28365	3.03036	-0.09622	1.52595	2.97388	-0.07603	0.4146	1.88091	-0.5588	-0.99897	0	1
-1.21358	0.99663	-3.71618	-0.52969	0.84309	0.3829	-0.64275	-1.16405	-0.1017	-0.7239	12.66822	2.01128	3.6827	8.39001	5.05441	4.66171	1.1737	3.04028	0.94485	3.32852	-0.25091	1.04963	-3.19871	2.06093	2.34657	1.03253	0.2932	-0.28337	0.04433	-0.02682	-0.29592	2.95008	-3.18186	-0.26242	1.1583	0.87649	-0.07957	-0.44691	0.93883	-0.58373	-0.36423	1.92231	-3.25925	0.91037	0.83154	0.73701	-0.25438	-0.52458	1.28181	0.74948	0	1
0.96398	1.42899	-1.13071	-0.52834	0.23764	-1.50299	-0.58847	-1.24248	0.28126	0.73206	4.77389	28.46934	5.91016	7.38765	22.77111	8.36841	4.9905	36.12311	3.46969	0.12119	1.14122	1.56246	0.1373	3.0028	0.25011	-1.3484	1.15182	-0.5178	0.5421	0.73513	1.1704	1.84015	0.93613	-0.48044	0.25069	-1.03335	0.21656	-0.99072	0.38003	1.25017	1.38499	1.64437	-0.93095	-0.16143	0.60317	-1.19279	1.30408	-0.86363	0.56158	1.67917	0	1
1.00179	0.76313	0.30563	-0.49836	0.09059	-0.61848	-0.44268	-0.32948	0.50431	-2.08995	0.1802	1.69367	3.68193	3.99128	1.16002	11.87849	10.78901	9.4454	24.03107	26.20982	0.99341	1.39773	0.73889	-0.23861	0.16662	0.29655	-0.17623	-0.23963	1.1472	-0.86945	1.25305	1.32106	0.67707	0.76657	0.84639	0.53022	-0.26403	-0.24903	0.63028	-1.34703	0.99259	1.34541	0.78617	0.30106	1.01544	0.88972	0.34233	1.34529	1.06046	-1.04655	0	1
-0.91365	0.15553	1.06487	-0.30272	1.29116	0.31616	-1.33509	0.96709	0.04521	-0.01743	8.09037	27.77503	10.97354	3.8315	8.39781	2.63011	1.53172	0.35063	2.36738	4.87895	0.07772	1.23778	2.00134	-0.19591	2.41626	1.22644	0.22974	1.31926	0.09968	0.99315	-0.63078	0.7635	1.12236	0.77147	1.26205	0.39652	-0.59601	1.46216	1.55199	0.98853	0.61349	4.86236	2.92842	-0.12749	1.40567	0.55237	-0.85693	1.06046	0.61986	0.63714	0	1
1.24135	-0.67505	-0.42288	-0.41759	-2.40306	0.19045	0.07685	-1.07236	-0.04883	1.12264	7.87083	9.43703	1.50076	8.2916	4.81405	1.01273	27.12503	4.29731	7.16683	5.85262	1.14801	1.13654	-0.32695	-0.2736	-0.58559	0.2223	2.7048	-0.45078	1.43996	1.06849	1.42759	2.39937	1.37641	0.52515	-1.92692	0.98588	0.62924	-0.88044	0.02229	2.33635	1.29914	-0.2001	0.05354	-0.21219	-2.11299	0.75409	0.31587	-0.52103	0.21733	1.33581	0	1
0.35368	0.55912	-0.7187	-1.34741	-1.22637	-0.66544	0.18464	2.73667	0.14027	0.01723	8.54238	1.44716	65.11507	12.43775	11.93359	11.38338	3.34805	2.14207	24.17637	11.7376	0.83536	0.6209	0.43514	-0.40299	0.00326	-0.21131	0.56362	3.60679	0.69399	0.10933	1.12577	0.92294	-0.45093	-0.43379	-0.57575	0.86224	1.46506	4.41395	0.75279	0.12301	0.64588	1.84002	-0.57307	0.19424	-0.65513	-0.38036	1.91648	3.02759	0.72786	0.1704	0	1
0.77989	-2.58702	-0.25629	0.0288	0.87683	0.52662	-0.86243	-1.18844	0.66077	0.39006	24.78036	15.50993	36.14987	5.04907	3.5379	10.02191	0.13688	14.04071	4.82397	12.84878	0.83003	-2.35846	2.70304	0.27355	1.35755	2.7141	0.61743	-0.90042	1.8769	1.93984	0.7595	-1.60423	0.7295	0.06398	1.67263	1.32519	1.62476	-0.15717	3.25418	1.11566	3.30479	-2.14164	0.13302	0.2502	0.80803	1.49916	0.43827	-0.15342	0.71736	0.8278	0	1
-1.79957	-2.22358	0.08244	0.80568	0.52234	0.02569	-0.65518	1.63398	-0.56745	-1.18706	14.34443	7.2318	14.30731	3.53498	3.32185	5.63082	0.17706	9.80881	18.33835	5.63796	-1.3722	-1.55911	0.71748	1.88005	0.72382	1.48803	0.34705	2.93628	-0.38803	-1.08695	-1.16923	-1.28881	0.16961	1.67855	1.34291	1.18704	-0.05148	1.85484	0.04679	4.56299	-1.5783	-1.58006	0.42264	1.126	0.70814	0.15127	-0.01376	2.25927	-0.12556	-0.30019	0	1
1.23403	1.02483	0.79026	-0.14017	0.62371	0.54216	1.30313	-0.54984	1.83919	-0.72722	1.32689	2.38531	20.23822	11.89021	8.54065	1.89066	0.52964	17.30453	12.19804	26.93116	2.36902	4.52862	3.06567	0.70409	0.72567	0.55738	1.56235	0.95051	1.85963	0.56952	1.69085	1.53843	2.55718	-0.06612	0.62655	0.597	1.40358	0.67483	2.06248	-0.5629	2.32448	1.78485	3.0444	0.17246	2.41979	0.92251	1.28887	1.83865	1.74631	0.71164	0	1
0.59184	-0.51563	-1.03757	-0.9274	0.17413	0.37115	1.07815	-2.01603	-1.85752	0.41584	8.3781	3.08425	2.70703	10.16503	4.21717	2.03842	5.47225	1.2033	7.01255	11.23329	0.72935	-0.30549	0.43303	-0.11411	1.19693	0.57185	2.3685	-1.73297	-0.24316	0.51653	1.5217	1.63952	-0.71335	1.38086	0.52938	0.88432	1.34343	-1.84074	-1.19148	1.55524	0.74805	0.67768	-0.48601	-0.4812	2.03208	0.58111	1.04201	-1.40013	-0.86671	0.74057	0	1
0.50621	-1.57136	-0.70838	0.61152	-0.1361	1.44343	0.1004	0.45446	0.0253	-0.44719	28.93741	4.07735	0.2229	9.34111	2.71502	6.60725	9.4364	13.78754	9.71482	6.88535	0.80927	-0.72947	-0.64931	2.2923	0.24415	2.22871	1.09075	0.70473	0.87829	0.31255	0.47315	2.52623	-0.58198	2.37902	-0.0525	1.43478	0.70808	0.72066	0.8526	-0.27887	1.4823	-0.6753	-0.43823	0.87011	1.20949	2.1415	1.67172	0.58593	1.11727	0.23522	0	1
1.29752	0.86155	1.18641	-1.59154	2.15505	0.00076	1.39389	1.29595	-0.44172	1.54076	17.96463	25.67851	2.73411	23.57057	0.48299	8.69064	1.3505	15.57586	2.91699	2.545	3.09346	1.3112	2.17469	0.26181	3.324	0.65038	3.42056	1.19868	0.49159	1.51292	2.07435	1.14851	2.83845	-0.00667	4.71904	0.07994	1.31897	2.28669	-0.38233	1.73437	2.433	0.9799	4.9461	-1.02974	2.40945	0.9117	1.80646	2.27192	0.10702	1.72645	0	1
0.35187	-1.0017	-0.07433	-0.33176	-0.77794	-1.87359	-0.65867	-1.02447	-0.07868	0.06259	33.69767	6.97317	16.33253	2.73441	1.68332	3.05586	3.03231	3.04273	2.04051	0.93219	0.75657	-0.39333	0.36399	-0.19858	-0.61361	-1.56595	-0.42609	0.0563	1.23083	0.2244	0.65492	-0.09788	0.45217	0.09336	-0.27541	-0.7699	0.49818	-0.30823	-0.00948	0.39136	1.79105	0.21436	1.28682	0.38903	-0.31744	-1.51252	0.57493	0.22329	0.8041	3.16472	0	1
