i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i31	i32	i33	i34	i35	i36	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i47	i48	i49	i50	!ho	!h1
0.30391	0.03019	0.20556	0.29059	0.32142	0.46131	0.44686	0.41249	0.04542	0.04689	0.06827	0.74819	0.45487	0.45909	0.29062	0.86424	0.4552	0.05104	0.50092	0.46443	0.34498	0.40803	0.34552	0.47338	0.38438	0.36812	0.56682	0.43957	0.41416	0.35945	0.34536	0.37174	0.41862	0.29359	0.44564	0.5153	0.48801	0.49945	0.42051	0.5104	0.50589	0.36442	0.25589	0.2941	0.23932	0.45608	0.2927	0.46064	0.49736	0.33946	0	1
0.15848	0.13793	0.40268	0.1883	0.35717	0.04844	0.12431	0.29109	0.38523	0.36542	0.42084	0.86616	0.65728	0.89199	0.96835	0.35775	0.73288	0.10469	0.75581	0.3774	0.14386	0.47015	0.24799	0.14382	0.36137	0.35499	0.27478	0.3041	0.13929	0.28367	0.16938	0.17912	0.05681	0.50941	0.52918	0.18138	0.44896	0.30661	0.39808	0.44045	0.21732	0.0897	0.47821	0.31768	0.50581	0.09503	0.28427	0.50022	0.29475	0.4004	0	1
0.11928	0.1938	0.36386	0.09693	0.25423	0.49156	0.26966	0.12727	0.43674	0.02031	0.72861	0.58508	0.47342	0.93382	0.76	0.21706	0.64984	0.18947	0.32872	0.77481	0.538	0.42073	0.45877	0.49125	0.43062	0.32958	0.37063	0.43551	0.58553	0.4189	0.5468	0.47555	0.36513	0.20373	0.27091	0.46423	0.24968	0.39407	0.28909	0.43101	0.48575	0.53101	0.20007	0.33435	0.349	0.56379	0.40599	0.25861	0.49654	0.20029	0	1
0.46546	0.40285	0.10385	0.24568	0.06473	0.08707	0.21599	0.46323	0.33769	0.17059	0.08881	0.12404	0.74287	0.5923	0.79314	0.15505	0.96388	0.9441	0.06236	0.64186	0.24105	0.30153	0.07985	0.3123	0.08251	0.16546	0.22706	0.14584	0.21466	0.16833	0.18494	0.15432	0.19948	0.29525	0.28368	0.10618	0.06333	0.24093	0.2044	0.1203	0.15415	0.13237	0.29173	0.30894	0.25367	0.24285	0.2791	0.12519	0.2511	0.25543	0	1
0.2216	0.18259	0.19911	0.01262	0.19417	0.15086	0.38494	0.2747	0.39189	0.26011	0.33753	0.96134	0.42938	0.14835	0.10548	0.30243	0.0591	0.09023	0.1484	0.97911	0.11134	0.29944	0.27111	0.21049	0.36564	0.36628	0.22591	0.30471	0.18209	0.20898	0.25007	0.1342	0.15021	0.16546	0.40526	0.2871	0.15685	0.30756	0.16689	0.28848	0.32241	0.27011	0.19987	0.32086	0.28511	0.34862	0.36479	0.34067	0.33593	0.17605	0	1
0.4333	0.25118	0.02414	0.28491	0.40717	0.16749	0.01484	0.00469	0.21295	0.38256	0.52235	0.69501	0.79052	0.12076	0.49006	0.50687	0.33535	0.54997	0.14199	0.96486	0.38884	0.32323	0.24451	0.2798	0.54499	0.43073	0.15325	0.19628	0.24987	0.20265	0.21394	0.29975	0.29951	0.36554	0.3953	0.35038	0.50526	0.32917	0.36536	0.51202	0.20568	0.3954	0.50429	0.40832	0.48258	0.38774	0.29541	0.498	0.1995	0.48081	0	1
0.31759	0.45516	0.02833	0.11315	0.15315	0.20864	0.29643	0.48297	0.36856	0.43354	0.39507	0.04409	0.58725	0.01727	0.03296	0.98258	0.57462	0.52053	0.43126	0.59595	0.19064	0.3485	0.22211	0.27407	0.23931	0.25118	0.20153	0.40559	0.31968	0.26223	0.38002	0.26531	0.19697	0.35853	0.22582	0.2341	0.32554	0.11258	0.12793	0.22108	0.38361	0.34585	0.12941	0.3896	0.3234	0.17611	0.11889	0.12268	0.26811	0.30198	0	1
0.08135	0.45601	0.2286	0.42945	0.40218	0.42655	0.20343	0.18219	0.21509	0.06099	0.89124	0.25783	0.52209	0.99952	0.15037	0.58264	0.99632	0.57588	0.5106	0.84124	0.41191	0.30378	0.48497	0.48026	0.34864	0.30484	0.3925	0.56417	0.46886	0.50915	0.53328	0.49064	0.4789	0.3272	0.56525	0.42274	0.34901	0.54945	0.40656	0.42585	0.37556	0.3727	0.3105	0.33727	0.49201	0.35687	0.50466	0.31476	0.50621	0.55786	0	1
0.36644	0.09956	0.15056	0.39476	0.16253	0.22187	0.04598	0.16633	0.20283	0.06358	0.12397	0.83833	0.2341	0.16302	0.46075	0.11987	0.02843	0.17469	0.9684	0.00989	0.43813	0.35964	0.18284	0.42557	0.20163	0.21811	0.3456	0.39902	0.3046	0.1687	0.40249	0.40978	0.27339	0.21958	0.32588	0.32156	0.12996	0.33703	0.15989	0.3951	0.19523	0.19067	0.21689	0.1701	0.21361	0.19419	0.33812	0.18561	0.39704	0.19617	0	1
0.33093	0.10431	0.07751	0.40281	0.02847	0.31289	0.1052	0.47699	0.25256	0.20233	0.33228	0.38308	0.45743	0.7573	0.58498	0.97483	0.51745	0.63027	0.44669	0.9559	0.48051	0.22118	0.31217	0.34218	0.11938	0.17542	0.31142	0.296	0.32981	0.22722	0.46141	0.42835	0.45677	0.19958	0.03054	0.39546	0.22373	0.23672	0.23479	0.24129	0.38872	0.34356	0.07155	0.16475	0.08474	0.38613	0.169	0.11423	0.44727	0.20928	0	1
0.09148	0.09905	0.48809	0.42704	0.14426	0.419	0.12899	0.00109	0.38131	0.24643	0.46893	0.63707	0.37384	0.30781	0.18579	0.60199	0.49917	0.50957	0.57386	0.21999	0.53614	0.10461	0.35441	0.56151	0.11887	0.37297	0.38823	0.37685	0.39241	0.51479	0.31871	0.46575	0.49455	0.36624	0.28252	0.31715	0.37865	0.20259	0.16436	0.18525	0.40775	0.37321	0.23773	0.30458	0.34754	0.38267	0.23002	0.3088	0.31764	0.33206	0	1
0.48099	0.06068	0.39703	0.49608	0.28074	0.07214	0.1438	0.48411	0.09065	0.49268	0.15012	0.9532	0.46813	0.06101	0.18807	0.3402	0.85426	0.86353	0.3202	0.18049	0.13987	0.27036	0.11266	0.1021	0.30277	0.2471	0.20627	0.07157	0.13005	0.17009	0.13591	0.11162	0.24424	0.41957	0.32031	0.20232	0.2977	0.4563	0.22026	0.45765	0.2751	0.1067	0.46129	0.27935	0.28436	0.30369	0.47737	0.24049	0.11601	0.40179	0	1
0.32083	0.35025	0.36689	0.31718	0.34407	0.03215	0.42282	0.12384	0.2126	0.20453	0.70975	0.81261	0.28082	0.88185	0.59936	0.05617	0.19551	0.09051	0.58912	0.40891	0.07941	0.42041	0.07513	0.15371	0.30845	0.26394	0.12212	0.07104	0.2541	0.09667	0.1023	0.03247	0.22121	0.32788	0.31381	0.23417	0.43808	0.47436	0.24839	0.39003	0.13462	0.1183	0.40274	0.30673	0.40725	0.19597	0.25498	0.42975	0.26612	0.48259	0	1
0.06007	0.35366	0.47612	0.38963	0.02876	0.4892	0.34494	0.11482	0.32036	0.4587	0.70702	0.88572	0.61698	0.81104	0.41703	0.79301	0.31428	0.5184	0.95893	0.82834	0.49024	0.22749	0.43342	0.35575	0.09339	0.03044	0.51687	0.512	0.41615	0.3919	0.5003	0.602	0.41731	0.09947	0.05836	0.50014	0.03107	0.05868	0.25345	0.11532	0.47213	0.44291	0.22537	0.18758	0.06874	0.46909	0.16687	0.11544	0.62672	0.26629	0	1
0.44419	0.02043	0.16229	0.33561	0.33919	0.0605	0.03158	0.45258	0.47065	0.00069	0.35291	0.31945	0.76601	0.52393	0.44522	0.18982	0.73398	0.17403	0.24253	0.79384	0.10513	0.36174	0.23055	0.24842	0.40083	0.31465	0.04826	0.29516	0.04647	0.22357	0.18957	0.06234	0.22199	0.24944	0.30675	0.16931	0.35464	0.25428	0.30728	0.47405	0.20949	0.31629	0.3201	0.50841	0.34258	0.28856	0.49846	0.46966	0.16383	0.33479	0	1
0.3476	0.12748	0.19087	0.33666	0.4983	0.23552	0.34003	0.24718	0.15093	0.43854	0.76066	0.68572	0.6368	0.61028	0.85426	0.71096	0.42585	0.24015	0.36755	0.15586	0.31479	0.38693	0.3317	0.25041	0.48761	0.60565	0.29321	0.36665	0.43538	0.39105	0.27438	0.37188	0.44061	0.5441	0.49421	0.30994	0.51124	0.45918	0.52536	0.55949	0.20849	0.38082	0.53591	0.50242	0.62999	0.25164	0.39792	0.62333	0.41884	0.42656	0	1
0.27641	0.21001	0.47513	0.06695	0.18156	0.04248	0.13717	0.21597	0.42145	0.30223	0.42515	0.69421	0.22281	0.76731	0.66035	0.11408	0.88147	0.72376	0.53224	0.15255	0.13717	0.25833	0.04129	0.05716	0.39489	0.329	0.26133	0.08115	0.27058	0.05211	0.09669	0.22266	0.29379	0.20988	0.28005	0.12936	0.18203	0.171	0.29431	0.24937	0.08021	0.28953	0.15522	0.36592	0.36525	0.29146	0.18337	0.33028	0.27437	0.21122	0	1
0.46148	0.39732	0.07304	0.4081	0.31372	0.34663	0.3005	0.38878	0.3756	0.1782	0.85965	0.24851	0.52494	0.04137	0.28587	0.94076	0.29676	0.71057	0.03645	0.29696	0.46152	0.39061	0.51385	0.29852	0.44343	0.2975	0.35502	0.35985	0.46027	0.40931	0.25861	0.44948	0.38585	0.3836	0.3784	0.30643	0.37131	0.45183	0.32842	0.43239	0.25927	0.35522	0.49836	0.44365	0.3895	0.46647	0.36779	0.32163	0.35791	0.49083	0	1
0.43248	0.01921	0.17923	0.0419	0.33449	0.04532	0.48062	0.01366	0.27363	0.37053	0.21906	0.42397	0.74959	0.83802	0.7435	0.73217	0.48105	0.44381	0.84294	0.83439	0.27966	0.44352	0.10678	0.16895	0.27604	0.51654	0.08717	0.10818	0.2838	0.11748	0.04741	0.18047	0.12662	0.43251	0.51608	0.15855	0.25682	0.38983	0.30504	0.3844	0.24457	0.24788	0.27462	0.39929	0.29046	0.06505	0.35197	0.42441	0.11074	0.2683	0	1
0.15335	0.14436	0.49359	0.18138	0.37708	0.32102	0.16562	0.15666	0.12413	0.15354	0.58448	0.12815	0.985	0.70249	0.52744	0.09396	0.21173	0.14075	0.37572	0.94144	0.37597	0.37489	0.50812	0.32872	0.408	0.27408	0.25744	0.50251	0.51037	0.24047	0.3702	0.47623	0.34709	0.55086	0.29551	0.29228	0.31791	0.50475	0.33566	0.49828	0.44047	0.50989	0.45468	0.4003	0.50493	0.40555	0.4068	0.2917	0.42186	0.41981	0	1
0.07989	0.41331	0.00686	0.24625	0.35242	0.40225	0.27332	0.09023	0.20147	0.25229	0.22603	0.67948	0.9512	0.67925	0.44795	0.2423	0.46802	0.02551	0.9562	0.66169	0.35353	0.29932	0.49054	0.47493	0.32767	0.25872	0.50859	0.37507	0.30626	0.37154	0.56385	0.53828	0.34249	0.3884	0.31249	0.4361	0.31581	0.51102	0.33051	0.43176	0.54977	0.36718	0.52688	0.28505	0.38542	0.51348	0.51205	0.39346	0.56391	0.26058	0	1
0.2177	0.05134	0.31928	0.21843	0.02136	0.1419	0.19323	0.37382	0.47513	0.21609	0.08089	0.91485	0.62459	0.92085	0.39352	0.83054	0.466	0.54097	0.67993	0.60153	0.1402	0.18124	0.34527	0.32539	0.0989	0.0841	0.26399	0.2426	0.15058	0.31188	0.25262	0.11011	0.31902	0.02928	0.2329	0.19237	0.2551	0.25438	0.27999	0.0843	0.19336	0.15885	0.20583	0.2537	0.18602	0.1884	0.01852	0.22297	0.25608	0.17003	0	1
0.2116	0.13163	0.46063	0.04924	0.35229	0.41639	0.06233	0.27447	0.47809	0.4542	0.27049	0.52629	0.67692	0.86736	0.47381	0.52889	0.47799	0.16981	0.10493	0.81327	0.30447	0.3118	0.51886	0.43536	0.38631	0.32395	0.47581	0.43433	0.32349	0.52337	0.43147	0.46118	0.46004	0.38693	0.42255	0.57748	0.28789	0.27905	0.34359	0.3622	0.31037	0.35515	0.52826	0.29992	0.30227	0.52523	0.2951	0.28316	0.38407	0.49224	0	1
0.45125	0.41816	0.30765	0.4079	0.2164	0.25401	0.44367	0.0738	0.05384	0.21028	0.50204	0.08284	0.24443	0.52088	0.88438	0.9505	0.40819	0.42992	0.83193	0.24049	0.39088	0.39318	0.45596	0.22684	0.23268	0.35158	0.26975	0.29102	0.33547	0.30115	0.29131	0.43853	0.27375	0.25408	0.23113	0.22089	0.1858	0.39653	0.41847	0.40329	0.35786	0.26122	0.40426	0.32452	0.1755	0.40767	0.34227	0.21622	0.33509	0.31171	0	1
0.09152	0.43089	0.48661	0.48404	0.21483	0.39472	0.36154	0.18559	0.0441	0.19817	0.42112	0.40931	0.61646	0.62468	0.60003	0.78326	0.21143	0.79615	0.89032	0.63756	0.49854	0.42734	0.3001	0.38561	0.24571	0.27822	0.47362	0.52915	0.5488	0.48579	0.30269	0.3535	0.32839	0.30348	0.24001	0.4731	0.34677	0.20756	0.2706	0.16963	0.51721	0.31808	0.2838	0.27583	0.28063	0.45449	0.30206	0.19837	0.31681	0.38356	0	1
0.08652	0.13587	0.03152	0.06718	0.0263	0.31113	0.11881	0.35431	0.13357	0.00141	0.46456	0.26243	0.65869	0.91815	0.46978	0.38087	0.05101	0.2714	0.09673	0.50935	0.49339	0.28918	0.48665	0.36565	0.08929	0.26295	0.35105	0.2433	0.32908	0.36539	0.40805	0.43806	0.43548	0.27901	0.0395	0.34796	0.03912	0.08737	0.15051	0.29502	0.40436	0.32772	0.27584	0.09015	0.22167	0.30233	0.09903	0.03559	0.23226	0.25446	0	1
0.0818	0.25047	0.25805	0.01991	0.382	0.31493	0.46624	0.35514	0.15608	0.0228	0.36059	0.74096	0.32882	0.99899	0.41411	0.57003	0.26588	0.11803	0.50858	0.40855	0.46043	0.36301	0.30111	0.38495	0.45441	0.54885	0.25341	0.43572	0.25166	0.47753	0.41379	0.40519	0.3131	0.31865	0.47429	0.47619	0.33664	0.5255	0.41236	0.38766	0.37591	0.4444	0.35261	0.29695	0.51681	0.23012	0.3701	0.52664	0.27184	0.37863	0	1
0.00948	0.16743	0.33841	0.07369	0.47466	0.3939	0.05296	0.36441	0.1486	0.46318	0.66034	0.01064	0.20006	0.4983	0.13235	0.9029	0.12151	0.21341	0.99807	0.70272	0.49861	0.39461	0.54867	0.55897	0.51342	0.47941	0.55836	0.37368	0.32094	0.51648	0.39794	0.51387	0.45872	0.42449	0.61637	0.35862	0.53551	0.55263	0.61308	0.3425	0.54633	0.55251	0.5369	0.45239	0.56753	0.33861	0.55275	0.37144	0.49488	0.58441	0	1
0.22905	0.02168	0.4881	0.45593	0.39849	0.27251	0.13564	0.329	0.48546	0.10089	0.12097	0.03039	0.46673	0.37251	0.1304	0.60337	0.34961	0.69456	0.6223	0.56541	0.24383	0.48525	0.28057	0.35877	0.33635	0.35838	0.34037	0.25175	0.32445	0.27091	0.43715	0.37771	0.39664	0.52931	0.45283	0.35367	0.47473	0.30311	0.43801	0.49297	0.26841	0.40072	0.33856	0.47789	0.34196	0.42023	0.29411	0.34323	0.24453	0.53671	0	1
0.37731	0.31833	0.44293	0.47714	0.07274	0.3478	0.10566	0.13338	0.16076	0.175	0.20013	0.80426	0.31902	0.43276	0.47567	0.39847	0.81002	0.3726	0.8478	0.32915	0.2757	0.27718	0.30824	0.47249	0.24474	0.30151	0.32215	0.46199	0.38883	0.32669	0.36087	0.32049	0.34467	0.12408	0.16638	0.47789	0.1588	0.3123	0.21812	0.27811	0.45639	0.51164	0.30456	0.26624	0.27266	0.27846	0.0554	0.23251	0.42441	0.31796	0	1
0.47489	0.15291	0.19561	0.48097	0.23509	0.26301	0.12621	0.04364	0.3328	0.12426	0.0885	0.46401	0.78036	0.96223	0.62978	0.56381	0.81665	0.95902	0.61328	0.29796	0.28725	0.43887	0.28631	0.2984	0.36384	0.2816	0.31145	0.22681	0.35009	0.23173	0.43602	0.29111	0.20589	0.44896	0.23124	0.25139	0.16961	0.41626	0.38974	0.27884	0.33013	0.43516	0.21628	0.34522	0.35851	0.30487	0.37004	0.31917	0.44423	0.25749	0	1
0.04508	0.08639	0.24137	0.1919	0.06891	0.07949	0.21103	0.49975	0.25778	0.40953	0.91189	0.35903	0.87441	0.76556	0.62803	0.83676	0.09108	0.0468	0.16783	0.68275	0.32291	0.2556	0.301	0.08658	0.31646	0.06179	0.2988	0.25965	0.13614	0.30829	0.15193	0.31164	0.16823	0.32688	0.08709	0.2323	0.0781	0.11567	0.0804	0.30055	0.08474	0.10582	0.19213	0.29741	0.23257	0.26923	0.28187	0.09544	0.2291	0.31361	0	1
0.24049	0.37539	0.36971	0.24634	0.11299	0.43309	0.48625	0.08839	0.32031	0.12121	0.18506	0.56665	0.057	0.84439	0.55112	0.456	0.64621	0.31861	0.80657	0.93066	0.56842	0.10912	0.36673	0.32837	0.35622	0.27548	0.43202	0.54639	0.58903	0.34014	0.36825	0.44095	0.37891	0.11248	0.32534	0.50208	0.15693	0.23365	0.35523	0.24002	0.4286	0.4489	0.2995	0.2732	0.19781	0.50083	0.33436	0.35337	0.5375	0.17526	0	1
0.40459	0.1414	0.29793	0.19049	0.44188	0.0665	0.46183	0.30397	0.02265	0.27783	0.99712	0.86127	0.08875	0.61368	0.3587	0.11859	0.50511	0.81781	0.98984	0.35959	0.05718	0.32891	0.19292	0.12967	0.33612	0.5889	0.23886	0.32525	0.31226	0.08494	0.06009	0.27959	0.16288	0.407	0.44494	0.05857	0.4326	0.52422	0.57102	0.54567	0.23871	0.24369	0.58488	0.33921	0.3899	0.08815	0.48021	0.52282	0.17489	0.45233	0	1
0.16984	0.47929	0.03469	0.16743	0.42556	0.26896	0.49082	0.3706	0.25351	0.38098	0.79977	0.55172	0.14091	0.68731	0.06356	0.63225	0.49731	0.51182	0.23335	0.41885	0.43487	0.36796	0.25474	0.28454	0.32187	0.41054	0.34424	0.42578	0.25609	0.40076	0.38473	0.24158	0.24455	0.37032	0.38621	0.2695	0.49681	0.51258	0.54224	0.3069	0.42204	0.2097	0.55576	0.33076	0.52189	0.37418	0.34282	0.31395	0.32837	0.32465	0	1
0.05098	0.4176	0.13866	0.1489	0.05497	0.33453	0.2769	0.49795	0.39563	0.06502	0.93422	0.39141	0.81943	0.69323	0.04068	0.76425	0.3209	0.21431	0.77962	0.19731	0.49962	0.05208	0.51582	0.51936	0.09486	0.15809	0.40051	0.49429	0.32069	0.36168	0.49414	0.38915	0.24941	0.05712	0.18897	0.32636	0.05696	0.17427	0.19049	0.08184	0.33319	0.35675	0.18361	0.16329	0.23938	0.31472	0.10066	0.22602	0.28853	0.12026	0	1
0.39263	0.46452	0.46884	0.00091	0.11103	0.16213	0.45407	0.33076	0.18809	0.35975	0.6389	0.06243	0.58759	0.84179	0.40138	0.84159	0.40364	0.00275	0.16845	0.71651	0.16458	0.08262	0.31312	0.1261	0.08803	0.20463	0.17974	0.25255	0.23864	0.27748	0.16078	0.31933	0.31697	0.11635	0.18567	0.37195	0.12707	0.18977	0.26217	0.10735	0.18175	0.31015	0.12629	0.22463	0.15149	0.26604	0.22527	0.27361	0.20128	0.09203	0	1
0.0193	0.19221	0.11614	0.29011	0.2842	0.1229	0.2879	0.42234	0.29584	0.49983	0.63195	0.764	0.53908	0.95506	0.29413	0.96166	0.64491	0.62447	0.36445	0.31724	0.10399	0.40474	0.32176	0.10743	0.27887	0.28809	0.104	0.35808	0.11696	0.27295	0.31967	0.34816	0.29044	0.31693	0.30716	0.15149	0.32323	0.35831	0.22433	0.23231	0.13105	0.11977	0.32637	0.32044	0.26627	0.30797	0.20944	0.2239	0.34587	0.20895	0	1
0.15321	0.43948	0.26072	0.19196	0.06377	0.22584	0.1841	0.40559	0.03827	0.24753	0.13736	0.00077	0.05686	0.77083	0.15473	0.26269	0.87664	0.08955	0.04138	0.18132	0.19655	0.09199	0.24606	0.27521	0.11452	0.17576	0.26726	0.35233	0.34944	0.36932	0.24048	0.34037	0.38239	0.10763	0.12084	0.2316	0.20183	0.09848	0.08801	0.27835	0.19076	0.29838	0.27898	0.27069	0.14023	0.37024	0.142	0.24811	0.35311	0.15183	0	1
0.13881	0.33315	0.12386	0.16575	0.05836	0.48233	0.16097	0.20977	0.30411	0.48752	0.78469	0.51127	0.84164	0.9698	0.97254	0.9676	0.9669	0.04544	0.76337	0.43999	0.48441	0.08269	0.44003	0.44574	0.14303	0.12205	0.43415	0.38073	0.44169	0.42712	0.59068	0.5141	0.38676	0.20133	0.18294	0.48099	0.06746	0.20792	0.29102	0.05077	0.47745	0.40675	0.28187	0.17628	0.15535	0.4375	0.26989	0.0701	0.44419	0.26281	0	1
0.07439	0.17751	0.35774	0.23055	0.1383	0.12172	0.23899	0.4969	0.0584	0.31525	0.44439	0.27039	0.50462	0.51658	0.70624	0.03946	0.57043	0.28064	0.09046	0.87407	0.27779	0.34064	0.2787	0.26417	0.25534	0.1819	0.1355	0.35957	0.15739	0.13731	0.12371	0.11204	0.31798	0.18569	0.30345	0.10578	0.27075	0.27727	0.22214	0.12842	0.10299	0.18468	0.20478	0.12447	0.11197	0.15854	0.13402	0.25187	0.22207	0.16193	0	1
0.42407	0.16199	0.02664	0.28421	0.30675	0.42731	0.04833	0.47564	0.35814	0.2445	0.51893	0.34174	0.56304	0.3195	0.16017	0.23812	0.04177	0.19075	0.26335	0.82343	0.48383	0.34815	0.37003	0.3223	0.46072	0.29953	0.40414	0.38124	0.42477	0.57473	0.57776	0.34545	0.4943	0.35044	0.2398	0.44284	0.41035	0.38567	0.38799	0.294	0.57077	0.57342	0.29012	0.41095	0.28504	0.41451	0.2332	0.22729	0.3436	0.28944	0	1
0.42483	0.10218	0.35619	0.47842	0.30733	0.4702	0.34937	0.28561	0.36748	0.11992	0.16492	0.64244	0.04159	0.03712	0.10455	0.01744	0.30454	0.38555	0.54637	0.1286	0.5494	0.40895	0.4831	0.40716	0.47913	0.49076	0.53079	0.46486	0.45808	0.40657	0.42451	0.49765	0.34984	0.25484	0.39635	0.45429	0.34761	0.30347	0.36199	0.31106	0.44923	0.50631	0.46791	0.26837	0.47687	0.54426	0.42294	0.42489	0.48901	0.35052	0	1
0.1512	0.42255	0.41035	0.03368	0.44744	0.04495	0.46739	0.24383	0.00586	0.26159	0.34621	0.28627	0.49349	0.51575	0.08557	0.86338	0.31246	0.1476	0.84948	0.33304	0.15942	0.43335	0.25551	0.03601	0.52234	0.40826	0.05429	0.30738	0.307	0.30349	0.11317	0.20698	0.14546	0.43579	0.38784	0.07375	0.52774	0.33507	0.3577	0.41127	0.22205	0.08762	0.54601	0.58605	0.59101	0.0494	0.40213	0.37716	0.06809	0.36741	0	1
0.13583	0.03953	0.38157	0.45296	0.10265	0.40246	0.00201	0.15285	0.48351	0.438	0.35348	0.99599	0.49409	0.95612	0.91774	0.51782	0.8097	0.56455	0.59441	0.57077	0.53719	0.29138	0.50999	0.48162	0.15525	0.15777	0.3185	0.469	0.51609	0.42771	0.31914	0.45376	0.43484	0.23794	0.1451	0.53315	0.25923	0.22488	0.29248	0.10655	0.38096	0.53608	0.11412	0.20623	0.22725	0.34045	0.24857	0.18348	0.32988	0.32779	0	1
0.2499	0.24066	0.10547	0.11093	0.08294	0.01431	0.03306	0.42167	0.14208	0.22157	0.67616	0.39895	0.45671	0.09122	0.59365	0.44027	0.42253	0.76379	0.6205	0.46765	0.03437	0.29284	0.06968	0.15454	0.20621	0.26828	0.14843	0.14174	0.17218	0.243	0.16298	0.22484	0.03727	0.26387	0.27593	0.25705	0.17814	0.15963	0.19669	0.1937	0.20672	0.15962	0.30728	0.3228	0.09441	0.07188	0.22444	0.33555	0.02189	0.1159	0	1
0.39715	0.21828	0.09118	0.10827	0.21387	0.05134	0.23515	0.11744	0.23633	0.05556	0.55434	0.51423	0.49643	0.0502	0.14727	0.52918	0.37785	0.3821	0.97089	0.8664	0.25214	0.37883	0.24141	0.05971	0.34825	0.21242	0.21994	0.27315	0.14228	0.17981	0.17512	0.25898	0.20921	0.23522	0.25427	0.07872	0.2998	0.2969	0.3271	0.26977	0.26295	0.16795	0.33734	0.35173	0.19058	0.30247	0.2976	0.41098	0.21899	0.22763	0	1
0.30368	0.25833	0.18072	0.11687	0.20412	0.31852	0.36388	0.47655	0.08182	0.18378	0.93377	0.95415	0.18802	0.92423	0.8227	0.85281	0.06064	0.16475	0.82425	0.90125	0.3892	0.30001	0.28647	0.43903	0.35746	0.22219	0.23128	0.32338	0.32303	0.37698	0.25499	0.425	0.45107	0.39305	0.23636	0.45135	0.38568	0.38841	0.21958	0.30168	0.3543	0.24655	0.3073	0.19373	0.39968	0.37872	0.42305	0.2576	0.33699	0.25431	0	1
0.06764	0.43133	0.3073	0.37541	0.10555	0.34488	0.04483	0.43578	0.22983	0.13767	0.53209	0.11251	0.5522	0.18568	0.63247	0.22661	0.88536	0.42228	0.15687	0.04977	0.47903	0.21112	0.41599	0.29192	0.30727	0.12996	0.52692	0.44155	0.33404	0.30504	0.36273	0.46136	0.38955	0.12317	0.2636	0.5097	0.21356	0.17094	0.23338	0.29336	0.45484	0.37614	0.20064	0.08667	0.20057	0.47563	0.22658	0.13804	0.33073	0.13287	0	1
0.47158	0.33753	0.39615	0.47739	0.29462	0.2749	0.31683	0.37743	0.31235	0.26188	0.39372	0.84045	0.78598	0.07073	0.07798	0.15887	0.39756	0.61093	0.32164	0.35698	0.20158	0.35732	0.42376	0.4629	0.22505	0.24442	0.25132	0.33248	0.38806	0.26258	0.2773	0.22429	0.27048	0.22741	0.35075	0.30008	0.26971	0.35475	0.48913	0.41107	0.22143	0.39156	0.2839	0.22983	0.21434	0.24439	0.40626	0.21514	0.39685	0.23446	0	1
0.15756	0.37905	0.0544	0.14842	0.25614	0.38176	0.41482	0.2793	0.00013	0.04666	0.14326	0.56784	0.66014	0.66591	0.69748	0.71902	0.73965	0.98343	0.27384	0.86632	0.50734	0.36946	0.36615	0.40525	0.36232	0.32431	0.3228	0.36729	0.41584	0.34965	0.55349	0.29714	0.36772	0.44952	0.21906	0.28588	0.33856	0.29853	0.22215	0.38939	0.40342	0.44754	0.39128	0.3201	0.25336	0.44915	0.43175	0.42282	0.28306	0.34776	0	1
0.08902	0.44289	0.21034	0.49171	0.43742	0.3523	0.29	0.44419	0.26522	0.10908	0.33727	0.17342	0.82966	0.72536	0.6411	0.04503	0.55267	0.25418	0.23659	0.72093	0.44714	0.39191	0.31644	0.41997	0.53444	0.32942	0.41579	0.39268	0.42533	0.44537	0.50123	0.32894	0.40128	0.48502	0.37032	0.36073	0.40337	0.54708	0.3609	0.46334	0.32488	0.28478	0.4243	0.52941	0.53538	0.39537	0.3906	0.47481	0.3255	0.38821	0	1
0.35662	0.34519	0.49567	0.00659	0.12589	0.13272	0.04275	0.46728	0.43513	0.40993	0.04097	0.86035	0.55563	0.6897	0.35577	0.64811	0.51754	0.57216	0.626	0.38818	0.10683	0.31437	0.29941	0.37525	0.31549	0.18389	0.26761	0.32476	0.35665	0.28172	0.1916	0.2319	0.11099	0.17751	0.36196	0.3272	0.21101	0.27192	0.10247	0.3189	0.17526	0.10143	0.17346	0.33046	0.13163	0.25758	0.28387	0.2462	0.21582	0.19972	0	1
0.28501	0.43317	0.11486	0.31082	0.42934	0.1409	0.13108	0.25784	0.09071	0.23859	0.97225	0.87927	0.37174	0.8376	0.84577	0.42316	0.92529	0.05514	0.55024	0.67386	0.15465	0.45762	0.31218	0.2155	0.36261	0.56417	0.14952	0.31286	0.1928	0.30498	0.32508	0.17363	0.23433	0.38355	0.41996	0.18741	0.52676	0.49618	0.40054	0.53783	0.36725	0.23617	0.52348	0.54745	0.45427	0.20812	0.56517	0.34869	0.13399	0.57488	0	1
